Zip Code,Fiscal Year,No. of Awards,Grant Dollars,Grantor
10001,2000,2,$400,Maryland
10001,2000,4,"$7,500",Mid Atlantic Arts Foundation
10001,2000,114,"$2,000,296",New York
10001,2000,18,"$9,750",South Dakota
10001,2001,6,"$86,000",New England Foundation for the Arts
10001,2001,134,"$2,530,934",New York
10001,2001,20,"$10,350",South Dakota
10001,2002,4,"$7,626",Mid Atlantic Arts Foundation
10001,2002,4,"$16,000",New England Foundation for the Arts
10001,2002,112,"$1,487,230",New York
10001,2002,24,"$11,300",South Dakota
10001,2003,2,"$60,000",New England Foundation for the Arts
10001,2003,2,"$10,000",New Jersey
10001,2003,100,"$1,355,484",New York
10001,2003,22,"$10,000",South Dakota
10001,2004,4,"$4,400",Mid Atlantic Arts Foundation
10001,2004,2,"$64,000",New England Foundation for the Arts
10001,2004,100,"$1,172,150",New York
10001,2004,22,"$10,000",South Dakota
10001,2005,4,"$27,000",Mid Atlantic Arts Foundation
10001,2005,2,"$5,000",New England Foundation for the Arts
10001,2005,106,"$1,366,200",New York
10001,2005,16,"$9,300",South Dakota
10001,2005,4,"$26,720",Washington
10001,2006,2,"$4,800",Mid Atlantic Arts Foundation
10001,2006,130,"$1,541,400",New York
10001,2006,22,"$8,600",South Dakota
10001,2007,2,"$42,000",New England Foundation for the Arts
10001,2007,132,"$1,808,800",New York
10001,2007,18,"$8,700",South Dakota
10001,2008,4,"$17,600",Mid Atlantic Arts Foundation
10001,2008,138,"$1,873,600",New York
10001,2008,16,"$9,600",South Dakota
10001,2009,4,"$96,000",New England Foundation for the Arts
10001,2009,98,"$1,262,000",New York
10001,2009,8,"$6,700",South Dakota
10001,2010,122,"$1,344,842",New York
10001,2011,2,"$3,200",Mid Atlantic Arts Foundation
10001,2011,122,"$1,247,724",New York
10001,2012,6,"$102,300",New England Foundation for the Arts
10001,2012,116,"$1,082,620",New York
10001,2013,2,"$3,108",Maryland
10001,2013,112,"$1,328,374",New York
10001,2014,8,"$103,000",New York
10001,2015,136,"$1,846,234",New York
10001,2016,2,"$1,000",Massachusetts
10001,2016,14,"$264,000",New England Foundation for the Arts
10001,2016,136,"$2,056,318",New York
10002,2000,62,"$777,694",New York
10002,2001,78,"$1,066,376",New York
10002,2001,2,"$14,766",Washington
10002,2002,70,"$864,550",New York
10002,2003,2,"$30,000",Mid Atlantic Arts Foundation
10002,2003,76,"$964,950",New York
10002,2004,76,"$759,910",New York
10002,2005,68,"$722,600",New York
10002,2006,2,"$7,200",Mid Atlantic Arts Foundation
10002,2006,62,"$689,600",New York
10002,2007,2,$800,Mid Atlantic Arts Foundation
10002,2007,70,"$895,820",New York
10002,2008,80,"$1,105,220",New York
10002,2009,2,"$110,000",New England Foundation for the Arts
10002,2009,64,"$1,135,080",New York
10002,2010,4,"$14,304",Kentucky
10002,2010,6,"$114,622",New England Foundation for the Arts
10002,2010,110,"$1,833,066",New York
10002,2011,98,"$1,429,502",New York
10002,2012,6,"$112,000",New England Foundation for the Arts
10002,2012,90,"$1,263,000",New York
10002,2013,2,"$40,000",Mid Atlantic Arts Foundation
10002,2013,2,"$18,000",New England Foundation for the Arts
10002,2013,78,"$1,666,610",New York
10002,2014,18,"$265,400",New York
10002,2015,80,"$1,529,740",New York
10002,2016,2,"$3,500",Mid Atlantic Arts Foundation
10002,2016,4,"$104,000",New England Foundation for the Arts
10002,2016,84,"$1,640,340",New York
10003,2000,4,"$23,300",New England Foundation for the Arts
10003,2000,182,"$3,913,698",New York
10003,2001,2,"$2,400",Mid Atlantic Arts Foundation
10003,2001,22,"$455,560",New England Foundation for the Arts
10003,2001,186,"$4,273,592",New York
10003,2002,12,"$293,000",New England Foundation for the Arts
10003,2002,194,"$3,820,440",New York
10003,2003,10,"$164,200",New England Foundation for the Arts
10003,2003,208,"$3,981,460",New York
10003,2004,4,"$64,500",New England Foundation for the Arts
10003,2004,182,"$3,244,194",New York
10003,2004,2,"$1,000",Puerto Rico
10003,2005,2,"$32,590",Mid Atlantic Arts Foundation
10003,2005,16,"$285,000",New England Foundation for the Arts
10003,2005,190,"$3,111,324",New York
10003,2005,2,"$5,020",Washington
10003,2006,12,"$77,000",Mid Atlantic Arts Foundation
10003,2006,12,"$187,000",New England Foundation for the Arts
10003,2006,170,"$2,750,900",New York
10003,2006,2,"$13,452",Washington
10003,2007,14,"$21,340",Mid Atlantic Arts Foundation
10003,2007,16,"$212,880",New England Foundation for the Arts
10003,2007,170,"$2,835,430",New York
10003,2007,2,"$2,000",Utah
10003,2007,2,"$262,802",Washington
10003,2008,6,"$19,348",Mid Atlantic Arts Foundation
10003,2008,4,"$70,000",New England Foundation for the Arts
10003,2008,210,"$3,571,440",New York
10003,2008,2,"$208,000",Washington
10003,2009,12,"$268,000",New England Foundation for the Arts
10003,2009,118,"$2,198,000",New York
10003,2010,4,"$14,000",Mid Atlantic Arts Foundation
10003,2010,10,"$214,134",New England Foundation for the Arts
10003,2010,168,"$2,906,702",New York
10003,2011,4,"$76,560",Mid Atlantic Arts Foundation
10003,2011,8,"$147,000",New England Foundation for the Arts
10003,2011,156,"$2,517,376",New York
10003,2012,4,"$46,248",Mid Atlantic Arts Foundation
10003,2012,20,"$409,026",New England Foundation for the Arts
10003,2012,170,"$2,374,212",New York
10003,2012,2,"$2,800",Ohio
10003,2013,2,$240,Mid Atlantic Arts Foundation
10003,2013,22,"$421,012",New England Foundation for the Arts
10003,2013,144,"$2,334,964",New York
10003,2014,12,"$207,000",New England Foundation for the Arts
10003,2014,14,"$150,800",New York
10003,2015,20,"$308,400",New England Foundation for the Arts
10003,2015,154,"$2,623,364",New York
10003,2016,10,"$228,638",New England Foundation for the Arts
10003,2016,166,"$2,756,044",New York
10004,2000,20,"$411,500",New York
10004,2001,10,"$145,800",New York
10004,2002,20,"$208,700",New York
10004,2003,14,"$205,500",New York
10004,2004,10,"$167,400",New York
10004,2005,10,"$73,600",New York
10004,2006,6,"$210,600",New York
10004,2007,18,"$2,552,116",New York
10004,2008,24,"$507,000",New York
10004,2009,24,"$704,610",New York
10004,2010,26,"$872,088",New York
10004,2011,22,"$690,916",New York
10004,2012,30,"$575,446",New York
10004,2013,2,"$44,000",New England Foundation for the Arts
10004,2013,2,"$156,732",New Jersey
10004,2013,34,"$916,498",New York
10004,2014,2,"$22,250",New York
10004,2015,4,"$108,000",New England Foundation for the Arts
10004,2015,54,"$1,279,942",New York
10004,2016,66,"$1,448,452",New York
10004,2016,2,"$9,376",Pennsylvania
10005,2004,18,"$785,370",New York
10005,2005,20,"$824,800",New York
10005,2007,2,"$26,000",New York
10005,2008,4,"$48,600",New York
10005,2009,6,"$53,000",New York
10005,2010,6,"$64,000",New York
10005,2011,4,"$89,406",New York
10005,2012,8,"$96,000",New York
10005,2013,4,"$46,000",New York
10005,2015,4,"$18,200",New York
10006,2000,2,"$12,000",New York
10006,2001,2,"$10,000",New York
10006,2002,2,"$9,000",New York
10006,2003,2,"$9,000",New York
10006,2004,2,"$9,000",New York
10006,2005,2,"$8,800",New York
10006,2007,6,"$136,228",New York
10006,2008,4,"$55,000",New York
10006,2009,2,"$39,200",New York
10006,2010,4,"$52,888",New York
10006,2016,2,"$20,000",New York
10007,2000,2,"$33,000",New York
10007,2002,2,"$4,000",New York
10007,2004,2,"$14,000",Mid Atlantic Arts Foundation
10007,2004,4,"$40,000",New York
10007,2006,2,"$5,000",New York
10007,2007,2,"$8,100",Mid Atlantic Arts Foundation
10007,2007,16,"$146,900",New York
10007,2008,18,"$134,400",New York
10007,2009,14,"$96,400",New York
10007,2010,16,"$131,332",New York
10007,2011,12,"$84,460",New York
10007,2012,12,"$82,880",New York
10007,2013,16,"$103,360",New York
10007,2015,6,"$57,800",New York
10007,2016,12,"$209,000",New York
10009,2000,2,"$3,000",Mid Atlantic Arts Foundation
10009,2000,4,"$78,000",New England Foundation for the Arts
10009,2000,66,"$695,600",New York
10009,2001,6,"$31,500",New England Foundation for the Arts
10009,2001,58,"$646,904",New York
10009,2002,2,"$4,000",New England Foundation for the Arts
10009,2002,68,"$695,250",New York
10009,2003,2,"$69,570",New England Foundation for the Arts
10009,2003,54,"$559,350",New York
10009,2004,4,"$79,200",New England Foundation for the Arts
10009,2004,40,"$508,890",New York
10009,2005,54,"$496,000",New York
10009,2006,4,"$64,000",New England Foundation for the Arts
10009,2006,54,"$551,200",New York
10009,2007,40,"$426,330",New York
10009,2008,2,"$24,000",New England Foundation for the Arts
10009,2008,42,"$490,800",New York
10009,2009,2,"$22,400",New England Foundation for the Arts
10009,2009,26,"$399,600",New York
10009,2010,34,"$465,732",New York
10009,2011,26,"$305,794",New York
10009,2012,2,"$14,092",Mid Atlantic Arts Foundation
10009,2012,40,"$410,072",New York
10009,2013,32,"$360,200",New York
10009,2014,2,"$10,000",New York
10009,2015,2,"$6,500",Mid Atlantic Arts Foundation
10009,2015,40,"$447,100",New York
10009,2016,2,"$15,000",New England Foundation for the Arts
10009,2016,42,"$551,900",New York
10010,2000,2,"$3,000",Connecticut
10010,2000,54,"$764,378",New York
10010,2001,2,$854,Mid-America Arts Alliance
10010,2001,2,"$70,000",New England Foundation for the Arts
10010,2001,54,"$856,832",New York
10010,2002,40,"$523,872",New York
10010,2003,44,"$663,764",New York
10010,2004,50,"$616,130",New York
10010,2004,4,$742,Puerto Rico
10010,2005,52,"$556,800",New York
10010,2006,2,"$14,000",Mid Atlantic Arts Foundation
10010,2006,66,"$803,528",New York
10010,2006,2,"$2,000",Utah
10010,2007,46,"$698,170",New York
10010,2008,2,"$5,000",Connecticut
10010,2008,2,"$6,000",Louisiana
10010,2008,44,"$575,900",New York
10010,2009,38,"$477,200",New York
10010,2010,24,"$176,382",New York
10010,2011,18,"$173,734",New York
10010,2012,22,"$179,140",New York
10010,2013,6,"$145,000",New England Foundation for the Arts
10010,2013,26,"$267,028",New York
10010,2015,2,"$19,900",Mid Atlantic Arts Foundation
10010,2015,10,"$140,500",New York
10010,2016,20,"$255,700",New York
10011,2000,2,"$26,000",Mid Atlantic Arts Foundation
10011,2000,16,"$201,914",New England Foundation for the Arts
10011,2000,88,"$1,544,276",New York
10011,2001,6,"$49,040",Mid Atlantic Arts Foundation
10011,2001,46,"$387,834",New England Foundation for the Arts
10011,2001,92,"$1,530,646",New York
10011,2002,12,"$120,600",Mid Atlantic Arts Foundation
10011,2002,18,"$151,376",New England Foundation for the Arts
10011,2002,96,"$1,594,524",New York
10011,2002,2,"$5,600",South Carolina
10011,2002,2,"$3,860",Washington
10011,2003,8,"$53,000",Mid Atlantic Arts Foundation
10011,2003,30,"$335,220",New England Foundation for the Arts
10011,2003,120,"$1,817,190",New York
10011,2003,2,"$10,936",Pennsylvania
10011,2004,12,"$98,400",Mid Atlantic Arts Foundation
10011,2004,2,$400,Nebraska
10011,2004,24,"$197,700",New England Foundation for the Arts
10011,2004,106,"$1,458,650",New York
10011,2004,2,"$10,666",Pennsylvania
10011,2005,8,"$84,600",Mid Atlantic Arts Foundation
10011,2005,22,"$177,200",New England Foundation for the Arts
10011,2005,126,"$1,676,400",New York
10011,2005,2,"$10,132",Pennsylvania
10011,2006,8,"$39,200",Mid Atlantic Arts Foundation
10011,2006,12,"$90,780",New England Foundation for the Arts
10011,2006,98,"$1,470,700",New York
10011,2006,2,"$16,598",Pennsylvania
10011,2007,26,"$158,700",New England Foundation for the Arts
10011,2007,112,"$2,051,440",New York
10011,2007,2,"$14,938",Pennsylvania
10011,2008,22,"$181,558",New England Foundation for the Arts
10011,2008,114,"$2,112,400",New York
10011,2008,2,"$13,438",Pennsylvania
10011,2009,4,"$37,000",Mid Atlantic Arts Foundation
10011,2009,22,"$191,700",New England Foundation for the Arts
10011,2009,82,"$1,544,800",New York
10011,2009,2,"$25,142",Pennsylvania
10011,2010,14,"$121,500",New England Foundation for the Arts
10011,2010,124,"$2,064,704",New York
10011,2011,18,"$218,000",New England Foundation for the Arts
10011,2011,102,"$1,567,758",New York
10011,2012,2,"$1,000",Mid Atlantic Arts Foundation
10011,2012,10,"$72,820",New England Foundation for the Arts
10011,2012,94,"$1,338,906",New York
10011,2013,2,"$40,000",Mid Atlantic Arts Foundation
10011,2013,8,"$33,900",New England Foundation for the Arts
10011,2013,98,"$1,528,302",New York
10011,2014,20,"$245,564",New England Foundation for the Arts
10011,2014,14,"$242,000",New York
10011,2015,6,"$79,000",New England Foundation for the Arts
10011,2015,80,"$1,182,200",New York
10011,2016,8,"$83,000",New England Foundation for the Arts
10011,2016,70,"$1,545,096",New York
10012,2000,2,"$7,600",Mid Atlantic Arts Foundation
10012,2000,4,"$300,000",New England Foundation for the Arts
10012,2000,222,"$7,849,768",New York
10012,2001,4,"$140,000",New England Foundation for the Arts
10012,2001,138,"$2,671,576",New York
10012,2001,2,"$3,874",Washington
10012,2002,2,"$22,000",Colorado
10012,2002,2,"$9,800",Mid Atlantic Arts Foundation
10012,2002,4,"$75,000",New England Foundation for the Arts
10012,2002,158,"$2,699,560",New York
10012,2003,8,"$50,000",New England Foundation for the Arts
10012,2003,162,"$2,668,750",New York
10012,2004,4,"$64,600",New England Foundation for the Arts
10012,2004,144,"$2,083,300",New York
10012,2005,4,"$50,000",Mid Atlantic Arts Foundation
10012,2005,132,"$1,774,300",New York
10012,2006,2,"$20,000",Mid Atlantic Arts Foundation
10012,2006,148,"$1,814,300",New York
10012,2006,2,"$35,458",North Carolina
10012,2007,158,"$2,352,900",New York
10012,2008,168,"$2,492,478",New York
10012,2009,8,"$26,256",Mid Atlantic Arts Foundation
10012,2009,124,"$1,751,400",New York
10012,2010,122,"$1,235,018",New York
10012,2011,2,"$30,000",Maine
10012,2011,2,"$17,600",Mid Atlantic Arts Foundation
10012,2011,114,"$1,236,160",New York
10012,2012,2,"$20,000",Mid Atlantic Arts Foundation
10012,2012,92,"$937,946",New York
10012,2013,4,"$41,838",Alaska
10012,2013,2,$690,New England Foundation for the Arts
10012,2013,82,"$886,800",New York
10012,2013,2,"$8,852",North Dakota
10012,2014,4,"$100,000",New England Foundation for the Arts
10012,2014,6,"$177,000",New York
10012,2015,2,"$2,000",Mid Atlantic Arts Foundation
10012,2015,98,"$1,093,400",New York
10012,2016,8,"$26,400",Mid Atlantic Arts Foundation
10012,2016,62,"$848,900",New York
10013,2000,2,"$8,000",Illinois
10013,2000,10,"$265,750",New England Foundation for the Arts
10013,2000,2,"$32,000",New Jersey
10013,2000,198,"$3,237,802",New York
10013,2001,22,"$508,000",New England Foundation for the Arts
10013,2001,2,"$16,000",New Jersey
10013,2001,294,"$9,980,474",New York
10013,2002,2,"$70,000",New England Foundation for the Arts
10013,2002,2,"$20,000",New Jersey
10013,2002,316,"$9,197,600",New York
10013,2002,2,"$5,600",South Carolina
10013,2002,2,"$54,740",Washington
10013,2003,4,"$5,560",Mid Atlantic Arts Foundation
10013,2003,300,"$8,936,900",New York
10013,2003,4,"$41,734",Washington
10013,2004,2,$600,New England Foundation for the Arts
10013,2004,254,"$6,063,902",New York
10013,2005,2,"$14,040",Mid Atlantic Arts Foundation
10013,2005,276,"$6,120,200",New York
10013,2006,2,"$10,000",Kentucky
10013,2006,8,"$21,760",Mid Atlantic Arts Foundation
10013,2006,2,"$40,000",New England Foundation for the Arts
10013,2006,236,"$5,388,100",New York
10013,2007,2,$800,Mid Atlantic Arts Foundation
10013,2007,230,"$5,737,630",New York
10013,2007,2,"$14,056",South Carolina
10013,2008,280,"$7,120,010",New York
10013,2009,4,"$36,576",Mid Atlantic Arts Foundation
10013,2009,192,"$6,580,000",New York
10013,2010,4,"$16,000",Mid Atlantic Arts Foundation
10013,2010,4,"$102,222",New England Foundation for the Arts
10013,2010,216,"$3,068,392",New York
10013,2011,4,"$21,850",Mid Atlantic Arts Foundation
10013,2011,2,"$78,000",New England Foundation for the Arts
10013,2011,198,"$2,931,408",New York
10013,2012,2,$200,Mid Atlantic Arts Foundation
10013,2012,10,"$292,000",New England Foundation for the Arts
10013,2012,200,"$2,661,884",New York
10013,2013,10,"$215,000",New England Foundation for the Arts
10013,2013,192,"$2,728,630",New York
10013,2014,6,"$41,000",New York
10013,2015,116,"$1,624,860",New York
10013,2016,110,"$1,733,950",New York
10014,2000,2,"$52,790",Connecticut
10014,2000,2,"$8,000",Mid Atlantic Arts Foundation
10014,2000,60,"$1,300,808",New York
10014,2001,66,"$1,457,272",New York
10014,2001,2,"$41,530",Washington
10014,2002,62,"$1,176,300",New York
10014,2002,2,"$5,600",South Carolina
10014,2002,2,"$10,000",Washington
10014,2003,60,"$1,153,300",New York
10014,2004,62,"$791,550",New York
10014,2005,10,"$44,462",New England Foundation for the Arts
10014,2005,66,"$821,720",New York
10014,2005,2,$536,North Carolina
10014,2006,4,"$14,478",Mid Atlantic Arts Foundation
10014,2006,6,"$104,000",New England Foundation for the Arts
10014,2006,58,"$808,000",New York
10014,2007,2,"$7,560",Mid Atlantic Arts Foundation
10014,2007,58,"$895,780",New York
10014,2007,2,"$10,000",Washington
10014,2008,4,"$184,000",New England Foundation for the Arts
10014,2008,62,"$1,070,200",New York
10014,2008,2,"$140,654",Washington
10014,2009,2,"$62,000",New England Foundation for the Arts
10014,2009,48,"$839,200",New York
10014,2010,8,"$204,444",New England Foundation for the Arts
10014,2010,60,"$820,664",New York
10014,2011,4,"$55,000",New England Foundation for the Arts
10014,2011,52,"$662,038",New York
10014,2012,2,"$50,000",Mid Atlantic Arts Foundation
10014,2012,54,"$677,720",New York
10014,2013,8,"$146,000",New England Foundation for the Arts
10014,2013,64,"$862,300",New York
10014,2014,4,"$104,000",New England Foundation for the Arts
10014,2014,10,"$64,200",New York
10014,2015,80,"$1,342,840",New York
10014,2016,2,"$7,208",Mid Atlantic Arts Foundation
10014,2016,78,"$1,437,490",New York
10016,2000,20,"$244,092",New York
10016,2001,38,"$539,190",New York
10016,2002,40,"$504,110",New York
10016,2003,40,"$584,910",New York
10016,2004,36,"$413,800",New York
10016,2005,26,"$340,800",New York
10016,2006,40,"$493,000",New York
10016,2007,50,"$554,660",New York
10016,2008,2,"$1,000",Maine
10016,2008,54,"$696,750",New York
10016,2009,2,"$60,000",New England Foundation for the Arts
10016,2009,26,"$415,200",New York
10016,2010,2,"$12,652",Idaho
10016,2010,40,"$503,828",New York
10016,2011,2,"$12,020",Idaho
10016,2011,48,"$540,394",New York
10016,2012,2,"$8,648",Idaho
10016,2012,46,"$488,400",New York
10016,2013,2,"$9,790",Idaho
10016,2013,56,"$685,440",New York
10016,2014,2,"$2,400",Mid Atlantic Arts Foundation
10016,2014,4,"$34,800",New York
10016,2015,38,"$589,720",New York
10016,2016,2,"$7,288",Idaho
10016,2016,42,"$806,798",New York
10017,2000,12,"$166,580",New York
10017,2001,14,"$252,594",New York
10017,2002,2,"$2,000",Mid Atlantic Arts Foundation
10017,2002,8,"$155,400",New York
10017,2003,10,"$171,400",New York
10017,2004,18,"$219,800",New York
10017,2004,2,"$1,152",Puerto Rico
10017,2005,2,"$9,000",Mid Atlantic Arts Foundation
10017,2005,16,"$127,124",New York
10017,2005,2,$120,Washington
10017,2006,2,"$1,700",New Hampshire
10017,2006,20,"$196,600",New York
10017,2007,4,"$18,400",Mid Atlantic Arts Foundation
10017,2007,2,"$17,160",New England Foundation for the Arts
10017,2007,4,"$9,400",New Hampshire
10017,2007,30,"$294,890",New York
10017,2008,24,"$253,600",New York
10017,2009,2,$848,Mid Atlantic Arts Foundation
10017,2009,18,"$178,600",New York
10017,2010,4,"$24,600",Mid Atlantic Arts Foundation
10017,2010,30,"$271,642",New York
10017,2011,4,"$20,400",Mid Atlantic Arts Foundation
10017,2011,26,"$275,342",New York
10017,2012,4,"$20,100",Mid Atlantic Arts Foundation
10017,2012,22,"$197,900",New York
10017,2013,4,"$17,200",Mid Atlantic Arts Foundation
10017,2013,22,"$216,192",New York
10017,2014,4,"$14,200",Mid Atlantic Arts Foundation
10017,2015,2,"$9,000",New England Foundation for the Arts
10017,2015,24,"$251,832",New York
10017,2016,4,"$26,740",Mid Atlantic Arts Foundation
10017,2016,22,"$252,032",New York
10018,2000,2,"$8,700",New England Foundation for the Arts
10018,2000,76,"$1,802,940",New York
10018,2001,4,"$122,000",New England Foundation for the Arts
10018,2001,78,"$1,845,850",New York
10018,2002,2,"$70,000",New England Foundation for the Arts
10018,2002,108,"$2,356,126",New York
10018,2003,2,"$30,400",New England Foundation for the Arts
10018,2003,134,"$2,550,594",New York
10018,2004,2,"$24,800",Mid Atlantic Arts Foundation
10018,2004,4,"$73,000",New England Foundation for the Arts
10018,2004,176,"$2,762,804",New York
10018,2005,2,"$14,400",Mid Atlantic Arts Foundation
10018,2005,8,"$240,000",New England Foundation for the Arts
10018,2005,182,"$2,788,800",New York
10018,2006,4,"$29,000",Mid Atlantic Arts Foundation
10018,2006,4,"$105,000",New England Foundation for the Arts
10018,2006,190,"$3,262,600",New York
10018,2006,2,"$14,000",Pennsylvania
10018,2007,8,"$17,700",Mid Atlantic Arts Foundation
10018,2007,2,"$10,000",Minnesota
10018,2007,2,"$53,628",New England Foundation for the Arts
10018,2007,216,"$3,981,710",New York
10018,2007,2,"$1,970",Pennsylvania
10018,2008,2,"$6,400",Mid Atlantic Arts Foundation
10018,2008,4,"$58,000",New England Foundation for the Arts
10018,2008,218,"$4,430,230",New York
10018,2008,4,"$38,168",Pennsylvania
10018,2009,2,"$10,000",Minnesota
10018,2009,4,"$40,000",New England Foundation for the Arts
10018,2009,152,"$2,971,000",New York
10018,2009,4,"$60,000",Pennsylvania
10018,2010,4,"$102,222",New England Foundation for the Arts
10018,2010,186,"$3,486,694",New York
10018,2011,166,"$2,807,384",New York
10018,2012,6,"$201,000",New England Foundation for the Arts
10018,2012,2,"$14,000",New Mexico
10018,2012,168,"$2,448,984",New York
10018,2013,4,"$28,000",New Mexico
10018,2013,164,"$2,502,842",New York
10018,2013,4,"$20,000",Texas
10018,2014,2,"$12,000",New England Foundation for the Arts
10018,2014,2,"$250,000",New Jersey
10018,2014,8,"$47,600",New York
10018,2015,132,"$2,290,730",New York
10018,2016,118,"$2,129,492",New York
10018,2016,4,"$100,000",Pennsylvania
10019,2000,96,"$2,287,896",New York
10019,2000,2,"$2,080",Utah
10019,2001,2,"$12,078",Mid-America Arts Alliance
10019,2001,2,"$70,000",New England Foundation for the Arts
10019,2001,82,"$2,186,006",New York
10019,2002,74,"$1,801,450",New York
10019,2003,78,"$1,768,350",New York
10019,2004,2,"$64,000",New England Foundation for the Arts
10019,2004,78,"$1,612,600",New York
10019,2005,4,"$25,000",Mid Atlantic Arts Foundation
10019,2005,92,"$2,054,600",New York
10019,2005,2,$976,North Carolina
10019,2006,2,"$44,000",Mid Atlantic Arts Foundation
10019,2006,92,"$2,087,200",New York
10019,2007,4,"$99,400",New England Foundation for the Arts
10019,2007,94,"$2,370,010",New York
10019,2008,2,$900,Mid Atlantic Arts Foundation
10019,2008,108,"$2,567,100",New York
10019,2009,4,"$74,000",Mid Atlantic Arts Foundation
10019,2009,62,"$2,171,400",New York
10019,2010,2,"$2,460",Mid Atlantic Arts Foundation
10019,2010,86,"$1,655,624",New York
10019,2011,100,"$1,702,272",New York
10019,2012,6,"$103,000",New England Foundation for the Arts
10019,2012,90,"$1,515,024",New York
10019,2013,2,"$13,600",Mid Atlantic Arts Foundation
10019,2013,80,"$1,453,564",New York
10019,2014,2,"$8,500",Mid-America Arts Alliance
10019,2014,12,"$316,500",New York
10019,2015,2,"$150,000",New England Foundation for the Arts
10019,2015,78,"$1,427,172",New York
10019,2016,82,"$1,614,272",New York
10020,2005,2,"$10,000",New York
10021,2000,2,"$9,500",New England Foundation for the Arts
10021,2000,48,"$584,548",New York
10021,2001,34,"$546,440",New York
10021,2002,2,"$2,400",New England Foundation for the Arts
10021,2002,48,"$553,000",New York
10021,2003,48,"$547,200",New York
10021,2004,54,"$609,800",New York
10021,2005,2,"$5,000",New England Foundation for the Arts
10021,2005,44,"$460,700",New York
10021,2006,50,"$685,300",New York
10021,2007,2,"$8,800",Mid Atlantic Arts Foundation
10021,2007,8,"$144,000",New England Foundation for the Arts
10021,2007,52,"$859,550",New York
10021,2008,50,"$762,800",New York
10021,2009,14,"$378,600",New York
10021,2010,2,"$26,000",New England Foundation for the Arts
10021,2010,30,"$392,550",New York
10021,2011,2,"$16,000",New England Foundation for the Arts
10021,2011,34,"$445,440",New York
10021,2012,28,"$411,328",New York
10021,2013,20,"$371,800",New York
10021,2015,12,"$166,000",New York
10021,2016,14,"$174,000",New York
10022,2000,54,"$1,164,356",New York
10022,2001,58,"$1,197,516",New York
10022,2002,56,"$1,059,600",New York
10022,2003,52,"$949,420",New York
10022,2004,48,"$945,610",New York
10022,2005,2,"$200,000",New England Foundation for the Arts
10022,2005,52,"$933,700",New York
10022,2005,2,"$387,360",Washington
10022,2006,38,"$587,800",New York
10022,2006,2,"$360,000",Washington
10022,2007,4,"$40,000",New England Foundation for the Arts
10022,2007,50,"$1,019,480",New York
10022,2008,2,"$12,000",Mid Atlantic Arts Foundation
10022,2008,52,"$1,024,250",New York
10022,2009,42,"$891,100",New York
10022,2010,4,"$102,222",New England Foundation for the Arts
10022,2010,56,"$941,542",New York
10022,2011,2,"$6,192",Mid Atlantic Arts Foundation
10022,2011,2,"$14,000",New England Foundation for the Arts
10022,2011,30,"$529,908",New York
10022,2012,22,"$317,680",New York
10022,2013,2,"$40,000",Mid Atlantic Arts Foundation
10022,2013,2,"$16,278",New England Foundation for the Arts
10022,2013,26,"$370,040",New York
10022,2014,2,"$30,000",New England Foundation for the Arts
10022,2015,18,"$180,000",New York
10022,2016,18,"$181,000",New York
10023,2000,104,"$4,828,590",New York
10023,2000,2,"$20,838",Pennsylvania
10023,2001,2,"$2,400",New England Foundation for the Arts
10023,2001,102,"$4,765,032",New York
10023,2001,2,"$9,540",Pennsylvania
10023,2002,108,"$4,477,250",New York
10023,2002,2,"$12,170",Pennsylvania
10023,2003,10,"$49,530",Mid Atlantic Arts Foundation
10023,2003,100,"$4,397,020",New York
10023,2004,2,"$10,000",Massachusetts
10023,2004,106,"$3,582,360",New York
10023,2005,2,"$3,000",New England Foundation for the Arts
10023,2005,96,"$3,053,800",New York
10023,2006,2,"$2,100",Mid Atlantic Arts Foundation
10023,2006,108,"$3,193,200",New York
10023,2007,2,"$1,500",Montana
10023,2007,4,"$21,800",New England Foundation for the Arts
10023,2007,112,"$3,457,280",New York
10023,2008,2,"$8,000",Mid Atlantic Arts Foundation
10023,2008,2,"$16,000",New England Foundation for the Arts
10023,2008,112,"$4,004,220",New York
10023,2009,4,"$40,000",New England Foundation for the Arts
10023,2009,82,"$3,585,600",New York
10023,2010,4,"$13,800",Mid Atlantic Arts Foundation
10023,2010,4,"$19,000",New England Foundation for the Arts
10023,2010,100,"$3,297,278",New York
10023,2011,2,$400,Mid Atlantic Arts Foundation
10023,2011,2,"$10,000",Minnesota
10023,2011,98,"$2,634,924",New York
10023,2012,4,"$18,000",New England Foundation for the Arts
10023,2012,100,"$2,410,000",New York
10023,2012,4,"$6,200",Ohio
10023,2012,2,"$10,000",Texas
10023,2013,84,"$1,974,618",New York
10023,2014,6,"$43,332",New England Foundation for the Arts
10023,2014,16,"$828,300",New York
10023,2015,2,"$18,000",Mid Atlantic Arts Foundation
10023,2015,76,"$1,874,638",New York
10023,2016,2,"$11,684",New England Foundation for the Arts
10023,2016,82,"$1,975,958",New York
10024,2000,2,"$9,500",Mid Atlantic Arts Foundation
10024,2000,4,"$18,240",New England Foundation for the Arts
10024,2000,54,"$1,277,646",New York
10024,2001,2,"$70,000",New England Foundation for the Arts
10024,2001,66,"$1,507,728",New York
10024,2002,68,"$1,435,968",New York
10024,2002,2,$300,South Carolina
10024,2003,74,"$1,452,868",New York
10024,2004,56,"$1,058,200",New York
10024,2005,56,"$1,056,000",New York
10024,2005,2,"$1,350",North Carolina
