"zip","year","arts_organizations","total_revenue","total_compensation","total_expenses","contributed_revenue"
11104,"2014",7,974068,134118,834196,666286
11104,"2015",8,1146554,198097,956635,785765
11105,"2005",8,823877,80813,883995,508391
11105,"2006",11,1511427,121382,1338764,1112228
11105,"2007",8,1317963,95000,1356447,1111486
11105,"2008",10,1624562,196671,1654744,1217251
11105,"2009",7,1281039,177492,1344529,887102
11105,"2010",8,1227642,137049,1462222,869065
11105,"2011",8,1334377,175593,1205726,1080377
11105,"2012",12,874925,110085,1076296,777600
11105,"2013",12,1446109,188471,1425980,1167753
11105,"2014",14,1791254,179860,1631031,1289201
11105,"2015",16,1575900,156478,1662545,1166708
11106,"2005",7,13676027,3717426,10127725,6184833
11106,"2006",7,13680079,3812988,10210145,6211795
11106,"2007",7,14122634,4139965,10545657,6548450
11106,"2008",7,22837405,4499193,11783912,18843984
11106,"2009",9,18343144,3824966,12144787,14530467
11106,"2010",7,9654468,4366280,11594777,8104314
11106,"2011",9,14247562,4844546,14966336,12811155
11106,"2012",8,14029694,5301031,13692326,9151137
11106,"2013",9,15152708,5043506,12710113,10970993
11106,"2014",13,12630233,5318980,13288987,7590291
11106,"2015",14,23904804,5730264,13999609,7741522
11109,"2005",0,0,0,0,0
11109,"2006",0,0,0,0,0
11109,"2007",0,0,0,0,0
11109,"2008",0,0,0,0,0
11109,"2009",1,75982,0,72795,5650
11109,"2010",1,75982,0,72795,5650
11109,"2011",0,0,0,0,0
11109,"2012",0,0,0,0,0
11109,"2013",0,0,0,0,0
11109,"2014",0,0,0,0,0
11109,"2015",0,0,0,0,0
11201,"2005",22,13656331,4660245,13442973,9342894
11201,"2006",23,12961590,3971253,11644390,8146374
11201,"2007",22,17384933,4759415,16342438,12803546
11201,"2008",25,20230269,6115893,21218893,13858870
11201,"2009",30,18743153,5039700,18668025,12381092
11201,"2010",35,45296782,15867206,48019541,23211054
11201,"2011",37,49843963,14618691,45953925,30423285
11201,"2012",39,49000588,15706105,46503573,27202994
11201,"2013",41,54957159,15149150,55443759,31964055
11201,"2014",40,54513117,15001461,43670379,30879606
11201,"2015",41,53072720,16813920,44153097,29139194
11202,"2005",2,66840,0,68514,28614
11202,"2006",2,68822,0,67279,30296
11202,"2007",3,104797,0,99033,72628
11202,"2008",5,271351,0,245867,195865
11202,"2009",4,169540,17312,161108,76142
11202,"2010",3,178071,18503,168664,68300
11202,"2011",4,284440,16856,261636,99958
11202,"2012",5,368450,131668,356226,229201
11202,"2013",5,500224,128962,435444,278685
11202,"2014",5,427348,75023,431490,287042
11202,"2015",5,945780,82240,477722,768616
11203,"2005",2,1600872,1145788,1676014,1472694
11203,"2006",2,2541913,1549706,2392324,2323939
11203,"2007",2,2785477,1729100,2879150,2455366
11203,"2008",3,2706071,1151368,2630044,2549628
11203,"2009",3,4023500,2194323,4134591,3524573
11203,"2010",4,4443861,2108889,4172423,3923487
11203,"2011",5,3376523,2116680,4009981,2966917
11203,"2012",5,3159942,1078219,3684352,2641943
11203,"2013",5,3316422,2023955,3235605,3014129
11203,"2014",4,2231459,1467930,2466998,2183393
11203,"2015",4,2827596,1743450,2987833,2818383
11204,"2005",0,0,0,0,0
11204,"2006",0,0,0,0,0
11204,"2007",3,331766,37588,261995,185095
11204,"2008",2,242639,37588,219836,185095
11204,"2009",4,393875,52303,335024,238383
11204,"2010",4,502567,48861,437702,250344
11204,"2011",3,310275,48360,358883,130860
11204,"2012",2,149436,0,146994,70401
11204,"2013",2,155677,0,166367,43947
11204,"2014",2,172409,0,166093,65266
11204,"2015",2,160129,0,162414,61609
11205,"2005",4,403474,75673,437708,153546
11205,"2006",4,184307,0,223988,100157
11205,"2007",5,269294,0,275681,168071
11205,"2008",6,302989,0,281374,227626
11205,"2009",6,403110,0,367447,278601
11205,"2010",8,745331,8000,628204,464594
11205,"2011",7,485267,56573,410878,251751
11205,"2012",7,595283,65463,498478,493787
11205,"2013",7,1115035,90707,971699,372218
11205,"2014",8,2719668,395135,2195836,1059995
11205,"2015",9,2340480,434783,2580167,633189
11206,"2005",1,49409,0,62699,27780
11206,"2006",1,54435,0,57181,54435
11206,"2007",3,474818,0,181673,438546
11206,"2008",3,474818,0,181673,438546
11206,"2009",4,443029,69048,513611,275083
11206,"2010",2,402136,69048,469487,225382
11206,"2011",6,897864,18217,910110,563466
11206,"2012",4,1011742,190405,1071480,608879
11206,"2013",6,902167,184068,918325,573190
11206,"2014",11,2256850,372632,1382568,1926175
11206,"2015",12,2039128,597387,1883189,1361630
11207,"2005",0,0,0,0,0
11207,"2006",1,19518685,10909859,20690713,0
11207,"2007",0,0,0,0,0
11207,"2008",1,4488700,2819743,4509913,0
11207,"2009",3,4309294,2764547,4455558,4234619
11207,"2010",5,25512772,14010850,24345961,3928334
11207,"2011",3,29793204,14618178,28501140,5111559
11207,"2012",4,37657878,14901011,34138652,3968879
11207,"2013",3,21805504,14807908,25438780,3555211
11207,"2014",2,3555211,2456592,4040614,3555211
11207,"2015",2,4021288,2535411,4637335,4021288
11208,"2005",1,175070,12900,146629,175070
11208,"2006",1,73445,7900,74694,73445
11208,"2007",1,73445,7900,74694,73445
11208,"2008",0,0,0,0,0
11208,"2009",0,0,0,0,0
11208,"2010",0,0,0,0,0
11208,"2011",0,0,0,0,0
11208,"2012",0,0,0,0,0
11208,"2013",0,0,0,0,0
11208,"2014",0,0,0,0,0
11208,"2015",1,230,0,576,230
11209,"2005",3,243952,57944,251188,43892
11209,"2006",4,335459,81144,335914,69119
11209,"2007",5,428199,72650,374059,167419
11209,"2008",7,650408,98061,632211,316048
11209,"2009",5,474514,52569,463373,182966
11209,"2010",6,517789,65633,433182,240568
11209,"2011",8,615009,64935,541404,351232
11209,"2012",7,855114,71853,822020,432060
11209,"2013",9,2031367,283837,1187832,920434
11209,"2014",11,926160,336698,911510,598065
11209,"2015",14,978210,375337,1031895,679166
11210,"2005",4,1578163,373852,1784755,793360
11210,"2006",4,1490514,344585,1561876,673637
11210,"2007",6,2556517,351644,1963952,1686760
11210,"2008",5,1722389,399832,1799876,732021
11210,"2009",6,2001682,463281,1926714,1121064
11210,"2010",4,1666675,330291,1866179,618497
11210,"2011",3,1138132,358028,1313172,380859
11210,"2012",1,1235616,407502,1202899,669048
11210,"2013",1,945861,388108,964546,549847
11210,"2014",2,1212124,514350,1193750,726679
11210,"2015",3,1350962,566535,1396899,726262
11211,"2005",10,2957062,533309,2312691,2499790
11211,"2006",12,1996077,521181,1888550,1156243
11211,"2007",18,2570874,690775,2482594,1140970
11211,"2008",19,4310416,785411,2977266,2775173
11211,"2009",17,2941979,756324,2959755,1468506
11211,"2010",8,960383,0,816692,340997
11211,"2011",6,448804,61667,455445,393019
11211,"2012",12,1566968,126136,1448166,1118603
11211,"2013",11,1695264,118385,1458292,1225181
11211,"2014",11,1437631,124585,1110841,1073306
11211,"2015",11,1468052,134075,1267529,792651
11212,"2005",1,132454,0,126920,77820
11212,"2006",1,44069,0,61266,7500
11212,"2007",0,0,0,0,0
11212,"2008",0,0,0,0,0
11212,"2009",0,0,0,0,0
11212,"2010",0,0,0,0,0
11212,"2011",0,0,0,0,0
11212,"2012",0,0,0,0,0
11212,"2013",0,0,0,0,0
11212,"2014",0,0,0,0,0
11212,"2015",1,27369,0,26769,12219
11213,"2005",6,15270022,4705511,10793534,13635038
11213,"2006",7,9242926,5222544,12845443,7103022
11213,"2007",5,12170051,5058388,13091074,9973226
11213,"2008",6,12101672,4717836,11993603,9288205
11213,"2009",7,8193618,5140900,13628706,6386834
11213,"2010",8,10060693,4321505,12628287,7366317
11213,"2011",9,12354456,4556317,12529519,9729734
11213,"2012",6,9526358,4572419,12905548,6740913
11213,"2013",5,8435509,4238064,12152906,5383772
11213,"2014",6,7393912,4358736,11063062,4943984
11213,"2015",5,7418464,4331943,11354014,4995969
11214,"2005",2,135673,0,132112,101736
11214,"2006",1,59387,0,58126,51090
11214,"2007",2,239260,0,223772,71945
11214,"2008",2,236307,0,211895,67984
11214,"2009",2,225441,0,248946,47716
11214,"2010",3,1806222,334955,1914762,543323
11214,"2011",3,10907777,398360,2202135,7981863
11214,"2012",2,2673304,410488,2229231,1260069
11214,"2013",3,2151371,422604,1845138,429057
11214,"2014",6,3746214,484465,3485256,411154
11214,"2015",7,2075162,435292,2987957,404569
11215,"2005",15,3847861,312580,3403044,3024383
11215,"2006",17,4940370,666045,4495380,3492036
11215,"2007",14,1659664,233104,1583468,603334
11215,"2008",18,1889688,276499,1915650,905939
11215,"2009",26,3099463,70850,3151440,1062175
11215,"2010",27,3777930,363518,3623164,2021835
11215,"2011",26,3571766,512661,3613328,1452986
11215,"2012",30,4539382,706843,4653773,1768106
11215,"2013",26,4557540,1221192,4401923,1625939
11215,"2014",33,3570883,626935,3274751,1237862
11215,"2015",35,4666777,1464915,5251497,1955233
11216,"2005",1,40000,0,35000,40000
11216,"2006",3,194661,0,146061,173661
11216,"2007",2,156505,0,219340,138505
11216,"2008",2,231505,0,284397,213505
11216,"2009",2,98292,0,152499,61722
11216,"2010",3,126176,0,225054,56190
11216,"2011",6,508288,115000,585075,220749
11216,"2012",6,1877437,617699,1784862,957744
11216,"2013",6,1467922,471389,1340557,927705
11216,"2014",7,1079988,351967,1115798,813486
11216,"2015",9,1620190,252171,1199722,1162865
11217,"2005",36,55197802,20206544,47349316,36364644
11217,"2006",39,52729343,21360025,52384508,33056448
11217,"2007",42,59678036,24021836,57827503,38206784
11217,"2008",39,91234642,27974817,68746349,61890327
11217,"2009",41,74285993,28257197,74141090,49374696
11217,"2010",45,79542932,28977292,76431697,50570130
11217,"2011",45,83176397,26919518,70504960,55384619
11217,"2012",40,108799507,31670692,84277493,73018598
11217,"2013",46,94183416,37440237,87040359,64526386
11217,"2014",47,89604638,37534703,141993134,53560679
11217,"2015",49,100163804,42131869,103651668,58920916
11218,"2005",4,212879,88905,214181,32989
11218,"2006",7,734181,235946,737485,307051
11218,"2007",8,579024,146836,476926,436708
11218,"2008",7,518002,136881,661890,473610
11218,"2009",5,544099,136881,687496,376152
11218,"2010",9,1163607,192272,1513120,701858
11218,"2011",11,1474345,215278,1524463,1006314
11218,"2012",13,1672342,203006,1855124,701647
11218,"2013",13,2326918,217474,2299792,863656
11218,"2014",15,3271673,270603,3249075,1106766
11218,"2015",16,3749063,441482,3885670,1273481
11219,"2005",2,299997,0,175354,253507
11219,"2006",2,1055376,0,1173718,1009439
11219,"2007",2,1963627,0,1829963,1890847
11219,"2008",2,1449775,0,5498538,1379487
11219,"2009",2,1896571,5414,7932667,1841998
11219,"2010",2,2766836,68747,1915891,2720062
11219,"2011",3,1320178,42234,1326431,1266433
11219,"2012",3,473804,80544,969431,253332
11219,"2013",3,488338,52415,506678,276282
11219,"2014",2,505743,26036,506569,343130
11219,"2015",2,2225118,16339,2187594,2065679
11220,"2005",2,290438,145406,248310,173241
11220,"2006",2,361376,209214,345691,258156
11220,"2007",3,320691,165884,355319,254181
11220,"2008",4,597722,229715,524336,427555
11220,"2009",4,539309,372801,635781,466929
11220,"2010",3,482777,372801,621705,412848
11220,"2011",3,523540,377444,636180,444150
11220,"2012",4,855137,317844,952007,369879
11220,"2013",5,744185,323979,789758,376719
11220,"2014",5,910942,424707,887751,535536
11220,"2015",6,883248,141285,879018,629817
11221,"2005",0,0,0,0,0
11221,"2006",1,92047,0,80050,0
11221,"2007",1,162077,51583,158228,0
11221,"2008",3,419911,67633,401779,108078
11221,"2009",3,280800,67633,274209,52461
11221,"2010",1,93319,0,80515,10400
11221,"2011",1,93319,0,80515,10400
11221,"2012",0,0,0,0,0
11221,"2013",0,0,0,0,0
11221,"2014",1,351861,26500,333033,229208
11221,"2015",3,420252,15759,382875,338847
11222,"2005",4,457705,135547,776099,72554
11222,"2006",3,339107,133456,685333,43256
11222,"2007",5,435912,139732,793775,112375
11222,"2008",5,653644,201613,979608,127332
11222,"2009",5,532482,72256,425932,243151
11222,"2010",7,1786390,703889,1907321,916566
11222,"2011",8,2465707,709453,1890574,1593812
11222,"2012",6,814011,233716,758860,370919
11222,"2013",6,808912,231158,730562,355241
11222,"2014",9,2542283,768014,2328818,1335017
11222,"2015",10,4005446,856349,2477392,3152048
11223,"2005",2,227970,25162,235362,40286
11223,"2006",2,263003,26617,247374,40286
11223,"2007",2,203449,12480,235825,22000
11223,"2008",3,392076,45680,325983,136410
11223,"2009",4,466230,0,471680,156129
11223,"2010",4,506960,0,534650,160235
11223,"2011",6,694279,63000,693559,292083
11223,"2012",6,622470,73040,651391,187882
11223,"2013",7,1051653,90209,1167135,361774
11223,"2014",7,1034148,286564,1145008,420165
11223,"2015",8,1268024,348133,1224634,454327
11224,"2005",2,332265,128708,331072,77629
11224,"2006",2,628136,260797,581592,275810
11224,"2007",3,658893,260797,612650,275810
11224,"2008",2,1078952,194887,1261308,538199
11224,"2009",2,1081118,194887,1255020,552382
11224,"2010",2,951735,408424,971379,522724
11224,"2011",3,985914,214442,1032961,341537
11224,"2012",4,1621221,452048,2180097,314269
11224,"2013",4,1090421,108850,1101458,257954
11224,"2014",4,1110765,108850,1123926,262366
11224,"2015",3,1082866,42740,1264976,215311
11225,"2005",2,116584,0,129811,89331
11225,"2006",4,240622,55710,205256,146009
11225,"2007",5,342027,32130,230510,247028
11225,"2008",5,611623,53120,475964,505691
11225,"2009",3,191974,0,165466,49455
11225,"2010",4,261691,0,291777,158602
11225,"2011",4,165527,0,173274,73741
11225,"2012",6,190960,0,159854,93666
11225,"2013",4,267106,0,209544,136971
11225,"2014",10,2685072,763799,2661502,1685687
11225,"2015",10,2456951,882067,2859661,1389365
11226,"2005",4,783019,141880,736325,512647
11226,"2006",4,1434153,230406,952584,1145357
11226,"2007",5,1092887,177306,1151454,810498
11226,"2008",5,271908,29098,277664,67751
11226,"2009",4,303809,18317,276112,1185
11226,"2010",3,218803,18317,206204,1185
11226,"2011",4,243863,32692,236160,20236
11226,"2012",2,185816,31692,189515,15600
11226,"2013",2,125856,13150,138605,15600
11226,"2014",4,799245,120395,784545,220654
11226,"2015",5,1190064,153113,1114110,485480
11228,"2005",2,-7003,13000,35430,35580
11228,"2006",3,3643,13000,68332,55360
11228,"2007",3,164313,0,139966,106449
11228,"2008",2,133092,0,106695,116669
11228,"2009",1,39474,0,25322,37374
11228,"2010",3,290326,0,246782,166461
11228,"2011",3,293289,0,345753,146173
11228,"2012",3,418935,0,400197,160172
11228,"2013",3,469555,0,441278,16449
11228,"2014",3,262066,0,230871,65881
11228,"2015",3,108484,0,103887,83695
11229,"2005",1,131806,0,136352,4000
11229,"2006",3,501135,44903,436058,326729
11229,"2007",1,168131,0,164251,14092
11229,"2008",2,523574,94986,478754,353997
11229,"2009",1,132176,0,134389,11500
11229,"2010",1,117451,0,124490,7172
11229,"2011",5,326460,87881,405243,117353
11229,"2012",5,433756,75941,404575,126757
11229,"2013",6,345042,39390,353555,61303
11229,"2014",7,412327,39390,415014,119147
11229,"2015",8,736027,42815,497442,99319
11230,"2005",0,0,0,0,0
11230,"2006",0,0,0,0,0
11230,"2007",0,0,0,0,0
11230,"2008",2,545808,0,420692,107971
11230,"2009",0,0,0,0,0
11230,"2010",2,167618,0,166644,9000
11230,"2011",3,165648,0,156967,38400
11230,"2012",1,137174,0,134469,0
11230,"2013",2,251565,0,252910,43631
11230,"2014",1,2450,0,3117,2450
11230,"2015",1,4650,0,2963,4650
11231,"2005",9,661137,67639,569154,472208
11231,"2006",12,1301049,139410,1248881,546602
11231,"2007",12,1307803,234539,1209701,695049
11231,"2008",14,1317712,34797,1261684,739641
11231,"2009",17,1651838,0,1597289,1077843
11231,"2010",16,2081506,213964,1929639,1038872
11231,"2011",16,2072914,340165,1881644,1027554
11231,"2012",15,1293106,263772,1296746,607929
11231,"2013",18,1876752,312706,1635384,1269029
11231,"2014",18,1877410,304814,1838672,940302
11231,"2015",19,2677451,525380,2228388,1636377
11232,"2005",3,170120,0,157151,79064
11232,"2006",4,271976,9750,275024,136665
11232,"2007",4,371736,17160,361664,179922
11232,"2008",5,660709,25910,678327,377589
11232,"2009",3,877343,0,824698,519263
11232,"2010",3,1185639,105627,968532,766888
11232,"2011",6,1573102,197618,1318053,708809
11232,"2012",4,932026,222458,1012384,486815
11232,"2013",3,1053493,238967,1098200,535722
11232,"2014",8,3870050,708565,3175579,3150187
11232,"2015",8,3201757,815757,3215804,2466204
11233,"2005",3,472822,294255,469015,469822
11233,"2006",2,672142,433714,714263,672142
11233,"2007",2,635817,289805,556727,635817
11233,"2008",1,559154,283405,493071,559154
11233,"2009",3,444971,215335,451701,433877
11233,"2010",4,358331,101715,330060,330066
11233,"2011",5,1117994,583155,1117542,912192
11233,"2012",3,742690,57119,641361,563806
11233,"2013",3,880774,122000,877450,635171
11233,"2014",4,917955,122000,945114,690261
11233,"2015",4,1745721,615116,1604853,1499431
11234,"2005",1,48854,22931,45454,48854
11234,"2006",0,0,0,0,0
11234,"2007",0,0,0,0,0
11234,"2008",0,0,0,0,0
11234,"2009",1,32282,0,30588,32282
11234,"2010",1,32282,0,30588,32282
11234,"2011",2,22075,0,28053,5408
11234,"2012",0,0,0,0,0
11234,"2013",1,108877,0,107520,17358
11234,"2014",2,364250,20000,193686,222000
11234,"2015",3,151956,48000,282831,3035
11235,"2005",2,823259,22425,815118,115852
11235,"2006",3,888932,5700,923929,140917
11235,"2007",3,753533,12461,813492,75384
11235,"2008",2,459684,47913,464138,397636
11235,"2009",3,1336772,47913,486232,1256383
11235,"2010",5,990913,40306,665109,925723
11235,"2011",5,604935,46306,584347,552618
11235,"2012",5,711258,78201,704299,631857
11235,"2013",4,755553,85885,766380,699763
11235,"2014",5,1528767,95404,1475709,899578
11235,"2015",6,1441798,49773,1408850,767225
11236,"2005",0,0,0,0,0
11236,"2006",0,0,0,0,0
11236,"2007",1,92014,0,74174,32050
11236,"2008",1,90471,0,104677,0
11236,"2009",2,101423,0,111004,81318
11236,"2010",2,101423,0,111004,81318
11236,"2011",1,67073,0,77712,67073
11236,"2012",0,0,0,0,0
11236,"2013",1,7642,0,8009,7642
11236,"2014",1,7642,0,8009,7642
11236,"2015",3,74553,0,75320,42255
11237,"2005",0,0,0,0,0
11237,"2006",0,0,0,0,0
11237,"2007",1,40613,0,64763,14255
11237,"2008",2,109084,0,152577,82726
11237,"2009",1,68471,0,87814,68471
11237,"2010",2,142531,0,98462,90803
11237,"2011",3,98877,0,97760,67340
11237,"2012",5,429371,0,386040,204143
11237,"2013",5,508107,57200,410999,336597
11237,"2014",6,559029,127466,605371,403434
11237,"2015",7,749341,157055,663980,585863
11238,"2005",8,50302062,13083722,29874835,41440541
11238,"2006",7,48490789,13592780,31507409,38073601
11238,"2007",12,35896034,13983753,33003008,28038364
11238,"2008",12,31413950,14600781,35172097,28558881
11238,"2009",13,42630147,15714565,33110103,39499218
11238,"2010",11,39542153,14388339,32457454,36348445
11238,"2011",11,44053956,15134404,34509618,35213301
11238,"2012",10,54434626,15487980,42473822,44191334
11238,"2013",12,43470780,1102847,39710520,28023888
11238,"2014",20,55069044,16926658,44304966,41487906
11238,"2015",20,35315023,18485415,48009101,21428869
11239,"2005",0,0,0,0,0
11239,"2006",0,0,0,0,0
11239,"2007",0,0,0,0,0
11239,"2008",0,0,0,0,0
11239,"2009",0,0,0,0,0
11239,"2010",0,0,0,0,0
11239,"2011",0,0,0,0,0
11239,"2012",0,0,0,0,0
11239,"2013",0,0,0,0,0
11239,"2014",0,0,0,0,0
11239,"2015",0,0,0,0,0
11241,"2005",0,0,0,0,0
11241,"2006",0,0,0,0,0
11241,"2007",0,0,0,0,0
11241,"2008",0,0,0,0,0
11241,"2009",0,0,0,0,0
11241,"2010",0,0,0,0,0
11241,"2011",0,0,0,0,0
11241,"2012",0,0,0,0,0
11241,"2013",0,0,0,0,0
11241,"2014",0,0,0,0,0
11241,"2015",0,0,0,0,0
11242,"2005",0,0,0,0,0
11242,"2005",0,0,0,0,0
11242,"2006",0,0,0,0,0
11242,"2006",0,0,0,0,0
11242,"2007",0,0,0,0,0
11242,"2007",0,0,0,0,0
11242,"2008",0,0,0,0,0
11242,"2008",0,0,0,0,0
11242,"2009",0,0,0,0,0
11242,"2009",0,0,0,0,0
11242,"2010",0,0,0,0,0
11242,"2010",0,0,0,0,0
11242,"2011",0,0,0,0,0
11242,"2011",0,0,0,0,0
11242,"2012",1,24196,71000,98218,24054
11242,"2012",1,24196,71000,98218,24054
11242,"2013",1,12912,33000,55693,0
11242,"2013",1,12912,33000,55693,0
11242,"2014",1,20490,0,40493,12723
11242,"2014",1,20490,0,40493,12723
11242,"2015",1,20490,0,40493,12723
11242,"2015",1,20490,0,40493,12723
11243,"2005",0,0,0,0,0
11243,"2005",0,0,0,0,0
11243,"2006",0,0,0,0,0
11243,"2006",0,0,0,0,0
11243,"2007",0,0,0,0,0
11243,"2007",0,0,0,0,0
11243,"2008",0,0,0,0,0
11243,"2008",0,0,0,0,0
11243,"2009",0,0,0,0,0
11243,"2009",0,0,0,0,0
11243,"2010",0,0,0,0,0
11243,"2010",0,0,0,0,0
11243,"2011",0,0,0,0,0
11243,"2011",0,0,0,0,0
11243,"2012",0,0,0,0,0
11243,"2012",0,0,0,0,0
11243,"2013",0,0,0,0,0
11243,"2013",0,0,0,0,0
11243,"2014",0,0,0,0,0
11243,"2014",0,0,0,0,0
11243,"2015",0,0,0,0,0
11243,"2015",0,0,0,0,0
11245,"2005",1,792846,8000,902888,0
11245,"2006",1,227679,4000,290558,0
11245,"2007",1,1362515,10000,290234,0
11245,"2008",0,0,0,0,0
11245,"2009",0,0,0,0,0
11245,"2010",0,0,0,0,0
11245,"2011",0,0,0,0,0
11245,"2012",0,0,0,0,0
11245,"2013",0,0,0,0,0
11245,"2014",0,0,0,0,0
11245,"2015",0,0,0,0,0
11247,"2005",0,0,0,0,0
11247,"2006",0,0,0,0,0
11247,"2007",1,52358,0,43438,49358
11247,"2008",1,48461,0,41297,10000
11247,"2009",1,60798,0,57051,27000
11247,"2010",1,66691,0,56924,29700
11247,"2011",1,35664,0,38430,3000
11247,"2012",1,67117,0,60776,31825
11247,"2013",1,67117,0,60776,31825
11247,"2014",0,0,0,0,0
11247,"2015",0,0,0,0,0
11249,"2005",0,0,0,0,0
11249,"2006",0,0,0,0,0
11249,"2007",0,0,0,0,0
11249,"2008",0,0,0,0,0
11249,"2009",0,0,0,0,0
11249,"2010",7,2326753,814255,2314666,1057500
11249,"2011",6,2585353,933270,2518997,1406181
11249,"2012",7,3793376,1140798,3464493,1941618
11249,"2013",6,2603396,1146737,3097698,997416
11249,"2014",7,3495425,1305137,3522684,1728825
11249,"2015",6,4158954,1414518,3597233,2849699
11252,"2005",0,0,0,0,0
11252,"2006",0,0,0,0,0
11252,"2007",0,0,0,0,0
11252,"2008",0,0,0,0,0
11252,"2009",0,0,0,0,0
11252,"2010",0,0,0,0,0
11252,"2011",0,0,0,0,0
11252,"2012",0,0,0,0,0
11252,"2013",0,0,0,0,0
11252,"2014",0,0,0,0,0
11252,"2015",0,0,0,0,0
11256,"2005",0,0,0,0,0
11256,"2006",0,0,0,0,0
11256,"2007",0,0,0,0,0
11256,"2008",0,0,0,0,0
11256,"2009",0,0,0,0,0
11256,"2010",0,0,0,0,0
11256,"2011",0,0,0,0,0
11256,"2012",0,0,0,0,0
11256,"2013",0,0,0,0,0
11256,"2014",0,0,0,0,0
11256,"2015",0,0,0,0,0
11351,"2005",0,0,0,0,0
11351,"2006",0,0,0,0,0
11351,"2007",0,0,0,0,0
11351,"2008",0,0,0,0,0
11351,"2009",0,0,0,0,0
11351,"2010",0,0,0,0,0
11351,"2011",0,0,0,0,0
11351,"2012",0,0,0,0,0
11351,"2013",0,0,0,0,0
11351,"2014",0,0,0,0,0
11351,"2015",0,0,0,0,0
11352,"2005",1,2791242,945749,2720166,1747262
11352,"2006",1,3133167,1068435,3026892,1915393
11352,"2007",1,3296185,1157331,3298059,1827560
11352,"2008",1,4619333,1277426,3786048,3063200
11352,"2009",1,411810,0,412547,223061
11352,"2010",2,372855,34650,425718,206776
11352,"2011",2,319258,0,371901,205776
11352,"2012",0,0,0,0,0
11352,"2013",0,0,0,0,0
11352,"2014",1,1337,0,9933,1337
11352,"2015",2,37077,0,19686,36327
11354,"2005",12,4043027,944634,3889146,2965816
11354,"2006",12,4290118,1040464,3980186,3017335
11354,"2007",13,4237751,905939,4051726,3147617
11354,"2008",16,5416317,737158,4877280,4279858
11354,"2009",18,4843175,546123,4723579,4116270
11354,"2010",19,4885064,598934,4914259,3982473
11354,"2011",19,5959548,1038692,5781402,5090577
11354,"2012",19,5291892,1128040,5301037,4504431
11354,"2013",18,5684087,1075244,6087351,5016659
11354,"2014",17,5689247,895395,6027073,4928327
11354,"2015",17,6241715,779218,6134729,5369435
11355,"2005",5,454135,54865,408456,206015
11355,"2006",6,720419,72170,605101,346904
11355,"2007",3,263955,0,277056,168716
11355,"2008",2,75972,0,79289,340
11355,"2009",1,58490,0,57182,4000
11355,"2010",3,122956,0,99060,45032
11355,"2011",2,91900,0,68851,21052
11355,"2012",5,207778,0,186790,124216
11355,"2013",4,276154,0,276269,127529
11355,"2014",4,268744,0,255433,104688
11355,"2015",5,269646,0,245768,111788
11356,"2005",0,0,0,0,0
11356,"2006",0,0,0,0,0
11356,"2007",1,66047,17990,64676,3454
11356,"2008",1,84560,13935,82436,0
11356,"2009",2,155682,7200,133295,0
11356,"2010",2,127977,16000,132100,126544
11356,"2011",3,34501,12800,34603,0
11356,"2012",1,55000,0,54738,0
11356,"2013",1,42356,0,42045,0
11356,"2014",2,48000,0,46827,0
11356,"2015",2,17350,0,21791,15058
11357,"2005",1,387431,24198,415509,387431
11357,"2006",1,387431,24198,415509,387431
11357,"2007",1,408188,31327,417777,404190
11357,"2008",2,521805,33181,491701,488511
11357,"2009",4,429735,0,479797,388245
11357,"2010",3,405888,0,426440,384580
11357,"2011",4,405801,85887,458632,391233
11357,"2012",5,557222,79268,519737,532440
11357,"2013",5,425204,76652,431202,411387
11357,"2014",5,538662,40910,529793,518968
11357,"2015",6,505907,81098,560718,478899
11358,"2005",1,65833,0,64568,0
11358,"2006",1,65833,0,64568,0
11358,"2007",1,83725,0,96657,0
11358,"2008",1,97877,0,94388,0
11358,"2009",2,109903,0,140214,0
11358,"2010",1,97222,0,106479,0
11358,"2011",4,324750,0,437441,157096
11358,"2012",6,509189,19317,448807,285551
11358,"2013",6,568336,25900,570616,267479
11358,"2014",9,1494005,289101,1358074,917871
11358,"2015",10,1689804,391609,1523208,1244766
11359,"2005",0,0,0,0,0
11359,"2006",0,0,0,0,0
11359,"2007",0,0,0,0,0
11359,"2008",0,0,0,0,0
11359,"2009",0,0,0,0,0
11359,"2010",0,0,0,0,0
11359,"2011",0,0,0,0,0
11359,"2012",0,0,0,0,0
11359,"2013",0,0,0,0,0
11359,"2014",0,0,0,0,0
11359,"2015",0,0,0,0,0
11360,"2005",2,404174,35948,255643,282932
11360,"2006",1,78085,0,17052,63500
11360,"2007",3,208506,0,39056,186383
11360,"2008",3,298685,0,102350,270891
11360,"2009",3,320349,0,184913,296871
11360,"2010",2,143267,0,133161,135058
11360,"2011",3,197633,0,160446,190098
11360,"2012",2,168531,0,174722,163265
11360,"2013",3,251895,72960,166776,242984
11360,"2014",4,264922,89617,208192,250354
11360,"2015",4,358140,97480,235151,342174
11361,"2005",2,89514,0,93636,22390
11361,"2006",2,42653,0,30628,27301
11361,"2007",3,88571,0,69661,30892
11361,"2008",2,26670,0,19696,400
11361,"2009",3,159036,17309,155551,69045
11361,"2010",2,150263,17205,111037,84247
11361,"2011",2,236690,17671,202476,168066
11361,"2012",2,254087,19763,233355,187110
11361,"2013",2,275367,24849,296545,209809
11361,"2014",2,262680,24488,225583,187988
11361,"2015",3,324955,0,259928,267212
