"zip","year","arts_organizations","total_revenue","total_compensation","total_expenses","contributed_revenue"
10171,"2005",1,1206420,0,885458,1204752
10171,"2006",1,2930697,0,841378,2901858
10171,"2007",1,119810,0,864209,13829
10171,"2008",1,549740,0,698477,536318
10171,"2009",1,2962901,0,631506,2950000
10171,"2010",1,555277,0,575087,550000
10171,"2011",1,550000,0,615773,550000
10171,"2012",1,801318,0,786079,8e+05
10171,"2013",1,581324,0,636669,580000
10171,"2014",1,575173,0,704925,575000
10171,"2015",1,600180,50000,692884,6e+05
10172,"2005",0,0,0,0,0
10172,"2006",0,0,0,0,0
10172,"2007",0,0,0,0,0
10172,"2008",0,0,0,0,0
10172,"2009",0,0,0,0,0
10172,"2010",0,0,0,0,0
10172,"2011",0,0,0,0,0
10172,"2012",0,0,0,0,0
10172,"2013",0,0,0,0,0
10172,"2014",0,0,0,0,0
10172,"2015",0,0,0,0,0
10173,"2005",0,0,0,0,0
10173,"2006",0,0,0,0,0
10173,"2007",0,0,0,0,0
10173,"2008",0,0,0,0,0
10173,"2009",0,0,0,0,0
10173,"2010",0,0,0,0,0
10173,"2011",0,0,0,0,0
10173,"2012",0,0,0,0,0
10173,"2013",0,0,0,0,0
10173,"2014",0,0,0,0,0
10173,"2015",0,0,0,0,0
10174,"2005",0,0,0,0,0
10174,"2006",1,11918,0,6177,7000
10174,"2007",1,26266242,0,13703044,25909300
10174,"2008",0,0,0,0,0
10174,"2009",0,0,0,0,0
10174,"2010",0,0,0,0,0
10174,"2011",0,0,0,0,0
10174,"2012",0,0,0,0,0
10174,"2013",0,0,0,0,0
10174,"2014",0,0,0,0,0
10174,"2015",0,0,0,0,0
10175,"2005",0,0,0,0,0
10175,"2006",0,0,0,0,0
10175,"2007",0,0,0,0,0
10175,"2008",0,0,0,0,0
10175,"2009",0,0,0,0,0
10175,"2010",0,0,0,0,0
10175,"2011",0,0,0,0,0
10175,"2012",1,7720,0,7944,6695
10175,"2013",1,7585,0,7894,7585
10175,"2014",1,6320,0,7411,5670
10175,"2015",1,7814,0,7554,7125
10176,"2005",0,0,0,0,0
10176,"2006",1,30461,29000,90353,0
10176,"2007",0,0,0,0,0
10176,"2008",0,0,0,0,0
10176,"2009",0,0,0,0,0
10176,"2010",0,0,0,0,0
10176,"2011",0,0,0,0,0
10176,"2012",0,0,0,0,0
10176,"2013",0,0,0,0,0
10176,"2014",1,989918,62413,2399034,920350
10176,"2015",1,169401,3875,1119998,168178
10177,"2005",0,0,0,0,0
10177,"2006",0,0,0,0,0
10177,"2007",0,0,0,0,0
10177,"2008",0,0,0,0,0
10177,"2009",0,0,0,0,0
10177,"2010",1,223978,0,209178,223978
10177,"2011",1,144510,0,209250,144510
10177,"2012",1,232495,0,228336,232493
10177,"2013",1,245447,0,262590,245447
10177,"2014",2,182777,0,320953,171930
10177,"2015",2,295660,0,306516,291236
10178,"2005",1,99756,0,13734,99690
10178,"2006",1,99756,0,13734,99690
10178,"2007",1,89515,12200,87793,87389
10178,"2008",2,817911,0,332374,803875
10178,"2009",2,259960,0,618551,203484
10178,"2010",0,0,0,0,0
10178,"2011",0,0,0,0,0
10178,"2012",0,0,0,0,0
10178,"2013",0,0,0,0,0
10178,"2014",1,920471,0,878522,920471
10178,"2015",1,926228,0,912734,926228
10185,"2005",2,151393,0,143846,116284
10185,"2006",3,712067,132553,711416,261662
10185,"2007",4,979146,153931,944875,380888
10185,"2008",3,217050,13750,156794,170443
10185,"2009",6,940087,0,953574,336071
10185,"2010",5,214729,0,219249,94003
10185,"2011",6,1773490,22515,1140638,1274827
10185,"2012",5,786408,230841,781296,156510
10185,"2013",6,1230709,300477,958736,176047
10185,"2014",6,198419,0,219680,117197
10185,"2015",5,174401,0,169894,89815
10199,"2005",0,0,0,0,0
10199,"2006",0,0,0,0,0
10199,"2007",0,0,0,0,0
10199,"2008",0,0,0,0,0
10199,"2009",0,0,0,0,0
10199,"2010",0,0,0,0,0
10199,"2011",0,0,0,0,0
10199,"2012",0,0,0,0,0
10199,"2013",0,0,0,0,0
10199,"2014",0,0,0,0,0
10199,"2015",0,0,0,0,0
10270,"2005",0,0,0,0,0
10270,"2006",0,0,0,0,0
10270,"2007",0,0,0,0,0
10270,"2008",0,0,0,0,0
10270,"2009",0,0,0,0,0
10270,"2010",0,0,0,0,0
10270,"2011",0,0,0,0,0
10270,"2012",0,0,0,0,0
10270,"2013",0,0,0,0,0
10270,"2014",0,0,0,0,0
10270,"2015",0,0,0,0,0
10271,"2005",0,0,0,0,0
10271,"2006",0,0,0,0,0
10271,"2007",1,82600,0,40836,82600
10271,"2008",1,143561,0,142900,143561
10271,"2009",1,198351,0,182388,186965
10271,"2010",1,265072,0,274320,253750
10271,"2011",1,258760,0,252659,258630
10271,"2012",1,285075,0,308164,284949
10271,"2013",1,211968,80620,194724,206388
10271,"2014",1,187038,46575,184609,182540
10271,"2015",1,189419,38618,149064,179017
10272,"2005",0,0,0,0,0
10272,"2006",0,0,0,0,0
10272,"2007",0,0,0,0,0
10272,"2008",0,0,0,0,0
10272,"2009",1,142042,0,128845,115254
10272,"2010",1,90510,0,106708,67806
10272,"2011",1,99908,0,110771,99908
10272,"2012",1,99908,0,110771,99908
10272,"2013",1,115323,0,111370,115323
10272,"2014",2,732923,0,590792,794583
10272,"2015",2,810539,0,685859,884215
10276,"2005",5,276288,70799,290659,122883
10276,"2006",4,276830,83397,283809,98505
10276,"2007",4,310326,92248,313070,93606
10276,"2008",7,443105,89898,516604,170486
10276,"2009",7,515067,52000,604856,219910
10276,"2010",6,493570,54000,493160,189238
10276,"2011",7,593092,48600,543217,394339
10276,"2012",7,584345,0,561928,207115
10276,"2013",8,604143,21600,608627,265849
10276,"2014",6,375311,17200,468272,149463
10276,"2015",6,405591,16600,486574,157242
10278,"2005",0,0,0,0,0
10278,"2006",0,0,0,0,0
10278,"2007",0,0,0,0,0
10278,"2008",0,0,0,0,0
10278,"2009",0,0,0,0,0
10278,"2010",0,0,0,0,0
10278,"2011",0,0,0,0,0
10278,"2012",0,0,0,0,0
10278,"2013",0,0,0,0,0
10278,"2014",0,0,0,0,0
10278,"2015",0,0,0,0,0
10279,"2005",0,0,0,0,0
10279,"2006",0,0,0,0,0
10279,"2007",0,0,0,0,0
10279,"2008",0,0,0,0,0
10279,"2009",0,0,0,0,0
10279,"2010",0,0,0,0,0
10279,"2011",0,0,0,0,0
10279,"2012",0,0,0,0,0
10279,"2013",0,0,0,0,0
10279,"2014",0,0,0,0,0
10279,"2015",0,0,0,0,0
10280,"2005",4,8424345,4378630,14735981,7362651
10280,"2006",5,25525036,4091883,13379264,23717031
10280,"2007",5,16144793,4412797,15245110,14055086
10280,"2008",4,10560234,4289106,13689080,8833335
10280,"2009",4,10948193,4082977,12053227,9800106
10280,"2010",5,10826200,4111647,13011652,9268896
10280,"2011",6,10759992,4130076,12948394,9225165
10280,"2012",6,9840035,4153257,12630564,7139236
10280,"2013",4,10234628,4089359,15367207,8272599
10280,"2014",4,4090699,2217301,7511884,2876625
10280,"2015",5,20328650,5195253,17259549,19811205
10281,"2005",0,0,0,0,0
10281,"2006",0,0,0,0,0
10281,"2007",1,39000,0,74702,38949
10281,"2008",1,90796,0,44000,90796
10281,"2009",0,0,0,0,0
10281,"2010",0,0,0,0,0
10281,"2011",0,0,0,0,0
10281,"2012",0,0,0,0,0
10281,"2013",1,1041943,297823,544246,1041943
10281,"2014",1,454676,503089,1104933,454676
10281,"2015",1,1041733,541555,1149170,1041733
10282,"2005",1,1012924,0,104607,970303
10282,"2006",0,0,0,0,0
10282,"2007",0,0,0,0,0
10282,"2008",0,0,0,0,0
10282,"2009",0,0,0,0,0
10282,"2010",1,176105,0,292949,171600
10282,"2011",1,428665,265365,435693,422291
10282,"2012",2,265853,98785,244180,225353
10282,"2013",2,231916,132185,203580,87591
10282,"2014",2,319430,148904,229493,319430
10282,"2015",2,268060,0,280216,268060
10286,"2005",2,984770,0,147328,0
10286,"2006",2,468811,0,147273,0
10286,"2007",2,256701,2631,165068,0
10286,"2008",3,306840,2631,379730,0
10286,"2009",3,-222587,9280,445002,77019
10286,"2010",0,0,0,0,0
10286,"2011",0,0,0,0,0
10286,"2012",0,0,0,0,0
10286,"2013",0,0,0,0,0
10286,"2014",0,0,0,0,0
10286,"2015",0,0,0,0,0
10301,"2005",11,12458063,3098269,7592002,9894545
10301,"2006",13,13061123,3761279,8923657,10396458
10301,"2007",13,9707233,3595991,9781326,5854533
10301,"2008",13,10298458,3948650,9451470,6519549
10301,"2009",12,8270159,3521020,8584696,5387295
10301,"2010",12,7816720,2185487,6396494,5076479
10301,"2011",15,7034054,2737182,6978966,4075087
10301,"2012",15,7134632,2943555,7486208,4004803
10301,"2013",15,7406931,2723765,7413896,4419553
10301,"2014",16,8644522,2804049,8421133,5100708
10301,"2015",17,8709499,1700289,7415689,6226673
10302,"2005",0,0,0,0,0
10302,"2006",0,0,0,0,0
10302,"2007",0,0,0,0,0
10302,"2008",0,0,0,0,0
10302,"2009",1,29474,0,17723,17764
10302,"2010",1,29474,0,17723,17764
10302,"2011",0,0,0,0,0
10302,"2012",0,0,0,0,0
10302,"2013",0,0,0,0,0
10302,"2014",0,0,0,0,0
10302,"2015",1,7277,0,200,0
10303,"2005",2,137685,0,122183,79946
10303,"2006",2,115432,0,119353,57692
10303,"2007",2,122457,0,122716,51390
10303,"2008",2,129420,0,122678,51390
10303,"2009",2,137584,0,134127,51886
10303,"2010",2,160459,0,133496,58301
10303,"2011",2,130161,0,132070,53555
10303,"2012",2,142711,0,146430,54436
10303,"2013",2,147625,0,152978,54436
10303,"2014",3,165442,0,168915,54436
10303,"2015",3,211255,0,237870,42144
10304,"2005",2,113065,47400,142188,100154
10304,"2006",2,110443,0,87658,58625
10304,"2007",1,49059,0,45254,43884
10304,"2008",3,126901,0,134560,120237
10304,"2009",3,138385,0,122286,131905
10304,"2010",4,187254,0,167757,149811
10304,"2011",3,78934,0,82395,15110
10304,"2012",3,99521,0,99674,45162
10304,"2013",3,79496,0,92504,20226
10304,"2014",3,71463,0,76804,30281
10304,"2015",3,74544,0,68928,59667
10305,"2005",1,192624,84520,213369,163673
10305,"2006",1,243376,145381,219651,198640
10305,"2007",2,225968,109023,266412,178332
10305,"2008",2,228415,0,269752,192341
10305,"2009",2,258834,0,274268,214333
10305,"2010",3,177372,0,229898,118706
10305,"2011",3,204834,68307,168789,143990
10305,"2012",3,288088,67350,239203,233238
10305,"2013",3,283957,0,272191,236301
10305,"2014",3,211838,60562,214738,169859
10305,"2015",6,473004,104010,433413,391536
10306,"2005",2,526331,170141,621684,302881
10306,"2006",3,708532,156162,912191,348074
10306,"2007",3,774769,187931,789346,236475
10306,"2008",3,731186,180461,782380,426799
10306,"2009",3,668000,172981,762587,258135
10306,"2010",2,585925,0,576550,284229
10306,"2011",2,600451,81579,592272,282587
10306,"2012",2,561401,0,620252,198071
10306,"2013",2,446218,0,549723,186110
10306,"2014",4,936902,209273,863870,468899
10306,"2015",4,808504,192390,829772,251309
10307,"2005",0,0,0,0,0
10307,"2006",0,0,0,0,0
10307,"2007",0,0,0,0,0
10307,"2008",0,0,0,0,0
10307,"2009",1,13347,0,17302,0
10307,"2010",0,0,0,0,0
10307,"2011",0,0,0,0,0
10307,"2012",0,0,0,0,0
10307,"2013",0,0,0,0,0
10307,"2014",0,0,0,0,0
10307,"2015",1,16076,0,19602,4862
10308,"2005",0,0,0,0,0
10308,"2006",0,0,0,0,0
10308,"2007",1,37273,18500,59303,37096
10308,"2008",1,80294,0,75039,80048
10308,"2009",1,80294,0,75039,80048
10308,"2010",1,67031,0,81409,67031
10308,"2011",1,53670,0,58908,53670
10308,"2012",1,84496,0,62029,84496
10308,"2013",1,82788,0,116591,82788
10308,"2014",1,182741,0,65147,182741
10308,"2015",1,51680,0,100774,51680
10309,"2005",1,66412,0,71827,44450
10309,"2006",1,71082,0,69414,49500
10309,"2007",1,60888,0,65128,43150
10309,"2008",1,66592,0,62372,48300
10309,"2009",1,66592,0,62372,48300
10309,"2010",0,0,0,0,0
10309,"2011",0,0,0,0,0
10309,"2012",0,0,0,0,0
10309,"2013",0,0,0,0,0
10309,"2014",1,14500,0,30352,0
10309,"2015",1,33222,0,30444,0
10310,"2005",0,0,0,0,0
10310,"2006",0,0,0,0,0
10310,"2007",0,0,0,0,0
10310,"2008",0,0,0,0,0
10310,"2009",0,0,0,0,0
10310,"2010",0,0,0,0,0
10310,"2011",0,0,0,0,0
10310,"2012",0,0,0,0,0
10310,"2013",0,0,0,0,0
10310,"2014",0,0,0,0,0
10310,"2015",0,0,0,0,0
10311,"2005",0,0,0,0,0
10311,"2006",0,0,0,0,0
10311,"2007",0,0,0,0,0
10311,"2008",0,0,0,0,0
10311,"2009",0,0,0,0,0
10311,"2010",0,0,0,0,0
10311,"2011",0,0,0,0,0
10311,"2012",0,0,0,0,0
10311,"2013",0,0,0,0,0
10311,"2014",0,0,0,0,0
10311,"2015",0,0,0,0,0
10312,"2005",1,34529,0,16262,34515
10312,"2006",1,34529,0,16262,34515
10312,"2007",2,173873,0,157231,173851
10312,"2008",1,82461,0,75527,82432
10312,"2009",2,123154,0,122135,123140
10312,"2010",3,184347,0,176947,145259
10312,"2011",4,157141,0,118317,126332
10312,"2012",4,137099,0,132212,113459
10312,"2013",4,109102,0,107769,85467
10312,"2014",3,160556,0,144494,125541
10312,"2015",3,103317,0,97790,103577
10314,"2005",6,845597,129819,678189,224837
10314,"2006",8,1145930,138506,846644,432890
10314,"2007",6,671310,128025,715260,60433
10314,"2008",4,586642,107788,669794,61848
10314,"2009",7,740614,74492,766964,165652
10314,"2010",4,625677,73129,612390,67778
10314,"2011",5,645511,73129,639650,84861
10314,"2012",4,608671,83579,597104,80990
10314,"2013",4,554805,95051,581059,92166
10314,"2014",6,817575,91867,803918,356118
10314,"2015",7,940891,101268,831950,423113
10451,"2005",3,1768359,614835,1621128,1050013
10451,"2006",3,2394125,689450,2137458,1617836
10451,"2007",3,1542290,415897,1220100,1098299
10451,"2008",4,1525449,383263,1000239,1133953
10451,"2009",4,1653358,504626,1577024,1299528
10451,"2010",6,2071197,537030,1892618,1655772
10451,"2011",8,2325410,596719,2042115,1921869
10451,"2012",7,3716432,491614,2520951,3255634
10451,"2013",8,3954879,643733,2932994,3969600
10451,"2014",8,4636183,1408767,4166440,4514412
10451,"2015",6,5717268,2007339,5253698,5617114
10452,"2005",2,827021,280939,779125,549385
10452,"2006",4,894137,386974,969257,650690
10452,"2007",4,3344183,1751354,3207826,2266879
10452,"2008",2,3233315,1914933,3326701,2047890
10452,"2009",1,439143,86921,371775,429446
10452,"2010",2,439318,86921,374255,429446
10452,"2011",2,760171,143517,651460,749926
10452,"2012",3,642355,184658,641579,611367
10452,"2013",2,367421,110755,341479,360805
10452,"2014",3,1654358,189187,612641,1594438
10452,"2015",3,663025,208902,680188,614473
10453,"2005",3,146857,0,141373,47978
10453,"2006",3,240875,85907,240659,169397
10453,"2007",3,298434,151258,280231,229681
10453,"2008",3,1228193,164452,400152,1160793
10453,"2009",4,360063,164452,406231,258136
10453,"2010",3,196659,0,171727,66769
10453,"2011",3,219956,0,257049,85288
10453,"2012",4,241286,0,231503,104624
10453,"2013",2,124482,0,166768,81997
10453,"2014",2,108918,0,139475,72106
10453,"2015",2,74504,0,118522,79868
10454,"2005",0,0,0,0,0
10454,"2006",0,0,0,0,0
10454,"2007",0,0,0,0,0
10454,"2008",1,292669,178248,288431,7367
10454,"2009",2,257791,97009,244954,115393
10454,"2010",2,208187,95307,241378,88942
10454,"2011",2,208187,95307,241378,88942
10454,"2012",0,0,0,0,0
10454,"2013",2,291759,114651,290794,162157
10454,"2014",3,286831,105298,304683,174517
10454,"2015",3,330282,64816,294388,288313
10455,"2005",2,109689,40004,193429,23443
10455,"2006",2,-97853,40004,162160,31030
10455,"2007",2,-226536,0,31041,31030
10455,"2008",2,655240,0,802537,4508
10455,"2009",1,-347026,0,0,0
10455,"2010",1,422794,0,611129,0
10455,"2011",1,440055,0,645690,0
10455,"2012",1,461363,0,626546,0
10455,"2013",1,461363,0,626546,0
10455,"2014",1,134077,0,152227,109076
10455,"2015",1,205495,30000,177652,119945
10456,"2005",1,2432020,344464,2357193,2295890
10456,"2006",1,2432020,344464,2357193,2295890
10456,"2007",1,4502716,335984,2635722,4367804
10456,"2008",1,3040123,1083901,2643503,2853494
10456,"2009",2,4863088,2785215,5471181,3700125
10456,"2010",2,5021564,2478404,4802660,4290542
10456,"2011",2,5472722,2715257,5096176,4696502
10456,"2012",2,7658181,3001944,6291022,6428455
10456,"2013",3,8171045,3517114,8712546,7119606
10456,"2014",4,7727436,3773121,7312013,6602210
10456,"2015",4,8672534,4187306,7584342,7704755
10457,"2005",2,90641,0,141817,70600
10457,"2006",1,45005,0,36675,45000
10457,"2007",2,85305,0,63846,85300
10457,"2008",0,0,0,0,0
10457,"2009",0,0,0,0,0
10457,"2010",0,0,0,0,0
10457,"2011",0,0,0,0,0
10457,"2012",0,0,0,0,0
10457,"2013",0,0,0,0,0
10457,"2014",0,0,0,0,0
10457,"2015",1,170363,0,206310,0
10458,"2005",1,596790,268634,534945,227353
10458,"2006",1,445606,259031,543458,101275
10458,"2007",2,577723,342697,667177,250970
10458,"2008",2,622376,354235,657487,302157
10458,"2009",2,632431,338461,639622,353851
10458,"2010",1,598177,82452,576700,295635
10458,"2011",1,606154,86516,614528,300345
10458,"2012",1,586852,309251,592434,254305
10458,"2013",1,611919,307008,575592,260486
10458,"2014",1,649149,327106,651267,280760
10458,"2015",2,607704,331222,617847,260757
10459,"2005",0,0,0,0,0
10459,"2006",0,0,0,0,0
10459,"2007",0,0,0,0,0
10459,"2008",0,0,0,0,0
10459,"2009",0,0,0,0,0
10459,"2010",0,0,0,0,0
10459,"2011",0,0,0,0,0
10459,"2012",0,0,0,0,0
10459,"2013",0,0,0,0,0
10459,"2014",0,0,0,0,0
10459,"2015",1,44099,0,44531,44099
10460,"2005",1,487734,192849,440651,55178
10460,"2006",1,456064,209291,465893,153642
10460,"2007",1,589855,226428,545326,223504
10460,"2008",1,633779,231863,547922,182973
10460,"2009",1,476911,211361,496751,435472
10460,"2010",1,429163,184015,418622,375532
10460,"2011",1,467043,206549,458305,410080
10460,"2012",1,476138,207071,460528,427006
10460,"2013",1,520248,234937,505250,497211
10460,"2014",1,547100,215187,597947,519138
10460,"2015",1,568558,203361,477629,482059
10461,"2005",4,1779081,716845,2206483,1393321
10461,"2006",6,9446649,1092908,9375069,1870138
10461,"2007",7,8945783,1202940,9067052,1790399
10461,"2008",7,8946647,1291227,8986931,2015269
10461,"2009",6,9071501,1042042,8835571,2141875
10461,"2010",5,2137668,741330,2237925,1844381
10461,"2011",5,3095865,612236,2024394,2891039
10461,"2012",6,2703978,899936,2111263,2488204
10461,"2013",6,2537646,685438,2085687,2202707
10461,"2014",8,2092633,724058,2063081,1616129
10461,"2015",9,1911850,610129,1994971,1566296
10462,"2005",0,0,0,0,0
10462,"2006",1,50381,0,59217,50295
10462,"2007",1,50381,0,59217,50295
10462,"2008",1,35215,0,34355,35125
10462,"2009",1,44095,0,2525,44095
10462,"2010",1,44095,0,2525,44095
10462,"2011",1,44095,0,2525,44095
10462,"2012",0,0,0,0,0
10462,"2013",2,31941,0,15174,31939
10462,"2014",2,31941,0,15174,31939
10462,"2015",1,4303,0,4286,4303
10463,"2005",2,61103,0,61639,31174
10463,"2006",4,1545572,184928,1339606,691887
10463,"2007",5,1910124,58984,1702301,937503
10463,"2008",3,2086190,336152,1847656,1169093
10463,"2009",4,1866059,415420,1724910,913809
10463,"2010",5,1850887,415711,1765496,912464
10463,"2011",5,1991822,537554,1972452,1029115
10463,"2012",5,1922501,600580,2094134,1123028
10463,"2013",6,1664248,444395,1705751,781867
10463,"2014",6,1826905,487085,1869008,705732
10463,"2015",6,1899786,462225,1993164,704926
10464,"2005",3,310278,94727,268190,34551
10464,"2006",3,322596,100871,288955,62844
10464,"2007",3,363211,100871,340112,65344
10464,"2008",2,363146,128280,345549,92460
10464,"2009",1,293044,0,287841,152701
10464,"2010",1,270716,0,277842,171684
10464,"2011",2,299504,162059,302428,204818
10464,"2012",3,566805,157899,537456,174149
10464,"2013",5,1004005,170069,902332,334431
10464,"2014",4,974131,170069,874402,334431
10464,"2015",3,654926,179656,648113,213795
10465,"2005",1,57187,0,38258,22888
10465,"2006",1,105518,28684,46743,63296
10465,"2007",1,103727,27421,37534,53608
10465,"2008",1,108667,0,56776,46488
10465,"2009",1,60181,0,52243,23489
10465,"2010",2,171261,0,155792,141358
10465,"2011",2,132787,0,117108,102884
10465,"2012",1,74258,0,36841,45710
10465,"2013",1,87876,18140,39503,62385
10465,"2014",1,57696,18160,35605,38620
10465,"2015",1,64398,16950,34995,20325
10466,"2005",0,0,0,0,0
10466,"2006",1,46369,0,34871,44209
10466,"2007",1,33556,0,32206,33556
10466,"2008",1,36866,0,32351,36866
10466,"2009",1,30694,0,27281,30694
10466,"2010",2,66823,0,33290,66823
10466,"2011",3,70823,0,27304,69628
10466,"2012",4,30091,0,46674,28955
10466,"2013",4,33001,0,29897,28955
10466,"2014",5,37127,0,34218,31948
10466,"2015",3,64863,0,70252,36362
10467,"2005",3,577910,231751,533862,316072
10467,"2006",3,668988,293665,551181,457061
10467,"2007",3,672268,307610,633533,418184
10467,"2008",3,956334,375678,945467,566413
10467,"2009",3,1197233,455420,953150,687271
10467,"2010",2,970007,395147,746428,633477
10467,"2011",3,3016058,360566,666755,2795446
10467,"2012",4,3667893,328243,871034,3378408
10467,"2013",4,2028597,73846,918501,1804907
10467,"2014",4,1529340,502330,1142901,1285122
10467,"2015",5,1466717,551074,1283313,1055526
10468,"2005",5,2136998,696597,2200354,922037
10468,"2006",4,2078925,583312,2231288,982188
10468,"2007",5,3612306,649358,2467274,1401943
10468,"2008",5,3342640,651574,2801122,1525304
10468,"2009",7,2851792,423585,2818987,1140036
10468,"2010",7,2962453,480652,2681346,1347175
10468,"2011",5,3004118,630578,2961341,840816
10468,"2012",4,3033007,660225,3101871,971787
10468,"2013",3,2443144,605714,2707742,798226
10468,"2014",4,3083021,619353,2790670,1445609
10468,"2015",4,2253337,557213,2343501,678942
10469,"2005",1,1,0,0,0
10469,"2006",1,1,0,0,0
10469,"2007",1,1,0,0,0
10469,"2008",0,0,0,0,0
10469,"2009",0,0,0,0,0
10469,"2010",0,0,0,0,0
10469,"2011",1,101938,0,91025,94705
10469,"2012",0,0,0,0,0
10469,"2013",0,0,0,0,0
10469,"2014",2,90912,0,77352,88912
10469,"2015",5,89654,0,89042,85754
10470,"2005",1,533825,0,630968,183900
10470,"2006",1,533825,0,630968,183900
10470,"2007",2,2013991,0,658687,1711114
10470,"2008",2,668552,0,680268,491320
10470,"2009",1,603743,0,559120,114316
10470,"2010",1,530548,0,532605,190428
10470,"2011",1,699967,0,653067,427751
10470,"2012",1,665695,0,645529,200124
10470,"2013",1,686347,0,652661,254197
10470,"2014",1,657747,0,684023,191299
10470,"2015",1,685384,0,669941,701810
10471,"2005",4,1211272,172736,1150761,541475
10471,"2006",3,295160,48000,298304,159782
10471,"2007",4,384244,48000,393073,143282
10471,"2008",5,307734,44000,300981,158372
10471,"2009",4,181251,0,143505,90335
10471,"2010",3,181403,0,162637,72546
10471,"2011",1,68279,0,70409,50774
10471,"2012",3,199631,64160,240974,68204
10471,"2013",3,193357,0,179228,55440
10471,"2014",5,182311,0,201771,106170
10471,"2015",5,188392,0,173066,117372
10472,"2005",1,56167,0,48412,0
10472,"2006",1,54756,0,57608,0
10472,"2007",2,73469,20220,64512,25727
10472,"2008",2,91915,0,86748,7033
10472,"2009",2,89478,0,87989,9185
10472,"2010",2,128728,0,134924,56183
10472,"2011",2,131666,0,102975,103088
10472,"2012",2,111355,0,111323,80135
10472,"2013",2,43544,0,60451,18697
10472,"2014",4,62484,0,86178,30170
10472,"2015",5,73589,0,84977,47581
10473,"2005",0,0,0,0,0
10473,"2006",1,133845,0,118923,83080
10473,"2007",0,0,0,0,0
10473,"2008",0,0,0,0,0
10473,"2009",0,0,0,0,0
10473,"2010",0,0,0,0,0
10473,"2011",0,0,0,0,0
10473,"2012",0,0,0,0,0
10473,"2013",0,0,0,0,0
10473,"2014",0,0,0,0,0
10473,"2015",0,0,0,0,0
10474,"2005",2,156292,0,161043,156292
10474,"2006",2,225294,0,213051,192315
10474,"2007",5,485129,13800,459990,331588
10474,"2008",4,635385,68851,458598,403847
10474,"2009",5,458349,0,583713,311201
10474,"2010",5,461593,0,557709,249634
10474,"2011",3,520385,45000,489400,472066
10474,"2012",1,139348,0,139348,139348
10474,"2013",1,147095,0,147095,147095
10474,"2014",2,236103,0,237679,236103
10474,"2015",2,238633,0,238386,238633
10475,"2005",0,0,0,0,0
10475,"2006",0,0,0,0,0
10475,"2007",0,0,0,0,0
10475,"2008",0,0,0,0,0
10475,"2009",0,0,0,0,0
10475,"2010",0,0,0,0,0
10475,"2011",0,0,0,0,0
10475,"2012",0,0,0,0,0
10475,"2013",1,880,0,0,880
10475,"2014",1,1410,0,0,1410
10475,"2015",1,0,0,0,0
11004,"2005",0,0,0,0,0
11004,"2006",0,0,0,0,0
11004,"2007",0,0,0,0,0
11004,"2008",0,0,0,0,0
11004,"2009",0,0,0,0,0
11004,"2010",0,0,0,0,0
11004,"2011",0,0,0,0,0
11004,"2012",1,50,0,0,50
11004,"2013",1,450,0,1782,450
11004,"2014",2,31588,0,21511,31588
11004,"2015",2,40452,0,20005,40452
11005,"2005",0,0,0,0,0
11005,"2006",0,0,0,0,0
11005,"2007",0,0,0,0,0
11005,"2008",1,33760,0,38645,33760
11005,"2009",1,33760,0,38645,33760
11005,"2010",0,0,0,0,0
11005,"2011",0,0,0,0,0
11005,"2012",0,0,0,0,0
11005,"2013",0,0,0,0,0
11005,"2014",1,159152,0,151976,129215
11005,"2015",1,186519,0,141675,159959
11101,"2005",9,5941832,1919627,5859511,4452006
11101,"2006",11,6422431,2089192,6649223,4509006
11101,"2007",16,8004631,2523143,8035763,5743638
11101,"2008",17,11291577,2264749,7601568,5603843
11101,"2009",15,5459083,1969219,7569337,4930043
11101,"2010",16,7046690,1738803,6820654,4627744
11101,"2011",17,7831050,2670245,7721197,5250842
11101,"2012",19,17839806,4902504,14545920,10291744
11101,"2013",21,16885600,6103052,18875718,8994799
11101,"2014",26,22257055,7214340,23795299,12023598
11101,"2015",28,24355087,7626391,23016188,14097096
11102,"2005",1,98495,11278,86429,64964
11102,"2006",1,99619,18417,96687,68700
11102,"2007",2,203644,86747,185308,68800
11102,"2008",4,277588,8866,315752,63719
11102,"2009",3,229190,0,225550,55475
11102,"2010",1,91950,0,86160,32103
11102,"2011",5,252636,0,219933,21750
11102,"2012",5,217676,0,205347,21700
11102,"2013",4,174672,0,194532,24527
11102,"2014",2,143102,0,158795,23585
11102,"2015",4,379458,37890,269470,189083
11103,"2005",9,1765200,143849,1724532,1047026
11103,"2006",9,2009211,45010,1941630,1243676
11103,"2007",9,2440790,629043,2342354,1529049
11103,"2008",6,471660,43644,517515,146971
11103,"2009",4,448364,5000,412026,117384
11103,"2010",4,373821,31424,397326,139181
11103,"2011",6,341209,0,349954,158175
11103,"2012",6,246507,0,282805,101582
11103,"2013",7,167118,0,193135,143784
11103,"2014",10,581382,168398,771548,169352
11103,"2015",9,384348,64627,413016,219327
11104,"2005",2,531097,162040,548555,389770
11104,"2006",3,750680,171590,831154,464589
11104,"2007",4,851078,169843,835977,645391
11104,"2008",5,752313,170556,718581,496941
11104,"2009",5,901757,188240,839259,708602
11104,"2010",7,918337,188240,844671,709739
11104,"2011",8,1003006,194075,953101,784798
11104,"2012",9,15214030,6528432,15914186,11556204
11104,"2013",9,14293888,6478351,15392698,10277748
