"zip","year","independent_artists","art_firms","arts_organizations","total_revenue","total_compensation","total_expenses","contributed_revenue","federal_awards","federal_dollars","state_awards","state_dollars"
11238,2006,13,392,7,48490789,13592780,31507409,38073601,4,105000,14,539000
11238,2007,13,394,12,35896034,13983753,33003008,28038364,4,115000,12,575200
11238,2008,21,426,12,31413950,14600781,35172097,28558881,7,338512,10,565800
11238,2009,23,435,13,42630147,15714565,33110103,39499218,8,777767,2,452800
11238,2010,24,446,11,39542153,14388339,32457454,36348445,9,401000,24,567248
11238,2011,22,453,11,44053956,15134404,34509618,35213301,8,725000,34,499046
11238,2012,27,479,10,54434626,15487980,42473822,44191334,4,149850,26,433280
11238,2013,25,554,12,43470780,1102847,39710520,28023888,10,463808,28,402680
11238,2014,27,601,20,55069044,16926658,44304966,41487906,7,390000,4,40000
11238,2015,32,591,20,35315023,18485415,48009101,21428869,12,500729,40,713800
11249,2010,1,14,7,2326753,814255,2314666,1057500,0,0,0,0
11249,2011,3,10,6,2585353,933270,2518997,1406181,0,0,0,0
11249,2012,6,27,7,3793376,1140798,3464493,1941618,0,0,2,5000
11249,2013,7,71,6,2603396,1146737,3097698,997416,0,0,16,140946
11249,2014,11,71,7,3495425,1305137,3522684,1728825,0,0,8,38000
11249,2015,14,89,6,4158954,1414518,3597233,2849699,0,0,18,174000
11354,2005,2,36,12,4043027,944634,3889146,2965816,0,0,8,123200
11354,2006,2,35,12,4290118,1040464,3980186,3017335,1,10000,6,130000
11354,2007,2,25,13,4237751,905939,4051726,3147617,1,50000,6,115000
11354,2008,2,27,16,5416317,737158,4877280,4279858,1,35000,8,175000
11354,2009,4,17,18,4843175,546123,4723579,4116270,3,110000,14,221958
11354,2010,5,21,19,4885064,598934,4914259,3982473,1,30000,14,213840
11354,2011,4,39,19,5959548,1038692,5781402,5090577,1,40000,14,166718
11354,2012,3,57,19,5291892,1128040,5301037,4504431,1,40000,6,125400
11354,2013,5,64,18,5684087,1075244,6087351,5016659,0,0,6,113460
11354,2014,5,60,17,5689247,895395,6027073,4928327,1,25000,4,108000
11354,2015,2,58,17,6241715,779218,6134729,5369435,1,25000,4,108000
11355,2005,3,36,6,3245377,1000614,3128622,1953277,2,158529,2,8800
11355,2006,3,34,7,3853586,1140605,3631993,2262297,1,20000,0,0
11355,2007,6,74,4,3560140,1157331,3575115,1996276,2,174545,8,51360
11355,2008,5,74,3,4695305,1277426,3865337,3063540,1,35000,8,67600
11355,2009,4,74,2,470300,0,469729,227061,2,55000,2,9800
11355,2010,4,78,5,495811,34650,524778,251808,2,65000,2,8000
11355,2011,5,78,4,411158,0,440752,226828,1,60000,2,6726
11355,2012,5,15,5,207778,0,186790,124216,1,50000,2,6100
11355,2013,5,15,4,276154,0,276269,127529,0,0,2,6100
11355,2014,3,13,5,270081,0,265366,106025,0,0,0,0
11355,2015,3,15,7,306723,0,265454,148115,2,50000,4,67400
11356,2005,1,2,0,0,0,0,0,0,0,0,0
11356,2006,1,4,0,0,0,0,0,0,0,0,0
11356,2007,2,17,1,66047,17990,64676,3454,0,0,0,0
11356,2008,2,17,1,84560,13935,82436,0,0,0,0,0
11356,2009,1,17,2,155682,7200,133295,0,0,0,0,0
11356,2010,1,17,2,127977,16000,132100,126544,0,0,0,0
11356,2011,1,19,3,34501,12800,34603,0,0,0,0,0
11356,2012,1,23,1,55000,0,54738,0,0,0,0,0
11356,2013,1,18,1,42356,0,42045,0,0,0,0,0
11356,2014,2,13,2,48000,0,46827,0,0,0,0,0
11356,2015,1,16,2,17350,0,21791,15058,0,0,0,0
11357,2005,4,22,1,387431,24198,415509,387431,1,14000,4,25200
11357,2006,3,16,1,387431,24198,415509,387431,0,0,6,31200
11357,2007,3,18,1,408188,31327,417777,404190,1,5000,6,37590
11357,2008,3,16,2,521805,33181,491701,488511,1,10000,4,45000
11357,2009,3,24,4,429735,0,479797,388245,1,10000,6,52000
11357,2010,4,31,3,405888,0,426440,384580,1,10000,4,45020
11357,2011,3,22,4,405801,85887,458632,391233,0,0,6,56570
11357,2012,3,33,5,557222,79268,519737,532440,0,0,6,49440
11357,2013,4,31,5,425204,76652,431202,411387,0,0,6,51860
11357,2014,5,31,5,538662,40910,529793,518968,1,15000,0,0
11357,2015,3,33,6,505907,81098,560718,478899,0,0,2,24000
11358,2005,1,33,1,65833,0,64568,0,0,0,0,0
11358,2006,1,37,1,65833,0,64568,0,0,0,0,0
11358,2007,0,31,1,83725,0,96657,0,0,0,2,32340
11358,2008,1,24,1,97877,0,94388,0,0,0,2,35600
11358,2009,1,24,2,109903,0,140214,0,0,0,0,0
11358,2010,1,22,1,97222,0,106479,0,0,0,2,30000
11358,2011,1,26,4,324750,0,437441,157096,0,0,2,24922
11358,2012,3,31,6,509189,19317,448807,285551,0,0,2,22580
11358,2013,1,31,6,568336,25900,570616,267479,0,0,0,0
11358,2014,1,29,9,1494005,289101,1358074,917871,0,0,0,0
11358,2015,1,36,10,1689804,391609,1523208,1244766,0,0,0,0
11360,2005,3,15,2,404174,35948,255643,282932,1,6000,2,8000
11360,2006,2,23,1,78085,0,17052,63500,1,8000,2,8000
11360,2007,1,25,3,208506,0,39056,186383,0,0,2,8400
11360,2008,1,19,3,298685,0,102350,270891,1,10000,2,9200
11360,2009,1,22,3,320349,0,184913,296871,1,10000,0,0
11360,2010,1,17,2,143267,0,133161,135058,0,0,0,0
11360,2011,1,20,3,197633,0,160446,190098,1,10000,0,0
11360,2012,1,13,2,168531,0,174722,163265,1,10000,0,0
11360,2013,2,13,3,251895,72960,166776,242984,0,0,0,0
11360,2014,1,11,4,264922,89617,208192,250354,1,10000,0,0
11360,2015,0,11,4,358140,97480,235151,342174,1,10000,0,0
11361,2005,0,25,2,89514,0,93636,22390,0,0,2,6000
11361,2006,0,26,2,42653,0,30628,27301,0,0,2,6000
11361,2007,0,9,3,88571,0,69661,30892,0,0,2,6400
11361,2008,1,13,2,26670,0,19696,400,0,0,0,0
11361,2009,1,17,3,159036,17309,155551,69045,0,0,0,0
11361,2010,0,21,2,150263,17205,111037,84247,0,0,0,0
11361,2011,0,24,2,236690,17671,202476,168066,0,0,0,0
11361,2012,0,30,2,254087,19763,233355,187110,0,0,0,0
11361,2013,0,30,2,275367,24849,296545,209809,0,0,0,0
11361,2014,1,32,2,262680,24488,225583,187988,0,0,0,0
11361,2015,1,23,3,324955,0,259928,267212,0,0,0,0
11362,2005,0,2,0,0,0,0,0,0,0,0,0
11362,2006,0,7,0,0,0,0,0,0,0,0,0
11362,2007,0,7,0,0,0,0,0,0,0,0,0
11362,2008,0,9,0,0,0,0,0,0,0,0,0
11362,2009,0,7,1,31831,0,38696,28904,0,0,0,0
11362,2010,1,7,0,0,0,0,0,0,0,0,0
11362,2011,0,7,0,0,0,0,0,0,0,0,0
11362,2012,0,7,0,0,0,0,0,0,0,0,0
11362,2013,0,2,0,0,0,0,0,0,0,0,0
11362,2014,0,2,2,40488,7000,44143,40455,0,0,0,0
11362,2015,0,6,3,138819,0,97962,138384,0,0,0,0
11363,2005,1,17,2,412134,0,454450,399069,0,0,2,13600
11363,2006,0,22,2,365713,0,423662,343309,0,0,2,13600
11363,2007,0,19,2,413558,0,461838,374712,0,0,4,27280
11363,2008,2,2,2,325539,59585,364723,299309,0,0,2,20000
11363,2009,3,2,3,315437,0,331710,119092,0,0,2,19600
11363,2010,0,2,3,237170,0,251019,97358,0,0,4,27444
11363,2011,0,2,3,219187,0,235372,71083,1,10000,4,26506
11363,2012,0,9,4,281087,0,257768,136369,0,0,2,15040
11363,2013,0,7,4,318352,0,310441,144760,0,0,2,15040
11363,2014,0,11,4,307161,0,304050,154573,1,10000,0,0
11363,2015,1,11,4,352181,0,339223,196223,0,0,2,26000
11364,2005,0,9,2,87831,0,86076,690,0,0,0,0
11364,2006,0,19,2,123769,0,100630,1501,0,0,0,0
11364,2007,0,11,2,139032,0,127361,360,0,0,0,0
11364,2008,1,11,2,142177,0,116607,1634,0,0,0,0
11364,2009,1,11,2,131193,0,130692,367,1,33000,0,0
11364,2010,1,13,2,101009,0,84863,1801,0,0,0,0
11364,2011,1,17,3,104324,0,136575,8798,1,495000,0,0
11364,2012,0,12,3,130691,8309,127638,31919,1,34000,2,4080
11364,2013,0,6,3,144859,8300,109894,38554,0,0,0,0
11364,2014,0,6,2,108232,0,106294,2160,0,0,0,0
11364,2015,0,4,2,114129,0,124509,515,1,29877,0,0
11365,2005,1,34,3,195870,4333,188984,47116,0,0,2,12000
11365,2006,0,36,4,798453,81822,726599,276600,0,0,0,0
11365,2007,2,8,4,655050,66090,585224,111235,0,0,0,0
11365,2008,2,8,4,726221,55740,540777,364557,0,0,0,0
11365,2009,1,13,4,610145,65544,459454,278263,0,0,0,0
11365,2010,1,13,5,573586,0,535554,292574,0,0,0,0
11365,2011,1,22,6,938264,215770,849720,622584,0,0,0,0
11365,2012,1,15,5,970662,212496,796949,619579,0,0,0,0
11365,2013,1,15,5,893450,219878,806302,443781,0,0,0,0
11365,2014,1,17,6,1061920,222924,1161842,245100,0,0,0,0
11365,2015,1,34,6,795867,218425,890852,321541,0,0,0,0
11366,2005,2,24,1,34744,0,54198,0,0,0,0,0
11366,2006,2,16,1,57944,0,49682,15000,0,0,0,0
11366,2007,2,24,1,42691,0,35752,0,1,976419,0,0
11366,2008,2,24,1,52017,0,43428,47539,1,990892,0,0
11366,2009,2,24,1,43304,0,37846,39739,0,0,0,0
11366,2010,1,24,2,129420,0,42875,128222,0,0,0,0
11366,2011,0,24,2,61303,0,39897,61302,0,0,0,0
11366,2012,0,21,3,61804,0,60810,44805,0,0,0,0
11366,2013,0,21,3,97222,0,59145,82651,0,0,0,0
11366,2014,0,19,2,65305,0,55821,52907,0,0,0,0
11366,2015,0,24,2,119188,0,54962,104616,0,0,0,0
11367,2005,1,2,1,37212,0,37548,500,1,15000,0,0
11367,2006,0,7,1,45855,0,36839,0,0,0,2,6498
11367,2007,2,0,1,34177,0,37920,0,1,89389,2,7700
11367,2008,4,0,1,30862,0,33407,0,1,99999,0,0
11367,2009,4,15,2,77936,0,77857,0,1,105384,0,0
11367,2010,4,30,2,580944,199509,499818,519586,1,3000,0,0
11367,2011,2,2,2,565945,195414,584172,519690,0,0,0,0
11367,2012,1,4,1,484466,174688,522611,470511,0,0,2,50000
11367,2013,2,4,2,484466,174688,523191,470511,0,0,2,50000
11367,2014,3,4,3,757236,139851,861998,319247,0,0,2,50000
11367,2015,2,4,2,677798,203012,758792,359933,0,0,2,50000
11368,2005,0,510,2,20518482,6546613,16968948,17160855,5,2407986,14,279800
11368,2006,0,472,2,17193790,6841021,16414962,13221970,5,686091,12,240000
11368,2007,1,440,2,18203220,7464471,18318779,13805417,2,1e+05,16,223180
11368,2008,1,440,3,18316945,7569738,19283052,13603864,3,1e+05,16,335000
11368,2009,0,440,4,21315016,9271847,22270550,16628507,5,648801,14,323000
11368,2010,1,440,5,31179256,8582836,22921837,26012156,3,208454,16,272166
11368,2011,0,240,5,35422969,8895890,22998472,30172638,2,155866,14,257338
11368,2012,1,310,5,32788410,10262168,26366107,27512361,4,329988,12,146100
11368,2013,1,470,5,42160485,11019264,28442500,37012872,1,30000,14,223260
11368,2014,2,470,7,40326451,12214158,30126864,34715280,3,190000,8,203840
11368,2015,1,572,6,29228406,12552424,29988183,23358360,5,679871,16,355800
11369,2005,0,2,1,155546,59500,158557,153246,0,0,0,0
11369,2006,0,2,1,171398,50800,158616,167072,0,0,0,0
11369,2007,0,0,1,135532,42900,134239,127487,0,0,0,0
11369,2012,0,2,0,0,0,0,0,0,0,0,0
11370,2005,0,0,1,37252,0,12478,37227,0,0,0,0
11370,2006,0,0,1,54243,0,10837,46059,0,0,0,0
11370,2007,0,0,1,33666,0,24824,33637,0,0,0,0
11370,2008,0,0,1,44338,0,40174,44309,0,0,0,0
11370,2009,0,0,1,44338,0,40174,44309,0,0,0,0
11370,2010,0,0,1,65386,0,66683,65374,0,0,0,0
11370,2011,0,0,1,71990,0,91779,71990,0,0,0,0
11370,2012,0,0,1,90491,0,58075,90491,0,0,0,0
11370,2013,0,0,1,80705,0,67913,80705,0,0,0,0
11370,2014,0,0,2,250156,100591,271044,160737,0,0,0,0
11370,2015,0,0,3,415665,160410,359631,249922,1,10000,2,28000
11372,2005,2,13,2,254191,131507,254748,66831,0,0,8,56400
11372,2006,1,10,5,374608,86999,367095,162858,0,0,8,58400
11372,2007,2,24,4,400597,116395,371971,193279,0,0,8,50150
11372,2008,1,16,6,935847,82915,638990,588916,1,7500,8,62400
11372,2009,1,30,6,694704,118167,662214,311195,1,10000,8,62000
11372,2010,2,36,7,996058,288647,700928,587145,0,0,10,63256
11372,2011,1,42,8,516364,171886,500500,289427,0,0,12,54990
11372,2012,5,38,8,609763,95429,450394,442620,0,0,22,157780
11372,2013,7,28,8,452729,84818,462680,252813,0,0,10,64000
11372,2014,5,38,9,278466,0,271012,171331,0,0,6,38400
11372,2015,5,28,10,656882,0,581312,414818,2,30000,6,52000
11373,2005,2,4,1,107170,84418,99668,0,1,15000,0,0
11373,2006,0,2,1,50660,0,39994,31200,0,0,0,0
11373,2007,1,6,3,126432,0,110721,95572,0,0,0,0
11373,2008,0,8,2,64984,0,46673,64584,0,0,0,0
11373,2009,0,0,2,64984,0,46673,64584,0,0,0,0
11373,2010,0,0,1,27871,0,43566,2588,0,0,0,0
11373,2011,1,0,4,182819,0,76699,142877,0,0,0,0
11373,2012,2,0,3,211290,0,86444,166565,0,0,0,0
11373,2013,2,0,4,263280,0,205483,157220,0,0,0,0
11373,2014,1,0,4,384555,0,203274,372189,0,0,0,0
11373,2015,2,2,6,650207,53750,577086,520933,0,0,0,0
11374,2005,1,8,0,0,0,0,0,0,0,0,0
11374,2006,1,25,0,0,0,0,0,0,0,0,0
11374,2007,2,11,1,36191,0,11388,36191,0,0,0,0
11374,2008,1,21,1,61966,0,61447,61957,0,0,0,0
11374,2009,1,23,1,34290,8006,42102,16260,0,0,0,0
11374,2010,1,20,1,57098,0,20971,57098,0,0,0,0
11374,2011,0,24,4,63751,0,51361,63681,0,0,0,0
11374,2012,0,19,3,23819,0,17403,23672,0,0,0,0
11374,2013,0,19,3,25510,0,19683,25510,1,25000,0,0
11374,2014,0,19,3,12748,0,13572,12748,0,0,0,0
11374,2015,0,13,2,12748,0,13572,12748,0,0,0,0
11375,2005,6,44,3,174208,74095,192525,99328,0,0,0,0
11375,2006,6,14,4,269200,78975,280385,171483,1,20000,0,0
11375,2007,5,20,4,325710,224767,384800,251546,0,0,0,0
11375,2008,4,36,3,265816,26975,287720,41760,0,0,0,0
11375,2009,4,49,5,500457,22750,363684,142435,0,0,0,0
11375,2010,6,49,5,650325,0,424862,87795,0,0,0,0
11375,2011,6,41,5,337564,0,463957,42875,0,0,0,0
11375,2012,7,59,5,389445,29190,373450,123892,0,0,2,5000
11375,2013,8,81,5,309115,14576,314667,90737,0,0,0,0
11375,2014,9,60,5,442092,29562,434120,77604,0,0,0,0
11375,2015,7,65,7,399670,37624,411656,123026,0,0,0,0
11377,2005,0,4,1,29519,0,4579,28285,0,0,4,16000
11377,2006,0,6,4,428858,42711,265396,378459,0,0,4,16000
11377,2007,1,8,2,99585,0,109233,89559,1,10000,4,18000
11377,2008,1,6,3,417497,0,417067,409775,0,0,4,20600
11377,2009,0,8,2,79803,0,65631,65869,0,0,6,34400
11377,2010,1,8,2,277037,0,110211,268922,0,0,6,32460
11377,2011,3,25,2,238154,0,299465,197449,0,0,6,28286
11377,2012,2,12,3,160383,0,115233,127969,0,0,8,35600
11377,2013,2,10,6,122418,0,165517,72534,0,0,4,20560
11377,2014,3,14,6,201047,0,198645,140850,0,0,2,50000
11377,2015,5,19,7,392520,0,338347,223574,0,0,4,24000
11378,2005,2,2,1,43700,0,20537,29782,0,0,0,0
11378,2006,2,2,1,185625,0,29747,178528,0,0,0,0
11378,2007,2,2,1,126819,0,50221,96681,0,0,0,0
11378,2008,2,4,2,149898,0,123989,103497,0,0,2,7000
11378,2009,1,2,2,138797,0,107271,94221,1,10000,2,7000
11378,2010,0,2,2,149390,0,105080,102108,0,0,2,7000
11378,2011,0,2,2,177274,0,81254,139138,0,0,2,5736
11378,2012,0,2,2,67183,0,82721,42799,0,0,2,10000
11378,2013,0,2,2,60197,0,64607,34922,0,0,2,10000
11378,2014,1,2,2,87599,0,81002,26419,0,0,0,0
11378,2015,0,4,2,45871,0,143214,26634,0,0,2,15000
11379,2005,1,11,1,30678,0,26254,12110,0,0,0,0
11379,2006,1,13,1,21108,0,22055,4140,0,0,0,0
11379,2007,1,13,2,96629,0,45728,74125,0,0,0,0
11379,2008,1,16,2,98855,0,52497,50000,0,0,0,0
11379,2009,1,13,0,0,0,0,0,0,0,0,0
11379,2010,1,13,1,33518,0,31250,12475,0,0,0,0
11379,2011,1,13,2,46607,0,49606,23546,0,0,0,0
11379,2012,1,22,1,40975,0,34050,10572,0,0,0,0
11379,2013,1,13,1,44160,0,37460,11394,0,0,0,0
11379,2014,1,13,1,25762,0,31270,5750,0,0,0,0
11379,2015,1,16,1,23952,0,21230,11977,0,0,0,0
11385,2005,1,17,5,878904,168933,858188,594569,1,10000,4,99000
11385,2006,1,13,5,951711,117177,878671,629509,0,0,2,94000
11385,2007,1,76,4,970424,188981,949912,622282,0,0,2,98700
11385,2008,1,6,4,1095436,257181,1088189,613416,0,0,2,108600
11385,2009,0,8,4,964043,0,1131226,557065,0,0,2,108600
11385,2010,0,6,5,500929,0,513597,141291,0,0,2,96654
11385,2011,0,10,4,608248,0,442100,264975,1,8000,2,80108
11385,2012,1,6,4,578672,0,361798,269609,0,0,0,0
11385,2013,1,10,3,360749,0,126130,292140,0,0,2,20000
11385,2014,3,10,4,247567,0,223595,149797,1,10000,0,0
11385,2015,5,14,5,440163,0,399455,280185,0,0,8,144000
11411,2007,0,2,0,0,0,0,0,0,0,0,0
11411,2008,0,4,0,0,0,0,0,0,0,0,0
11411,2009,0,4,0,0,0,0,0,0,0,0,0
11411,2010,0,8,0,0,0,0,0,0,0,0,0
11411,2011,0,4,0,0,0,0,0,0,0,0,0
11411,2012,0,4,0,0,0,0,0,0,0,0,0
11411,2013,0,6,0,0,0,0,0,0,0,0,0
11411,2014,0,4,0,0,0,0,0,0,0,0,0
11411,2015,0,2,0,0,0,0,0,0,0,0,0
11412,2005,0,2,0,0,0,0,0,0,0,0,0
11412,2006,0,2,0,0,0,0,0,0,0,0,0
11412,2007,0,7,3,421306,172982,389629,348029,0,0,4,20000
11412,2008,0,4,2,59821,0,39798,550,0,0,2,16000
11412,2009,0,9,2,49470,0,36595,500,1,25000,0,0
11412,2010,0,4,3,101019,0,79304,40516,0,0,2,10000
11412,2011,0,9,1,96421,0,130545,45492,0,0,0,0
11412,2012,0,4,2,104705,0,98169,70913,0,0,0,0
11412,2013,0,4,3,232019,0,201033,106994,0,0,2,10000
11412,2014,0,9,4,274749,0,228084,97277,0,0,0,0
11412,2015,0,37,4,275461,0,231639,162580,0,0,2,10000
11413,2005,0,17,1,44464,0,41772,44464,0,0,0,0
11413,2006,0,15,2,136882,0,66599,136882,0,0,0,0
11413,2007,0,15,1,78879,0,66599,78879,0,0,0,0
11413,2008,0,37,1,27000,0,29333,0,0,0,0,0
11413,2009,0,30,0,0,0,0,0,0,0,0,0
11413,2010,0,30,0,0,0,0,0,0,0,0,0
11413,2011,0,30,1,2229,0,2179,0,0,0,0,0
11413,2012,0,30,0,0,0,0,0,0,0,0,0
11413,2013,0,30,0,0,0,0,0,0,0,0,0
11413,2014,0,30,0,0,0,0,0,0,0,0,0
11413,2015,0,30,1,44706,0,44506,200,0,0,0,0
11414,2005,0,20,1,175528,0,154176,5090,0,0,0,0
11414,2006,0,28,1,171006,0,167341,0,0,0,0,0
11414,2007,1,28,1,171006,0,167341,0,0,0,0,0
11414,2008,0,31,1,135231,0,111024,0,0,0,0,0
11414,2009,1,18,1,130103,0,108110,7110,0,0,0,0
11414,2010,1,16,1,135474,0,96752,31402,0,0,0,0
11414,2011,1,21,1,124397,0,98581,16250,0,0,0,0
11414,2012,1,23,1,95932,0,81757,1421,0,0,0,0
11414,2013,1,31,1,31643,0,34886,8000,0,0,0,0
11414,2014,3,31,1,28844,0,33662,3253,0,0,0,0
11414,2015,4,31,1,28844,0,33662,3253,0,0,0,0
11415,2005,1,0,0,0,0,0,0,0,0,0,0
11415,2006,1,0,0,0,0,0,0,0,0,0,0
11415,2007,1,0,0,0,0,0,0,0,0,0,0
11415,2008,1,0,0,0,0,0,0,0,0,0,0
11415,2009,1,0,1,57672,0,61522,3047,0,0,0,0
11415,2010,1,0,1,57672,0,61522,3047,0,0,0,0
11415,2011,1,0,2,88441,0,103001,30976,0,0,0,0
11415,2012,1,0,1,53802,0,49628,1076,0,0,0,0
11415,2013,2,0,1,53802,0,49628,1076,0,0,0,0
11415,2014,1,0,3,50176,0,59791,3600,0,0,0,0
11415,2015,2,2,4,57011,0,59018,4604,0,0,0,0
11416,2005,0,2,1,51077,1880,55490,0,0,0,0,0
11416,2006,0,4,1,51054,2900,41553,0,0,0,0,0
11416,2007,0,2,1,17388,0,1778,0,0,0,0,0
11416,2008,0,2,1,11171,0,1848,0,0,0,0,0
11416,2009,0,2,1,3975,0,3774,0,0,0,0,0
11416,2010,0,4,1,4159,0,1623,0,0,0,0,0
11416,2011,0,2,1,0,0,0,0,0,0,0,0
11416,2012,0,2,1,0,0,0,0,0,0,0,0
11416,2013,0,4,1,0,0,0,0,0,0,0,0
11416,2014,0,2,1,0,0,0,0,0,0,0,0
11416,2015,1,2,1,0,0,0,0,0,0,0,0
11417,2005,0,15,0,0,0,0,0,0,0,0,0
11417,2006,0,30,0,0,0,0,0,0,0,0,0
11417,2007,0,15,0,0,0,0,0,0,0,0,0
11417,2008,0,30,0,0,0,0,0,0,0,0,0
11417,2009,0,30,0,0,0,0,0,0,0,0,0
11417,2010,0,17,0,0,0,0,0,0,0,0,0
11417,2011,0,17,0,0,0,0,0,0,0,0,0
11417,2012,0,17,1,19823,0,0,19823,0,0,0,0
11417,2013,0,30,0,0,0,0,0,0,0,0,0
11417,2014,0,30,1,60170,0,28872,47469,0,0,0,0
11417,2015,0,15,1,30678,0,46220,31282,0,0,0,0
11418,2005,0,2,2,357056,79140,423177,42922,0,0,10,77000
11418,2006,0,4,2,371639,162291,370115,42922,0,0,8,64000
11418,2007,0,4,2,374532,98356,373761,42922,0,0,8,68000
11418,2008,0,6,2,281006,100667,286933,45801,0,0,6,66200
11418,2009,0,6,2,300796,94969,296147,78792,0,0,6,66000
11418,2010,0,4,2,275246,95739,262276,268342,0,0,4,72000
11418,2011,0,6,3,277239,113717,271063,267251,0,0,4,59734
11418,2012,0,6,3,272632,95408,304159,265736,0,0,4,42000
11418,2013,0,6,4,526871,90844,551265,313640,0,0,0,0
11418,2014,0,10,5,610863,110697,570323,394701,0,0,0,0
11418,2015,0,13,6,512750,100277,500132,353650,0,0,0,0
11419,2005,0,4,1,83475,15600,87253,0,0,0,0,0
11419,2006,0,4,0,0,0,0,0,0,0,0,0
11419,2007,0,2,1,77701,15600,81717,0,0,0,0,0
11419,2012,1,2,0,0,0,0,0,0,0,0,0
11419,2013,2,4,0,0,0,0,0,0,0,4,68840
11419,2014,1,4,0,0,0,0,0,0,0,0,0
11419,2015,1,2,0,0,0,0,0,0,0,0,0
11420,2005,0,0,3,523008,130922,511898,485299,0,0,0,0
11420,2006,0,0,3,622256,169873,632226,529072,0,0,0,0
11420,2007,0,0,2,586846,161400,584469,567892,0,0,0,0
11420,2008,0,0,3,607215,152568,637628,602027,0,0,0,0
11420,2009,0,0,3,622092,152568,626039,616904,0,0,0,0
11420,2010,0,0,3,541699,0,542965,533608,0,0,0,0
11420,2011,0,0,3,528850,145290,535748,518675,0,0,0,0
11420,2012,1,0,3,267338,0,270158,264828,0,0,0,0
11420,2013,1,0,4,377893,0,385317,374255,0,0,0,0
11420,2014,0,0,4,244645,0,244144,214645,0,0,0,0
11420,2015,0,0,4,230105,0,221029,184197,0,0,0,0
11421,2005,0,4,2,976857,305385,947289,787525,1,35000,12,513400
11421,2006,0,4,2,1062051,321183,1004331,898643,1,25000,14,527400
11421,2007,1,9,2,1218192,308323,1147589,1152555,1,25000,10,493520
11421,2008,2,4,2,1225274,308323,1138135,1199241,1,25000,14,589800
11421,2009,3,4,2,1185184,231805,972269,1133670,1,25000,8,549800
11421,2010,3,4,2,1158347,231805,951176,1110620,1,15000,10,490720
11421,2011,4,4,2,1147035,256301,1097032,1095114,1,20000,10,362568
11421,2012,4,6,2,998597,266970,982524,979211,0,0,10,333720
11421,2013,4,6,2,969073,276775,963535,935240,1,20000,6,314000
11421,2014,2,4,1,70898,0,79413,63698,1,10000,0,0
11421,2015,2,4,1,68783,0,69209,57133,0,0,2,16000
11422,2005,1,11,0,0,0,0,0,0,0,0,0
11422,2006,2,16,0,0,0,0,0,0,0,0,0
11422,2007,1,9,0,0,0,0,0,0,0,0,0
11422,2008,1,7,0,0,0,0,0,0,0,0,0
11422,2009,2,7,0,0,0,0,0,0,0,0,0
11422,2010,2,7,0,0,0,0,0,0,0,0,0
11422,2011,2,7,1,129,0,964,125,0,0,0,0
11422,2012,1,7,1,686,0,781,684,0,0,0,0
11422,2013,0,7,1,401,0,912,0,0,0,0,0
11422,2014,0,9,2,96162,0,103340,70437,0,0,0,0
11422,2015,1,0,2,76509,0,81274,29848,0,0,0,0
11423,2005,0,2,3,613374,81822,624714,98000,0,0,0,0
11423,2006,0,2,0,0,0,0,0,0,0,0,0
11423,2007,0,2,1,41960,0,40840,40000,0,0,0,0
11423,2008,1,2,0,0,0,0,0,0,0,0,0
11423,2009,0,2,0,0,0,0,0,0,0,0,0
11423,2010,0,2,0,0,0,0,0,0,0,0,0
11423,2011,1,4,0,0,0,0,0,0,0,0,0
11423,2012,0,2,0,0,0,0,0,0,0,0,0
11423,2013,0,2,0,0,0,0,0,0,0,0,0
11423,2014,0,2,0,0,0,0,0,0,0,0,0
11423,2015,0,2,0,0,0,0,0,0,0,0,0
11426,2006,0,0,2,60033,0,52132,34308,0,0,0,0
11426,2007,0,0,1,72618,0,54281,72618,0,0,0,0
11426,2008,0,0,1,72618,0,54281,72618,0,0,0,0
11426,2009,0,2,1,72618,0,54281,72618,0,0,0,0
11426,2010,0,2,1,56918,0,53857,56918,0,0,0,0
11426,2011,0,2,1,37026,0,54021,37026,0,0,0,0
11426,2012,0,4,1,51987,0,55145,51987,0,0,0,0
11426,2013,0,2,1,66992,0,64831,66992,0,0,0,0
11426,2014,0,0,3,148549,0,137971,108144,0,0,0,0
11426,2015,0,0,3,165112,0,139291,126034,0,0,0,0
11427,2005,0,4,0,0,0,0,0,0,0,0,0
11427,2006,0,4,0,0,0,0,0,0,0,0,0
11427,2007,1,4,0,0,0,0,0,0,0,0,0
11427,2008,1,2,0,0,0,0,0,0,0,0,0
11427,2009,1,2,0,0,0,0,0,0,0,0,0
11427,2010,1,2,1,25487,0,57955,13383,0,0,0,0
11427,2011,1,2,2,25487,0,57955,13383,0,0,0,0
11427,2012,0,0,2,25487,0,57955,13383,0,0,0,0
11427,2013,0,0,2,100,0,0,0,0,0,0,0
11427,2014,1,4,2,150,0,0,0,0,0,0,0
11427,2015,1,4,2,150,0,0,0,0,0,0,0
11428,2005,0,13,1,28211,0,0,0,0,0,0,0
11428,2006,0,11,0,0,0,0,0,0,0,0,0
11428,2007,0,6,0,0,0,0,0,0,0,0,0
11428,2008,0,4,0,0,0,0,0,0,0,0,0
11428,2009,0,2,0,0,0,0,0,0,0,0,0
11428,2010,0,4,1,29448,0,21424,0,0,0,0,0
11428,2011,0,2,1,17046,0,18808,0,0,0,0,0
11428,2012,0,2,2,21382,0,44916,0,0,0,0,0
11428,2013,0,7,3,36293,0,27074,0,0,0,0,0
