"zip","year","independent_artists","art_firms","arts_organizations","total_revenue","total_compensation","total_expenses","contributed_revenue","federal_awards","federal_dollars","state_awards","state_dollars"
10001,2005,76,1628,66,46404523,11658643,45108833,15161366,0,0,0,0
10001,2006,69,2230,80,72792827,17052649,58523431,34160178,0,0,0,0
10001,2007,86,3149,76,60939248,17980398,59717146,23900138,0,0,0,0
10001,2008,86,2477,76,63848906,17697496,61214433,21295063,0,0,0,0
10001,2009,85,2058,72,61825631,18219273,60227086,28489880,0,0,0,0
10001,2010,83,1864,80,77172932,21690244,72280967,35288370,0,0,0,0
10001,2011,88,1786,80,84338941,21140475,67121519,42126527,0,0,0,0
10001,2012,77,2212,80,85439015,23023122,66529482,42476385,0,0,0,0
10001,2013,80,2020,82,78098117,25193292,77279482,31739129,0,0,0,0
10001,2014,93,2786,82,81694779,27090116,85633718,31809781,0,0,0,0
10001,2015,97,3493,80,85823507,26060052,83262006,34417755,0,0,0,0
10002,2005,14,132,21,8288615,2661885,6637642,5152977,9,334970,68,722600
10002,2006,16,138,21,7204003,2925080,7213453,3565424,13,350475,64,696800
10002,2007,13,341,21,28289039,5623282,13201611,22057899,9,432983,72,896620
10002,2008,17,318,26,42122780,10395091,28842044,30566066,10,223500,80,1105220
10002,2009,19,214,23,30247369,10748321,27549187,19920143,17,495000,66,1245080
10002,2010,20,318,23,26707431,9667059,25568162,17108245,16,725500,120,1961992
10002,2011,24,343,25,28762340,10773235,27487697,18613151,17,564540,98,1429502
10002,2012,20,595,27,33340879,13231432,32529655,21706013,11,439906,96,1375000
10002,2013,23,474,28,30727624,13751098,33566418,18962800,13,430000,82,1724610
10002,2014,27,487,29,44317105,14467896,35087625,29782452,10,240000,18,265400
10002,2015,34,444,30,32500667,16068631,38682889,19272884,13,492000,80,1529740
10003,2005,126,3185,98,113787574,36272398,112775583,55552571,36,898350,210,3433934
10003,2006,135,2741,102,81864084,26837894,73724319,43158813,31,699000,196,3028352
10003,2007,185,2932,106,116150318,38753328,109799769,57302745,27,634500,204,3334452
10003,2008,203,2759,113,112660650,42602152,116233264,56209894,36,1485405,222,3868788
10003,2009,198,2599,107,103176701,38927482,102529041,59632143,48,1367173,130,2466000
10003,2010,215,2706,113,107721610,40357340,106309435,55334370,34,1099000,182,3134836
10003,2011,219,2459,123,112872895,39779424,110597872,56668528,32,1114000,168,2740936
10003,2012,250,2849,116,122849568,45423635,115635782,64692138,34,996832,196,2832286
10003,2013,271,2765,119,134377620,49127900,125507851,65734003,36,1473135,168,2756216
10003,2014,294,3135,129,148257848,50337191,134472202,80181861,41,1630769,26,357800
10003,2015,314,3330,122,154003084,54662887,139120572,87175672,33,1020000,174,2931764
10004,2005,2,220,4,1072995,382673,1117596,751317,9,270000,10,73600
10004,2006,4,224,5,5233182,1527828,3535980,4221167,12,239500,6,210600
10004,2007,8,77,12,17433587,4108301,11554187,10103125,12,295000,18,2552116
10004,2008,7,67,11,9926894,4135453,10750400,2608063,11,260000,24,507000
10004,2009,8,32,11,10902780,3024365,10300872,4033226,17,522000,24,704610
10004,2010,7,40,9,30735981,16825407,39009916,15346346,17,488500,26,872088
10004,2011,6,64,11,35165943,17297532,39001968,18810994,13,450000,22,690916
10004,2012,9,459,13,10600614,3157258,11131841,3089504,14,450000,30,575446
10004,2013,12,446,14,8666241,3140330,10212710,1950935,14,585000,38,1117230
10004,2014,10,113,18,17174976,5771630,17389509,5078235,13,475000,2,22250
10004,2015,8,132,19,19802029,6073647,16876457,6132813,15,475000,58,1387942
10005,2005,5,52,5,2349957,794961,2179363,1787666,0,0,22,850600
10005,2006,5,60,5,1568626,476866,1185195,1267998,0,0,2,25800
10005,2007,5,68,5,2033446,551535,1554062,1478934,1,150000,2,26000
10005,2008,4,57,9,10170537,1304703,5118986,7431169,1,10000,4,48600
10005,2009,5,76,10,5592009,1024381,7013349,3851154,2,160000,6,53000
10005,2010,6,84,14,7694798,1591850,9453493,5902371,1,25000,8,76834
10005,2011,5,265,10,6504442,1089900,8103953,5098249,1,25000,6,102658
10005,2012,8,305,10,9356445,1577927,9240694,7201495,1,20000,8,96000
10005,2013,6,287,11,10619282,1752572,10981628,8169870,1,150000,4,46000
10005,2014,7,280,10,9715392,1786401,11655383,7528985,1,25000,0,0
10005,2015,7,440,9,17988510,1459206,17488737,15863036,1,10000,6,38200
10006,2005,1,17,4,347892,124352,602540,312701,0,0,2,8800
10006,2006,2,71,4,358118,130159,762148,314390,0,0,0,0
10006,2007,3,85,2,331918,129159,658896,275090,1,20000,6,136228
10006,2008,2,132,2,10507002,3542782,7058561,10422259,1,20000,4,55000
10006,2009,2,126,4,8123195,5800465,10640828,7927912,0,0,2,39200
10006,2010,2,134,3,663536,0,1168688,325109,2,65000,4,52888
10006,2011,2,117,4,600767,20941,1271891,275109,2,80000,0,0
10006,2012,2,189,4,2737927,995043,3187036,1403035,1,20000,0,0
10006,2013,5,211,2,1325651,559620,1327192,1111522,0,0,0,0
10006,2014,6,52,1,10324275,7344568,11486452,10169976,0,0,0,0
10006,2015,7,45,1,17046930,7900625,12461149,16882164,0,0,0,0
10007,2005,8,59,19,5311977,1096128,4704717,1629012,4,95000,0,0
10007,2006,7,72,19,8384536,2402222,8238602,3347244,1,10000,2,5000
10007,2007,7,85,19,11608828,2367107,9879450,4473227,4,69500,18,155000
10007,2008,5,120,19,8558452,2780416,8906972,2656355,1,10000,18,134400
10007,2009,5,122,16,5854780,2182887,8263155,1445015,3,260000,14,96400
10007,2010,4,129,14,6682768,2326167,7696722,1739754,2,25000,16,131332
10007,2011,4,719,18,6711370,2281617,8270212,1815572,3,290000,12,84460
10007,2012,7,381,16,8164643,2329556,7131526,1275624,4,235000,12,82880
10007,2013,7,383,14,3835436,1391980,3994613,801281,3,40000,16,103360
10007,2014,7,311,15,4774371,1626876,4885771,1119623,3,519967,0,0
10007,2015,8,395,16,5800007,1534050,5471999,2072195,4,91375,6,57800
10009,2005,24,125,25,4746828,1322087,4711040,2972369,5,80000,54,496000
10009,2006,30,109,28,5193565,1248186,5136648,2829578,7,120000,58,615200
10009,2007,31,81,23,4849844,1039901,5054537,2676739,4,65000,40,426330
10009,2008,27,73,24,6033968,1092158,5811669,3795033,4,65000,44,514800
10009,2009,26,72,27,4815464,598928,5061380,2909030,5,110000,28,422000
10009,2010,24,83,25,3989218,559415,4381369,2391155,6,140000,34,465732
10009,2011,26,119,24,3728898,637950,3384141,2184346,4,72500,26,305794
10009,2012,29,120,19,3488955,879776,3604331,2063567,4,230000,42,424164
10009,2013,30,150,17,2849817,876335,2975203,1744737,7,115000,32,360200
10009,2014,31,154,25,4495831,854142,4293988,2227546,3,50000,2,10000
10009,2015,37,141,24,4441665,889292,3982190,2550696,5,119000,42,453600
10010,2005,43,523,32,12489138,2061374,10350620,4313655,6,559485,52,556800
10010,2006,40,568,35,15104216,3180441,11367490,5587746,5,179174,70,819528
10010,2007,42,730,39,19696862,3958317,16248406,8928610,5,850200,46,698170
10010,2008,41,880,37,16968630,4058662,16148305,6847007,8,1124715,48,586900
10010,2009,41,855,38,17688524,4497550,18595702,8410136,7,1459300,38,477200
10010,2010,35,813,27,9125644,2234471,8316548,6901521,9,1267600,24,176382
10010,2011,35,752,31,9230602,2371547,8204401,6022251,6,900306,18,173734
10010,2012,39,901,28,8737180,1793489,7938208,5755225,5,810625,22,179140
10010,2013,33,781,27,9741284,2347816,9241917,6290711,6,753000,32,412028
10010,2014,34,896,28,12163809,3195772,11959375,6599086,5,759366,0,0
10010,2015,37,753,25,11245179,2739566,11490009,5080838,4,810600,12,160400
10011,2005,76,1156,64,62052433,14761471,60622353,41634731,15,1015206,158,1948332
10011,2006,77,1363,62,109054389,17398192,73428623,82691903,11,364000,120,1617278
10011,2007,67,1855,60,82183629,16922670,67340861,46721295,12,316250,140,2225078
10011,2008,83,2261,63,81820153,17410264,69108683,29860502,13,404000,138,2307396
10011,2009,90,1992,77,52788996,16213654,70696243,34321141,22,740500,110,1798642
10011,2010,91,1816,68,77966271,17196349,54596678,56685147,18,707000,138,2186204
10011,2011,88,1851,76,75346901,19036296,63547960,48463163,20,954989,120,1785758
10011,2012,108,2306,71,65013515,19970041,61726822,38002853,15,804467,106,1412726
10011,2013,105,1343,67,88957690,20265625,74159346,34898499,13,535957,108,1602202
10011,2014,109,1696,69,197423865,27860631,91126739,71520933,11,385000,34,487564
10011,2015,111,2035,74,93253918,29855791,94644098,46940735,12,407000,86,1261200
10012,2005,56,1283,52,83691760,11789575,47757897,32735182,10,257073,136,1824300
10012,2006,50,1033,53,68496489,11710501,56438845,27470134,15,327923,152,1869758
10012,2007,43,1062,54,108854810,11072594,57510425,51215626,14,1056647,158,2352900
10012,2008,49,783,51,106141937,9409672,56977487,19727617,16,1133747,168,2492478
10012,2009,54,872,49,9033320,8687673,67543656,19540057,14,495000,132,1777656
10012,2010,55,883,43,38867585,6643904,45498885,20946429,13,341885,122,1235018
10012,2011,54,943,45,31720644,8513747,47117813,16631208,14,644085,118,1283760
10012,2012,49,1013,40,47632390,7091844,39980629,16214037,15,1044591,94,957946
10012,2013,49,1086,39,49933287,6878757,40566644,13547455,12,437695,90,938180
10012,2014,45,1058,44,48761280,7199128,42345314,12924504,11,280000,10,277000
10012,2015,50,1743,47,50489899,7830851,42722392,12659981,12,297000,100,1095400
10013,2005,61,1579,64,23835924,6778816,21750726,15759730,18,663500,278,6134240
10013,2006,54,1926,61,35052589,7384001,30432280,27128939,11,262000,248,5459860
10013,2007,55,1160,64,29660487,6604920,26478696,21079368,14,355500,234,5752486
10013,2008,68,1259,62,24671999,5698847,22822915,16972458,13,255000,280,7120010
10013,2009,69,1581,57,27033791,4902622,25936805,19781168,18,686500,196,6616576
10013,2010,73,1754,65,25808768,7033121,26680322,17766597,15,484500,224,3186614
10013,2011,81,1843,63,27621168,7522092,24824948,19496216,19,627500,204,3031258
10013,2012,102,1633,66,33613061,8667944,27954200,25225094,15,542000,212,2954084
10013,2013,99,1590,69,37783736,10176246,34288857,25317600,18,665000,202,2943630
10013,2014,106,2530,74,30913766,7803147,29569894,22552120,23,762500,6,41000
10013,2015,114,1815,75,31796124,8799977,31219751,22820891,15,490000,116,1624860
10014,2005,81,543,36,14639861,5071422,15138155,6967519,12,485225,78,866718
10014,2006,93,553,38,18877825,5109431,14924081,11922617,15,733500,68,926478
10014,2007,83,823,41,18409985,4548856,13650763,13431394,12,417500,62,913340
10014,2008,90,1046,44,15197055,4976479,17233540,9716890,14,540000,68,1394854
10014,2009,92,788,51,19128352,5003641,16066826,11267999,22,1048275,50,901200
10014,2010,88,622,52,18696688,6048086,18605370,9721335,20,1145450,68,1025108
10014,2011,93,1116,45,18265280,4972118,15947083,10361011,16,862000,56,717038
10014,2012,80,648,41,15472265,5653443,16547560,7520540,15,1016332,56,727720
10014,2013,89,873,41,19093347,5798877,17794345,10233835,13,490000,72,1008300
10014,2014,85,1360,44,214569549,25351956,69544468,185567288,15,640680,14,168200
10014,2015,76,1411,41,126201452,27582568,90579198,102722916,15,6e+05,80,1342840
10016,2005,44,806,53,23625429,7630871,22806056,6969321,7,460000,26,340800
10016,2006,37,794,54,26488180,9836713,26105362,8045036,5,130000,40,493000
10016,2007,45,779,57,34100177,10525915,29715772,11292115,5,175000,50,554660
10016,2008,48,755,52,27796281,9772677,27717014,6545149,5,192987,56,697750
10016,2009,43,705,61,52881210,21229741,60032410,33182476,7,4e+05,28,475200
10016,2010,53,656,54,23973794,9471969,24344575,5734934,4,150000,42,516480
10016,2011,48,517,60,25417286,10212186,26813437,7234979,7,199869,50,552414
10016,2012,48,736,55,26543198,8866081,25514096,10502027,5,275000,48,497048
10016,2013,45,832,57,38751914,6634632,26996099,25227779,7,177075,58,695230
10016,2014,51,843,49,29255740,9081089,28775194,15543870,5,190000,6,37200
10016,2015,48,698,48,30355396,7448957,29614217,15940380,11,1024334,38,589720
10017,2005,69,858,54,93302193,8411220,77343319,32240925,4,58000,30,249144
10017,2006,69,1283,66,114104592,9061790,70032199,23695873,4,1e+05,30,300500
10017,2007,43,711,60,131392457,5865103,69061934,44281674,4,115000,46,419960
10017,2008,45,889,78,153475294,6283753,96152630,16027710,4,42500,26,288200
10017,2009,47,918,78,184958829,6138910,114632372,50712445,9,247500,20,179448
10017,2010,50,1005,67,88158584,5398782,70510207,13163161,4,85000,34,296242
10017,2011,46,903,52,41537641,5750200,29951682,25059520,5,118000,32,370312
10017,2012,63,1524,50,35945427,5973374,30789005,21166238,4,155000,28,239800
10017,2013,55,1205,47,188331549,65080252,170817021,70202868,4,80000,28,255192
10017,2014,71,821,63,243517815,71757210,203136821,95012411,4,151000,4,14200
10017,2015,70,1024,70,258988616,75275567,233714833,87453750,7,180000,28,310832
10018,2005,33,1981,53,83912837,15078835,80130349,29058836,25,1329332,192,3043200
10018,2006,39,1603,73,99030749,33885940,97055816,39441636,20,988000,200,3410600
10018,2007,42,1268,73,112177746,39699622,112720743,41827786,31,1283779,230,4065008
10018,2008,42,1484,78,124562048,42216218,119582836,48522224,24,1458525,228,4532798
10018,2009,50,1475,78,110921785,38973291,115998819,42327796,42,1867941,162,3081000
10018,2010,51,1428,82,125173386,42610327,123049644,51880774,26,1108327,190,3588916
10018,2011,49,2290,79,116629877,39643703,115114448,46706817,24,1204262,166,2807384
10018,2012,53,2515,83,124298568,47112177,127104626,48499731,19,690000,176,2663984
10018,2013,51,3312,84,170196101,43697411,122827900,105704545,29,1762762,172,2550842
10018,2014,56,2923,86,200661933,48780098,134680158,111886935,19,530000,12,309600
10018,2015,57,3231,81,343206650,55690494,151900462,245849182,25,2588268,132,2290730
10019,2005,131,6941,66,551581635,89555818,337533919,375060126,18,2009998,100,2090576
10019,2006,132,7341,77,509568494,98971609,398303644,276833108,23,1965987,94,2131200
10019,2007,127,6755,83,606270712,105663987,377286293,222783364,22,1567431,98,2469410
10019,2008,130,8562,85,513158544,116731625,397709008,258614451,23,2165710,110,2568000
10019,2009,118,7983,85,307793209,121018494,418264810,187209582,31,3151352,66,2245400
10019,2010,106,6855,78,400092943,118822538,386849435,218047812,22,2070000,88,1658084
10019,2011,115,6769,86,505982171,143271758,484165909,271993656,19,1645000,100,1702272
10019,2012,86,7709,87,533084761,147316830,479560573,279484822,16,686496,96,1618024
10019,2013,93,7995,88,559884916,156527593,487442249,291404994,14,560000,82,1467164
10019,2014,91,7494,94,682833332,157925240,490243524,365095830,15,592500,14,325000
10019,2015,93,7820,101,842098761,166152391,511149878,439154603,13,610000,80,1577172
10020,2005,0,0,2,151393,0,143846,116284,0,0,0,0
10020,2006,0,0,3,712067,132553,711416,261662,0,0,0,0
10020,2007,0,0,4,979146,153931,944875,380888,0,0,0,0
10020,2008,0,0,3,217050,13750,156794,170443,0,0,0,0
10020,2009,0,0,6,940087,0,953574,336071,0,0,0,0
10020,2010,0,0,5,214729,0,219249,94003,0,0,0,0
10020,2011,0,0,6,1773490,22515,1140638,1274827,0,0,0,0
10020,2012,0,2,5,786408,230841,781296,156510,0,0,0,0
10020,2013,0,2,6,1230709,300477,958736,176047,0,0,0,0
10020,2014,0,2,6,198419,0,219680,117197,0,0,0,0
10020,2015,0,2,5,174401,0,169894,89815,0,0,0,0
10021,2005,57,585,35,72644146,17209289,56220839,32065523,8,309000,46,465700
10021,2006,50,697,44,114108797,26949490,84262148,48503968,2,1e+05,50,685300
10021,2007,51,529,32,135570739,21636859,62918843,89601267,3,125000,62,1012350
10021,2008,45,718,24,236814958,23733500,62480744,208103932,4,254425,50,762800
10021,2009,46,564,23,6356237,11008947,28460631,12246833,3,157849,14,378600
10021,2010,45,736,26,58321688,24318711,73614267,38957711,5,257500,32,418550
10021,2011,39,783,26,193400761,25382918,69155537,79705640,4,130000,36,461440
10021,2012,36,676,29,89003038,26608402,76283708,59634814,2,82000,28,411328
10021,2013,37,858,28,130899582,27736728,75453894,99472844,4,102500,20,371800
10021,2014,36,625,26,49895308,13963381,39134284,21282402,2,32500,0,0
10021,2015,30,450,27,49588269,15017896,43000547,21505128,1,20000,12,166000
10022,2005,87,1575,61,94945608,12198121,44732821,75500026,5,110000,56,1521060
10022,2006,86,1559,62,80281963,11466393,46790668,54518427,5,55000,40,947800
10022,2007,78,1507,74,89980493,11654340,50089959,54042447,6,90000,54,1059480
10022,2008,82,1922,75,119586217,12114349,77570840,80617690,6,130000,54,1036250
10022,2009,81,2046,67,57372550,11026212,152837503,22454440,9,203000,42,891100
10022,2010,74,1780,63,39192065,10889444,38534703,13880686,6,230913,60,1043764
10022,2011,74,1701,66,45083032,14265242,39799545,15123405,7,222684,34,550100
10022,2012,64,1701,63,39266816,9712628,38588506,19967796,3,113000,22,317680
10022,2013,61,1569,68,52875099,11068269,47619105,30208855,5,165000,30,426318
10022,2014,57,2181,72,88823862,13736761,60042059,40434010,2,60000,2,30000
10022,2015,52,1955,72,57432792,14451101,68428651,28965167,8,224313,18,180000
10023,2005,76,4245,70,637769170,282060520,587035758,269311956,23,1338000,98,3056800
10023,2006,72,3997,71,763124566,303845469,653273620,354642664,24,1203500,110,3195300
10023,2007,73,3928,72,835564883,320112706,709738979,421290548,25,1307383,118,3480580
10023,2008,88,4379,72,865443903,332913251,793328268,418696974,30,1440500,116,4028220
10023,2009,84,4490,69,876708491,335572935,893707404,519622045,45,2103000,86,3625600
10023,2010,85,4037,79,822526785,339794750,865474784,430148358,31,1779000,108,3330078
10023,2011,79,4465,81,813812807,335752978,785823203,394459318,30,1643500,102,2645324
10023,2012,68,3888,75,745736226,340044681,780904179,306932447,27,1298000,110,2444200
10023,2013,61,4311,76,754344669,350875655,792728621,313267259,26,1447462,84,1974618
10023,2014,73,4487,80,780803237,352453930,775098718,317354935,24,1319500,22,871632
10023,2015,74,4923,79,944887157,359202794,820543845,443172549,26,1411800,78,1892638
10024,2005,60,1827,40,202746634,63300007,184569763,132966272,8,148500,60,1104942
10024,2006,59,1795,44,262385225,69273941,185778191,160960075,6,220000,64,1098200
10024,2007,69,1685,37,237754622,70571921,187645905,146630782,5,199207,60,1225650
10024,2008,63,1652,38,278715521,75367561,204465274,164441907,5,175000,74,1582400
10024,2009,64,1670,41,154159437,81527406,208969073,125061521,12,2079849,56,1413200
10024,2010,64,1382,33,165953120,74809745,201244951,107370214,16,840112,70,1388102
10024,2011,64,1685,42,219692319,75474787,203250333,131423990,7,834695,68,1232884
10024,2012,66,1770,38,195447986,76700700,207232620,139062336,9,430703,62,1047260
10024,2013,63,2054,41,215264013,80331798,209733132,153152479,8,982916,48,1001720
10024,2014,67,1978,47,199973681,83616636,220432154,129621992,9,389288,32,776040
10024,2015,74,1964,48,303329950,83970990,223492102,217166773,9,579874,46,1037534
10025,2005,66,381,59,14451970,5196118,14966581,7292374,3,75000,90,853122
10025,2006,69,408,65,16303614,5498553,15336368,8179358,6,85000,84,732600
10025,2007,70,388,70,17589016,6117806,17661487,9074245,7,135000,88,849550
10025,2008,73,389,74,19631250,6371422,19680886,9063756,8,130000,100,1120200
10025,2009,76,504,70,17219018,5261368,17126934,8815969,7,90000,60,772800
10025,2010,89,417,70,14961541,4502466,15455116,6563502,11,212500,80,709332
10025,2011,87,504,75,16323697,5459437,16727400,6945691,7,102500,72,728974
10025,2012,88,375,71,14503303,5305942,15413163,6693265,7,91000,70,507048
10025,2013,80,383,72,24180887,6039773,18332167,6845226,7,197500,66,464612
10025,2014,86,334,81,21242465,6073515,20736664,11642062,8,152500,6,40000
10025,2015,89,337,80,19226108,5845162,18876971,9323368,8,120000,60,669700
10026,2005,3,8,0,0,0,0,0,1,20000,2,8000
10026,2006,5,10,3,2694786,667118,1830964,2567422,0,0,0,0
10026,2007,5,8,0,0,0,0,0,0,0,0,0
10026,2008,8,106,1,213655,37362,76376,111391,0,0,0,0
10026,2009,7,4,2,403313,37362,262524,279293,0,0,0,0
10026,2010,9,4,2,322438,0,283678,309260,0,0,2,10000
10026,2011,9,19,4,338557,110781,421822,319951,0,0,2,8308
10026,2012,10,24,4,-455684,15600,146777,131320,0,0,4,12000
10026,2013,11,25,3,256219,0,200245,225186,0,0,6,14000
10026,2014,12,22,4,296713,0,379767,397836,0,0,4,16644
10026,2015,11,20,4,659021,0,373041,383396,1,25000,0,0
10027,2005,8,116,20,46852679,20087364,44129310,10565891,4,135000,46,797000
10027,2006,8,233,21,60423589,18938871,45283032,23969976,7,155000,44,766500
10027,2007,7,148,22,55295725,20045980,47427625,16857847,6,145000,62,986414
10027,2008,8,213,21,58142680,22193182,52340312,20653181,9,315700,70,1099236
10027,2009,11,165,25,56393772,24037016,56291208,20687435,8,3e+05,44,866200
10027,2010,9,191,25,59139852,22526672,51085277,20043080,12,1315998,44,983672
10027,2011,7,189,28,65556817,23508038,56221792,24886890,7,257674,42,836134
10027,2012,13,245,31,73456907,25344367,67245936,20445308,8,205000,42,682140
10027,2013,10,180,32,77408983,26344913,72239440,20772891,11,444000,38,883980
10027,2014,12,214,34,74774908,26812402,71999733,18637791,13,390000,8,60000
10027,2015,12,218,35,76696597,27301383,75304584,19821699,13,482300,40,745000
10028,2005,19,1292,12,345800233,103817556,350674772,124232730,1,1e+05,18,482812
10028,2006,16,1415,13,570018706,107721148,318231543,208403324,2,603550,8,420000
10028,2007,14,1280,15,642030498,112269093,330733216,299228528,1,95000,8,441000
10028,2008,14,1228,18,561611430,115901347,387721859,181257482,2,220000,12,510000
10028,2009,17,1245,20,390861843,124199026,382522011,187104134,2,225000,8,480400
10028,2010,17,1228,18,309839076,111674877,353411996,158564669,2,2e+05,12,440482
10028,2011,17,1237,19,479592879,120038018,392267318,196887869,1,75000,8,314106
10028,2012,15,1244,22,472234275,126584463,424895505,222737927,1,44000,6,284720
10028,2013,13,1386,21,672151812,134149938,492801023,321010692,2,1e+05,10,310720
10028,2014,14,1453,21,681445596,142694705,526533524,298524818,1,85000,0,0
10028,2015,10,1386,19,594539535,132802057,447041103,352924703,2,95000,8,273064
10029,2005,4,167,13,15798482,5231837,11840705,13340930,5,161700,44,922600
10029,2006,6,171,12,11443833,4348947,10622159,9400573,2,40000,62,982200
10029,2007,4,152,15,14232581,4951585,12844142,11458012,4,117500,58,1124260
10029,2008,3,356,15,19519044,6104812,13568570,16304592,5,262449,68,1238000
10029,2009,2,254,12,18471761,5252313,13339262,17374343,5,180000,40,878800
10029,2010,4,250,12,14627619,5101540,12861781,11567207,4,60794,40,754730
10029,2011,4,467,11,15200830,5189020,12446574,12652611,6,210508,40,666388
10029,2012,4,557,12,12934097,5652414,14998248,9786556,3,185000,38,614090
10029,2013,5,359,11,13326990,5424536,15385179,9596978,3,212500,30,569920
10029,2014,5,263,13,19902193,6534936,15260020,15799795,4,349560,8,126782
10029,2015,5,274,18,27375239,7520508,18453934,22679713,4,148088,26,492082
10030,2005,0,185,7,4476822,2298716,4623876,2759609,0,0,22,575400
10030,2006,0,176,6,4479562,2316397,4774298,2668368,2,47000,14,483200
10030,2007,1,183,6,5022861,2674042,5189449,2364025,0,0,16,500790
10030,2008,1,190,5,3945298,3271574,5586054,2157968,1,30000,12,681600
10030,2009,2,183,6,5878031,3023441,5885177,4063336,0,0,8,549400
10030,2010,3,196,7,5299198,2532408,5510206,3704256,0,0,10,268932
10030,2011,2,190,7,7212045,3245587,6460673,3992638,0,0,8,78922
10030,2012,2,189,8,7531814,4183420,7818713,3839938,1,15000,20,161480
10030,2013,3,187,9,14932888,5209888,10566571,9833878,0,0,14,121240
10030,2014,2,182,9,4768783,2408571,5432361,2876418,1,25000,0,0
10030,2015,2,350,9,5608651,2397369,5702376,3463321,1,10000,12,118200
10031,2005,2,106,7,8594503,2610764,6481504,6687680,5,195000,36,652900
10031,2006,4,95,9,10428225,3902262,8877997,8778995,4,145000,30,631600
10031,2007,6,89,9,6967071,3366228,8002266,5310232,3,95000,32,619850
10031,2008,4,87,12,8374592,3512049,7899198,6354194,7,215000,20,507700
10031,2009,2,95,11,6379087,2809969,7200602,4890285,7,270000,10,240800
10031,2010,2,86,10,7500926,2586886,6893283,5713679,6,230000,20,594528
10031,2011,3,97,9,8844067,2998321,7546300,6710430,3,135000,16,444062
10031,2012,6,80,6,6252468,3260230,7627075,4573311,3,120000,14,296700
10031,2013,7,55,8,7543029,3162621,8486835,5163732,3,110000,16,382700
10031,2014,10,95,12,8406476,3708151,8948478,5704748,2,80000,4,162680
10031,2015,10,88,12,8265329,3319604,9243391,5450199,3,120000,12,319612
10032,2005,1,77,6,15084094,1479762,7178701,2008083,0,0,4,28400
10032,2006,2,73,8,13872598,1513400,6707897,3130560,2,20000,6,40200
10032,2007,1,70,6,11204332,1511230,7503145,3163784,0,0,8,49280
10032,2008,1,70,7,15287632,1723515,7877540,3144151,3,37027,4,33600
10032,2009,1,73,8,2770625,1688771,10545846,2936808,5,70000,6,48800
10032,2010,2,65,10,3655364,273677,4384351,859850,3,65000,10,73540
10032,2011,3,61,11,5957898,1730981,9009524,2213372,3,120000,12,82284
10032,2012,5,55,11,15438057,1747131,7968835,2255955,1,20000,16,123020
10032,2013,6,110,10,10366221,1773096,9208009,3348215,2,30000,16,153460
10032,2014,4,66,15,12082374,2046707,11511908,3818273,3,45000,0,0
10032,2015,5,66,15,9885818,2264968,11202648,3317733,0,0,16,145060
10033,2005,7,6,9,604216,140338,643663,292276,0,0,4,25800
10033,2006,4,6,8,667890,170686,707263,278239,1,10000,6,30000
10033,2007,7,42,10,813865,50300,863111,364987,0,0,4,20300
10033,2008,10,14,10,1027808,88847,999920,504544,0,0,2,15000
10033,2009,9,10,11,1126005,58455,1199821,437715,0,0,4,19800
10033,2010,8,19,9,1304749,0,1323962,418270,1,30000,6,23822
10033,2011,9,19,8,917905,125309,878181,387279,1,10000,6,32242
10033,2012,7,23,7,841111,125309,874618,375388,0,0,20,223680
10033,2013,6,25,7,848490,253924,822885,336423,0,0,14,91280
10033,2014,7,18,10,672400,179214,659543,204941,0,0,4,16000
10033,2015,7,18,12,735352,169792,707260,281294,0,0,8,51600
10034,2005,1,6,4,265238,51220,242920,40784,1,45000,2,9800
10034,2006,1,6,5,281381,66000,271548,41233,1,40000,2,9800
10034,2007,2,10,7,466093,65653,356861,198639,0,0,2,9920
10034,2008,3,8,8,606747,88908,580106,311240,0,0,6,43000
10034,2009,2,8,9,587714,0,579361,432463,0,0,4,23000
10034,2010,2,10,8,431420,0,391160,320209,0,0,4,25000
10034,2011,0,8,9,395812,0,366554,227416,0,0,6,26506
10034,2012,1,10,10,535580,0,514823,246349,0,0,4,23330
10034,2013,2,8,9,540773,0,523458,294138,1,40000,4,22000
10034,2014,1,10,14,883723,131657,879075,569043,1,25000,0,0
10034,2015,4,10,16,1264565,85968,1266128,886378,0,0,8,52000
10035,2005,0,32,5,2792963,1124556,2869488,2104809,1,10000,8,178600
10035,2006,0,41,5,2298707,563704,2456379,1547665,1,35000,4,66000
10035,2007,1,46,5,2293349,708670,2024687,1879783,2,50000,8,121000
10035,2008,1,79,6,2367061,836655,2246002,1643649,0,0,14,276000
10035,2009,1,57,8,2603502,574447,2582664,1791681,1,15000,6,187600
10035,2010,0,208,8,2824680,909860,2589293,2288951,0,0,6,88000
10035,2011,0,201,10,3073363,952807,3085824,2459999,0,0,10,104440
10035,2012,1,202,5,5358835,806763,2677007,2841145,1,20000,12,134520
10035,2013,2,204,5,2236839,680854,2516998,1846411,0,0,10,132000
10035,2014,2,202,8,10491577,6050156,10606268,5557537,0,0,4,74000
10035,2015,1,224,8,16678177,8099221,15789862,6753509,3,1e+05,4,79734
10036,2005,130,11179,79,126331672,37343243,112616744,66111763,17,499000,122,1823400
10036,2006,123,11645,89,162998977,46133592,132987181,84678033,15,348000,110,1676000
10036,2007,94,11187,82,126952750,37450871,115963295,72526107,16,346000,118,1984410
10036,2008,100,10055,87,148160680,47789019,138631938,87014441,25,565000,136,2533400
