"zip","year","awards","dollars"
11230,2001,1,20000
11230,2003,1,7000
11230,2005,1,10000
11230,2007,1,10000
11230,2012,1,25000
11231,1999,1,20000
11231,2002,1,5000
11231,2003,1,24838
11231,2004,1,10000
11231,2005,2,50000
11231,2008,2,25000
11231,2009,1,15000
11231,2010,3,72000
11231,2011,2,25000
11231,2012,2,35000
11231,2013,2,45000
11231,2014,5,115000
11231,2015,5,95000
11231,2016,6,155000
11231,2017,6,130000
11231,2018,3,60000
11231,2019,2,65000
11232,1999,1,25000
11232,2000,1,25000
11232,2001,1,25000
11232,2002,1,40000
11232,2003,1,45000
11232,2004,1,45000
11232,2005,1,45000
11232,2006,1,40000
11232,2007,1,40000
11232,2008,1,40000
11232,2009,3,115000
11232,2010,1,40000
11232,2011,2,55000
11232,2012,2,35000
11232,2013,2,60000
11232,2014,3,117000
11232,2015,2,80000
11232,2016,2,70000
11232,2017,3,103000
11232,2018,4,260000
11232,2019,1,30000
11233,2010,1,15000
11233,2011,1,15000
11237,2004,1,10000
11237,2006,1,15000
11237,2007,1,15000
11237,2015,1,10000
11237,2018,1,10000
11238,1998,4,247000
11238,1999,4,152500
11238,2000,4,60000
11238,2001,8,606066
11238,2002,2,55000
11238,2003,3,62000
11238,2004,10,787937
11238,2005,4,135000
11238,2006,4,105000
11238,2007,4,115000
11238,2008,7,338512
11238,2009,8,777767
11238,2010,9,401000
11238,2011,8,725000
11238,2012,4,149850
11238,2013,10,463808
11238,2014,7,390000
11238,2015,12,500729
11238,2016,17,561563
11238,2017,11,917776
11238,2018,6,105000
11238,2019,1,30000
11354,2006,1,10000
11354,2007,1,50000
11354,2008,1,35000
11354,2009,3,110000
11354,2010,1,30000
11354,2011,1,40000
11354,2012,1,40000
11354,2014,1,25000
11354,2015,1,25000
11354,2016,1,25000
11354,2017,2,54950
11354,2018,1,60000
11355,1998,2,23000
11355,1999,3,23840
11355,2000,1,15000
11355,2001,1,15000
11355,2002,1,15000
11355,2003,1,15000
11355,2004,1,20000
11355,2005,2,158529
11355,2006,1,20000
11355,2007,2,174545
11355,2008,1,35000
11355,2009,2,55000
11355,2010,2,65000
11355,2011,1,60000
11355,2012,1,50000
11355,2015,2,50000
11355,2016,1,20000
11355,2017,1,25000
11357,2001,1,10000
11357,2003,1,8000
11357,2005,1,14000
11357,2007,1,5000
11357,2008,1,10000
11357,2009,1,10000
11357,2010,1,10000
11357,2014,1,15000
11357,2017,1,20000
11359,2003,1,7890
11360,2005,1,6000
11360,2006,1,8000
11360,2008,1,10000
11360,2009,1,10000
11360,2011,1,10000
11360,2012,1,10000
11360,2014,1,10000
11360,2015,1,10000
11363,2011,1,10000
11363,2014,1,10000
11363,2018,1,10000
11363,2019,1,10000
11364,2009,1,33000
11364,2011,1,495000
11364,2012,1,34000
11364,2015,1,29877
11364,2018,1,35021
11366,2018,1,25000
11367,2004,1,2325
11367,2005,1,15000
11367,2007,1,89389
11367,2008,1,99999
11367,2009,1,105384
11367,2010,1,3000
11368,1998,2,24275
11368,2000,2,127500
11368,2001,1,15000
11368,2002,3,1045000
11368,2003,5,1138500
11368,2004,6,1247352
11368,2005,5,2407986
11368,2006,5,686091
11368,2007,2,1e+05
11368,2008,3,1e+05
11368,2009,5,648801
11368,2010,3,208454
11368,2011,2,155866
11368,2012,4,329988
11368,2013,1,30000
11368,2014,3,190000
11368,2015,5,679871
11368,2016,3,225000
11368,2017,5,295000
11368,2018,1,20000
11368,2019,1,40000
11370,2015,1,10000
11370,2018,1,15000
11370,2019,1,30000
11372,1998,1,10000
11372,1999,2,10000
11372,2000,1,12000
11372,2001,2,13000
11372,2002,1,9000
11372,2004,1,10000
11372,2008,1,7500
11372,2009,1,10000
11372,2015,2,30000
11372,2016,1,10000
11372,2017,1,10000
11372,2018,2,20000
11372,2019,1,12500
11373,1999,1,5000
11373,2000,2,25000
11373,2003,1,15000
11373,2005,1,15000
11374,2013,1,25000
11374,2019,1,10000
11375,2006,1,20000
11377,2007,1,10000
11378,2009,1,10000
11385,1999,1,25000
11385,2000,1,20000
11385,2001,1,22500
11385,2002,1,20000
11385,2003,1,22500
11385,2004,1,10000
11385,2005,1,10000
11385,2011,1,8000
11385,2014,1,10000
11385,2016,1,10000
11385,2017,1,10000
11385,2019,1,12000
11412,2009,1,25000
11421,2001,1,10000
11421,2003,1,25000
11421,2005,1,35000
11421,2006,1,25000
11421,2007,1,25000
11421,2008,1,25000
11421,2009,1,25000
11421,2010,1,15000
11421,2011,1,20000
11421,2013,1,20000
11421,2014,1,10000
11432,1998,2,11000
11432,1999,2,7435
11432,2000,1,10000
11432,2001,1,8000
11432,2003,1,1775
11432,2004,1,10000
11432,2006,1,15000
11432,2007,1,15000
11432,2008,2,25000
11432,2009,2,64320
11432,2010,1,25000
11432,2011,1,10000
11432,2013,1,10000
11432,2014,1,398855
11432,2015,1,15000
11432,2017,1,10000
11434,2010,1,10000
11434,2012,1,10000
11434,2014,1,10000
11434,2017,1,10000
11434,2018,1,10000
11434,2019,1,10000
11439,2007,1,976419
11439,2008,1,990892
11694,2016,1,18849
