"zip","year","awards","dollars"
10304,1988,6,50800
10304,1989,2,30000
10304,1990,2,30000
10304,1991,4,39000
10304,1992,2,21000
10304,1993,4,22500
10304,1994,2,10000
10304,1995,4,20000
10304,1996,2,13124
10304,1997,4,33780
10304,1998,4,162760
10304,1999,8,174000
10304,2000,12,205000
10304,2001,8,112000
10304,2002,8,111400
10304,2003,12,133400
10304,2004,14,149150
10304,2005,10,96000
10304,2006,6,56000
10304,2007,2,20000
10304,2008,4,32000
10304,2009,2,21600
10304,2011,2,16616
10304,2016,4,28000
10305,1987,14,207800
10305,1988,18,269000
10305,1989,20,223000
10305,1990,10,209274
10305,1991,2,74000
10305,2006,2,14000
10305,2008,2,15000
10305,2009,2,10000
10305,2010,2,14000
10305,2011,2,8308
10306,1987,8,89190
10306,1988,8,130000
10306,1989,16,134000
10306,1990,8,114320
10306,1991,8,92000
10306,1992,4,34800
10306,1993,6,59920
10306,1994,6,59548
10306,1995,10,86500
10306,1996,6,50180
10306,1997,6,36700
10306,1998,6,64080
10306,1999,2,37660
10306,2000,4,54166
10306,2001,4,61200
10306,2002,8,79000
10306,2003,8,75000
10306,2004,4,48600
10306,2005,4,50000
10306,2006,8,85000
10306,2007,4,30000
10306,2008,2,56000
10306,2009,2,56000
10306,2010,4,66200
10306,2011,6,66262
10306,2012,2,37440
10306,2013,4,54000
10306,2015,4,64000
10306,2016,4,60000
10309,1987,2,9000
10309,1988,2,9000
10309,1989,2,9000
10309,1990,2,7000
10309,1991,2,4000
10309,1992,2,4000
10309,1993,2,3000
10309,1994,2,4000
10309,1995,2,4000
10309,1996,2,3860
10309,1997,4,4254
10309,1998,2,4000
10309,1999,2,4240
10309,2000,2,7000
10309,2001,2,7400
10309,2002,2,6600
10309,2003,2,6600
10309,2004,2,6600
10309,2005,2,6400
10309,2006,2,6400
10309,2007,2,6000
10309,2008,2,9000
10310,1987,2,6000
10310,1988,2,6000
10310,1989,2,8000
10314,1987,8,36000
10314,1988,4,20000
10314,1990,2,6800
10314,1995,2,10000
10314,1996,2,9650
10314,1997,2,14000
10314,1998,4,50000
10314,2004,2,1600
10314,2005,4,6500
10314,2006,2,5000
10314,2007,6,25352
10314,2008,2,10000
10314,2009,2,10000
10314,2010,2,8900
10314,2011,4,16614
10314,2012,4,15560
10314,2013,4,18560
10314,2015,2,8000
10314,2016,2,8000
10451,1989,8,30000
10451,1992,4,24030
10451,1993,2,18000
10451,1994,8,76760
10451,1995,8,95240
10451,1996,12,53610
10451,1997,6,20500
10451,2001,10,112610
10451,2002,10,96400
10451,2003,12,171720
10451,2004,12,155960
10451,2005,6,80000
10451,2006,8,180000
10451,2007,8,121000
10451,2008,16,291500
10451,2009,10,182100
10451,2010,12,221400
10451,2011,10,214414
10451,2012,12,194600
10451,2013,10,350480
10451,2015,16,396500
10451,2016,18,472500
10452,1990,6,80240
10452,1991,2,13600
10452,1992,6,28960
10452,1993,6,26000
10452,1994,4,21000
10452,1995,8,82000
10452,1996,6,60796
10452,1997,4,38000
10452,1998,2,15000
10452,1999,6,90000
10452,2000,2,2270
10452,2001,4,56000
10452,2002,6,56000
10452,2003,6,56000
10452,2004,6,85600
10452,2005,4,44800
10452,2006,4,44800
10452,2013,2,14600
10452,2015,8,97000
10452,2016,10,176000
10454,1987,10,47000
10454,1988,12,38000
10454,1989,14,123000
10454,1990,8,53800
10454,1991,8,120800
10454,1992,8,70360
10454,1993,8,72000
10454,1994,2,4000
10454,1998,2,6000
10454,2002,2,10000
10454,2004,2,19200
10454,2012,2,18000
10454,2013,2,18000
10454,2015,4,40000
10454,2016,6,139000
10455,1987,18,70600
10455,1988,4,40000
10455,1989,8,59000
10455,1990,4,57100
10455,1991,2,33740
10455,2013,2,12000
10456,1987,26,301000
10456,1988,24,315400
10456,1989,18,284600
10456,1990,18,307000
10456,1991,12,263800
10456,1992,14,223640
10456,1993,6,143996
10456,1994,12,192098
10456,1995,4,231746
10456,1996,6,111458
10456,1997,4,50900
10456,1999,2,40000
10456,2000,4,40000
10456,2001,4,180600
10456,2002,6,208600
10456,2003,4,168600
10456,2004,2,132600
10456,2005,4,159200
10456,2006,2,129200
10456,2007,4,164000
10456,2008,4,178400
10456,2009,4,178400
10456,2010,12,339000
10456,2011,10,312022
10456,2012,10,211000
10456,2013,10,292100
10456,2014,4,77000
10456,2015,8,194000
10456,2016,8,189000
10457,1990,2,10000
10457,1991,2,9000
10457,2001,2,8000
10458,1987,12,74518
10458,1988,22,87358
10458,1989,10,34000
10458,1990,10,42000
10458,1992,2,24000
10458,1993,4,15000
10458,1994,4,25000
10458,1995,2,13000
10458,1996,2,15440
10458,2000,6,69200
10458,2001,10,152400
10458,2002,6,91400
10458,2003,6,89000
10458,2004,2,53550
10458,2005,2,58000
10458,2006,4,72000
10458,2007,2,60900
10458,2008,4,116000
10458,2009,4,116000
10458,2010,4,127236
10458,2011,4,61316
10458,2012,6,94060
10458,2013,6,91060
10458,2015,4,98584
10458,2016,4,1e+05
10459,2002,2,12600
10459,2003,2,12600
10459,2004,2,7000
10459,2005,4,12000
10459,2006,4,12000
10459,2007,2,7350
10459,2008,4,20000
10459,2009,4,27600
10459,2010,2,16784
10459,2011,8,95384
10459,2012,8,80400
10459,2013,2,19200
10459,2015,4,25000
10459,2016,6,133000
10460,1987,14,80900
10460,1988,8,48380
10460,1989,16,54980
10460,1990,10,66500
10460,1991,8,42200
10460,1992,8,37680
10460,1993,6,25000
10460,1994,6,31200
10460,1995,4,22200
10460,1996,2,5790
10460,1997,2,6080
10460,2000,2,13800
10460,2001,6,51364
10460,2002,10,81600
10460,2003,8,69600
10460,2004,8,63200
10460,2005,4,41200
10460,2006,4,41200
10460,2007,4,40400
10460,2008,4,44400
10460,2009,2,30000
10460,2010,6,47700
10460,2011,4,29868
10460,2012,4,21000
10460,2013,4,21000
10460,2015,4,25000
10460,2016,4,25000
10461,1987,22,547000
10461,1988,18,537280
10461,1989,38,643692
10461,1990,28,762800
10461,1991,18,657170
10461,1992,16,473960
10461,1993,12,427426
10461,1994,14,644458
10461,1995,26,853470
10461,1996,18,873064
10461,1997,22,1008380
10461,1998,14,1189828
10461,1999,14,1274280
10461,2000,12,1310800
10461,2001,14,1085800
10461,2002,10,840900
10461,2003,12,660900
10461,2004,12,571000
10461,2005,12,570500
10461,2006,10,520500
10461,2007,14,628500
10461,2008,20,731800
10461,2009,18,742000
10461,2010,18,663808
10461,2011,20,559966
10461,2012,16,469180
10461,2013,14,460680
10461,2015,16,471300
10461,2016,14,489760
10462,1987,2,2000
10462,1988,4,6000
10462,1989,2,2000
10462,1995,2,6200
10462,1996,2,6996
10462,1997,2,7360
10462,1998,2,7876
10462,2004,6,33200
10462,2012,2,20000
10462,2013,2,20000
10462,2015,2,20000
10462,2016,2,26108
10463,1987,4,7000
10463,1988,2,8000
10463,2001,2,38400
10463,2002,2,34000
10463,2003,2,34000
10463,2004,2,16400
10463,2005,2,16400
10463,2006,2,17000
10463,2008,2,43800
10463,2009,4,51000
10463,2010,4,55000
10463,2011,8,75360
10463,2012,4,59000
10463,2013,6,186000
10463,2015,4,80000
10463,2016,4,1e+05
10464,1987,4,40200
10464,1988,8,52000
10464,1989,12,58600
10464,1990,8,34500
10464,1991,8,54800
10464,1992,2,8000
10464,1993,6,26000
10464,1994,4,19600
10464,1995,4,21600
10464,1996,2,11580
10464,1997,2,12160
10464,1998,2,12400
10464,2009,2,26000
10464,2011,2,35604
10464,2014,2,10000
10464,2015,2,10000
10464,2016,2,10000
10465,1990,2,1000
10465,1999,2,10000
10465,2000,2,10900
10466,1987,4,16000
10466,1989,2,1000
10467,1987,22,138000
10467,1988,16,205308
10467,1989,30,331700
10467,1990,30,346784
10467,1991,16,213302
10467,1992,10,116400
10467,1993,12,112500
10467,1994,10,88640
10467,1995,12,124640
10467,1996,18,154610
10467,1997,12,69788
10467,1998,10,98280
10467,1999,10,93820
10467,2000,8,84400
10467,2001,10,154200
10467,2002,10,147200
10467,2003,8,136800
10467,2004,4,95800
10467,2005,4,93400
10467,2006,8,118400
10467,2007,4,110200
10467,2008,4,145800
10467,2009,6,194600
10467,2010,4,152562
10467,2011,6,225294
10467,2012,16,560000
10467,2013,4,140000
10467,2015,4,141000
10467,2016,4,141000
10468,1987,16,125000
10468,1988,12,133580
10468,1989,14,132600
10468,1990,14,136470
10468,1991,16,181320
10468,1992,22,162486
10468,1993,20,140256
10468,1994,14,98900
10468,1995,10,70726
10468,1996,8,30870
10468,1997,6,29000
10468,1998,8,47000
10468,1999,10,63200
10468,2000,6,30000
10468,2001,18,237824
10468,2002,14,173200
10468,2003,16,201200
10468,2004,16,176000
10468,2005,14,141600
10468,2006,14,153200
10468,2007,14,149290
10468,2008,10,116200
10468,2009,12,102400
10468,2010,10,139618
10468,2011,12,149536
10468,2012,14,142220
10468,2013,14,159100
10468,2014,2,40000
10468,2015,8,126100
10468,2016,8,126100
10469,2004,4,2700
10471,1986,2,4000
10471,1987,26,254100
10471,1988,28,242100
10471,1989,20,194500
10471,1990,20,198500
10471,1991,16,149460
10471,1992,8,80636
10471,1993,14,89384
10471,1994,8,74400
10471,1995,10,115500
10471,1996,8,85210
10471,1997,4,41340
10471,1998,4,28000
10471,1999,4,45440
10471,2000,6,77440
10471,2001,12,137292
10471,2002,12,170600
10471,2003,14,190600
10471,2004,12,124600
10471,2005,14,173000
10471,2006,18,136400
10471,2007,12,105400
10471,2008,8,59200
10471,2009,8,55400
10471,2010,14,99302
10471,2011,14,126548
10471,2012,8,75720
10471,2013,10,168720
10471,2015,8,76800
10471,2016,8,79800
10473,1987,8,20350
10473,1991,2,24000
10473,1992,2,18000
10473,1993,2,14000
10473,2009,2,1800
10474,2002,6,30000
10474,2003,4,32000
10474,2004,2,40000
10474,2006,2,14600
10474,2007,4,22330
10474,2008,10,59000
10474,2009,6,45400
10474,2010,6,39618
10474,2011,6,32834
10474,2012,8,44420
10474,2013,8,62900
10474,2015,2,5960
10475,1987,2,8000
10475,1988,2,6000
10475,1990,2,8000
11004,1988,6,20000
11004,1989,8,21000
11004,1990,4,20000
11004,1991,2,16000
11004,1992,2,20514
11004,1993,4,52300
11004,2000,4,17000
11004,2015,2,22000
11004,2016,2,22000
11101,1986,2,22420
11101,1987,16,81000
11101,1988,24,169900
11101,1989,20,140830
11101,1990,14,115050
11101,1991,16,302890
11101,1992,10,156600
11101,1993,6,100720
11101,1994,12,132000
11101,1995,14,179000
11101,1996,18,173158
11101,1997,10,111540
11101,1998,6,135612
11101,1999,4,111348
11101,2001,6,51000
11101,2002,4,80000
11101,2003,16,325600
11101,2004,18,319900
11101,2005,24,317400
11101,2006,30,352600
11101,2007,34,410900
11101,2008,40,464960
11101,2009,36,364404
11101,2010,36,391364
11101,2011,40,465126
11101,2012,22,297360
11101,2013,34,423020
11101,2015,42,729600
11101,2016,34,676700
11102,1987,4,41000
11102,1988,4,56000
11102,1989,6,63000
11102,1990,6,59000
11102,1991,6,54634
11102,1992,6,35040
11102,1993,6,27950
11102,1994,6,36000
11102,1995,6,36000
11102,1996,4,29338
11102,1997,6,36228
11102,1998,4,57000
11102,1999,8,75000
11102,2000,6,79000
11102,2001,8,89000
11102,2002,8,80600
11102,2003,8,80600
11102,2004,6,62900
11102,2005,6,62600
11102,2006,4,57600
11102,2007,4,66300
11102,2008,4,81800
11102,2009,2,62000
11102,2010,4,69180
11102,2011,4,34812
11102,2012,2,30000
11102,2013,2,30000
11102,2016,4,30000
11103,1990,2,10000
11103,1994,4,12904
11103,1995,4,12800
11103,1996,4,10616
11103,1997,6,11716
11103,1998,4,20000
11103,1999,2,10600
11103,2005,2,6000
11103,2006,2,6000
11103,2007,2,6300
11103,2010,4,87620
11103,2011,2,8308
11103,2012,2,6000
11103,2013,2,6000
11103,2015,2,10000
11104,1987,4,132000
11104,1988,12,233412
11104,1989,14,252000
11104,1990,14,227600
11104,1991,6,200600
11104,1992,14,177300
11104,1993,8,133000
11104,1994,4,115440
11104,1995,8,148500
11104,1996,6,118792
11104,1997,6,121750
11104,1998,8,176816
11104,1999,6,188400
11104,2000,4,191500
11104,2001,4,193000
11104,2002,4,173600
11104,2003,4,192000
11104,2004,8,176200
11104,2005,10,200200
11104,2006,6,168200
11104,2007,6,180100
11104,2008,8,243000
11104,2009,8,275000
11104,2010,6,191840
11104,2011,4,174262
11104,2012,10,184640
11104,2013,8,225440
11104,2015,8,259600
11104,2016,6,160600
11105,1987,6,29000
11105,1988,14,51000
11105,1989,12,44000
11105,1990,12,52960
11105,1991,14,58180
11105,1992,10,31350
11105,1993,8,25800
11105,1994,8,28182
11105,1995,8,26968
11105,1996,10,28178
11105,1997,12,32658
11105,1998,10,44480
11105,1999,8,41694
11105,2000,8,44800
11105,2001,10,54950
11105,2002,8,44600
11105,2003,8,44600
11105,2004,12,71118
11105,2005,10,65000
11105,2006,10,59600
11105,2007,8,44790
11105,2008,8,46180
11105,2009,6,40800
11105,2010,6,25414
11105,2011,2,11868
11105,2016,6,80514
11106,1987,4,146400
11106,1988,16,199000
11106,1989,26,249000
11106,1990,18,310242
11106,1991,16,253000
11106,1992,6,168500
11106,1993,6,132600
11106,1994,14,155000
11106,1995,16,283500
11106,1996,16,261612
11106,1997,16,174048
11106,1998,10,213620
11106,1999,6,187800
11106,2000,16,261000
11106,2001,12,229000
11106,2002,12,238400
11106,2003,14,291600
11106,2004,14,285500
11106,2005,14,297800
11106,2006,18,344430
11106,2007,18,477510
11106,2008,16,366400
11106,2009,10,390000
11106,2010,12,336700
11106,2011,10,206702
11106,2012,16,327800
11106,2013,14,301000
11106,2014,6,84000
11106,2015,16,317000
11106,2016,14,335000
11201,1986,6,34000
11201,1987,52,329000
11201,1988,60,510256
11201,1989,100,585148
11201,1990,48,303796
11201,1991,86,1122954
11201,1992,62,590242
11201,1993,48,588656
11201,1994,44,547650
11201,1995,52,586734
11201,1996,52,514312
11201,1997,50,561084
11201,1998,34,515278
11201,1999,34,738298
11201,2000,48,784382
11201,2001,54,1002796
11201,2002,54,1087416
11201,2003,70,1150552
11201,2004,50,795924
11201,2005,56,865600
11201,2006,66,1149400
11201,2007,66,1255650
11201,2008,62,1505844
11201,2009,44,1231200
11201,2010,108,4647840
11201,2011,92,3961840
11201,2012,128,3914580
11201,2013,112,3931680
11201,2014,14,95720
11201,2015,112,3891090
11201,2016,106,4321060
11203,1988,2,6000
11203,1989,4,8000
11203,1990,4,15000
11203,1991,2,12000
11203,1992,4,11360
11203,1993,2,7952
11203,1994,2,12000
11203,1999,2,9400
11203,2000,4,22400
11203,2001,6,29000
11203,2002,6,23800
11203,2003,6,26000
11203,2004,4,17320
11203,2005,6,22000
11203,2006,2,10000
11203,2007,2,14000
11203,2008,8,116200
11203,2009,6,59000
11203,2010,12,129322
11203,2011,8,146174
11203,2012,8,114740
11203,2013,6,99140
11203,2015,4,47600
11203,2016,4,65600
11204,1987,2,6300
11204,2012,6,41800
11204,2013,6,52200
11204,2014,4,47400
11204,2015,6,53800
11204,2016,6,53800
11205,1987,4,117000
11205,1988,10,140960
11205,1989,10,140000
11205,1990,16,142000
11205,1991,8,127200
11205,1992,4,72926
11205,1993,6,73488
11205,1994,4,69510
11205,1995,8,108510
11205,1996,6,90974
11205,1998,2,60450
11205,1999,4,96772
11205,2000,2,66700
11205,2001,2,70040
11205,2002,10,158000
11205,2003,6,88000
11205,2004,14,182676
11205,2005,6,125654
11205,2006,10,165202
11205,2007,10,204584
11205,2008,8,125900
11205,2009,4,38100
11205,2010,8,115796
11205,2011,10,135592
11205,2012,14,124520
11205,2013,14,132494
11205,2014,4,20000
11205,2015,24,313834
11205,2016,22,464900
11206,1989,4,25000
11206,1990,2,20000
11206,2006,2,5000
11206,2007,4,19600
11206,2008,6,48000
11206,2009,2,12000
11206,2010,14,174450
11206,2011,16,132612
11206,2012,18,156914
11206,2013,16,161662
11206,2015,12,97000
11206,2016,10,80000
11207,1989,2,10000
11207,1991,4,18000
11207,1992,4,15000
11207,2011,2,10088
11207,2016,2,14000
11208,2013,2,20000
11208,2014,2,20000
11208,2015,2,20000
11209,1996,2,6756
11209,1997,2,6800
11209,1998,2,10000
11209,1999,2,15000
11209,2008,2,8000
11209,2010,2,6000
11210,1987,8,144000
11210,1988,4,142000
11210,1989,12,166200
11210,1990,8,185460
11210,1991,2,120000
11210,1992,2,60000
11210,1993,2,40000
11210,1995,4,10500
11210,1996,2,10000
11210,1998,2,20000
11210,1999,6,51100
11210,2000,4,55000
11210,2001,4,89500
11210,2002,4,82500
11210,2003,6,75900
11210,2004,2,53600
11210,2005,8,86600
11210,2006,8,74502
11210,2008,2,400
11210,2010,8,38600
11210,2011,4,34322
11210,2012,2,14800
11210,2013,2,40000
11210,2014,2,40000
11210,2015,8,77900
11210,2016,10,100360
11211,1986,2,2000
11211,1987,8,35000
11211,1988,16,74000
11211,1989,28,133700
11211,1990,20,108700
11211,1991,18,124226
11211,1992,10,52758
11211,1993,8,38850
11211,1994,12,64900
11211,1995,12,78000
11211,1996,14,71858
11211,1997,14,93260
11211,1998,8,109354
11211,1999,16,141858
11211,2000,20,257900
11211,2001,28,297210
11211,2002,24,288200
11211,2003,24,309800
11211,2004,30,425414
11211,2005,34,338000
11211,2006,34,440400
11211,2007,36,335646
11211,2008,52,462500
11211,2009,26,328598
11211,2010,38,415846
11211,2011,42,376812
11211,2012,40,401014
11211,2013,32,409450
11211,2014,6,104400
11211,2015,14,215950
11211,2016,14,273000
11212,2002,2,10000
11213,1987,24,250520
11213,1988,20,254500
11213,1989,36,354500
11213,1990,32,378380
11213,1991,36,486380
11213,1992,24,208388
11213,1993,22,186442
11213,1994,22,195152
11213,1995,26,294660
11213,1996,22,217924
11213,1997,28,257072
11213,1998,16,266530
11213,1999,18,275902
11213,2000,18,259000
11213,2001,16,265600
11213,2002,14,250000
11213,2003,18,245200
11213,2004,16,292000
11213,2005,18,212800
11213,2006,18,210800
11213,2007,16,236890
11213,2008,18,255200
11213,2009,14,235000
11213,2010,14,254774
11213,2011,18,239336
11213,2012,12,192480
11213,2013,10,179280
11213,2015,4,111000
11213,2016,4,107000
11214,1987,6,15000
11214,1988,4,11000
11214,1989,4,11000
11214,1990,8,46336
11214,1991,10,14814
11214,1992,6,10000
11214,1993,8,15800
11214,1994,8,17836
11214,1995,6,22000
11214,1996,6,19222
11214,1997,8,25106
11214,1998,2,7450
11214,1999,2,8940
11214,2000,2,8940
11214,2001,2,10000
11214,2002,2,10000
11214,2003,2,10000
11214,2004,2,8600
11214,2005,2,11000
11214,2006,2,11000
11214,2007,2,11550
11214,2008,4,35000
11214,2009,2,14800
11214,2010,2,14200
11214,2011,2,11868
11214,2012,2,10740
11214,2013,2,10000
11214,2014,2,10000
11214,2015,2,10000
11214,2016,2,10000
11215,1987,26,173000
11215,1988,36,254000
11215,1989,52,288724
11215,1990,42,350230
11215,1991,22,152056
11215,1992,26,115774
11215,1993,26,81510
11215,1994,24,111400
11215,1995,38,189000
11215,1996,30,130680
11215,1997,32,150536
11215,1998,34,209184
11215,1999,32,340358
11215,2000,56,666668
11215,2001,48,585960
11215,2002,40,398340
11215,2003,40,393700
11215,2004,54,401470
11215,2005,38,281380
11215,2006,46,324800
11215,2007,42,409830
11215,2008,58,602200
11215,2009,48,548500
11215,2010,50,468950
11215,2011,54,535436
11215,2012,68,638566
11215,2013,46,596540
11215,2014,10,58208
11215,2015,54,721200
11215,2016,66,920550
11216,1987,18,254600
11216,1988,14,192000
11216,1989,20,229080
11216,1990,14,264830
11216,1991,8,185600
11216,1992,8,154112
11216,1993,8,137610
11216,1994,6,128960
11216,1995,12,155000
11216,1996,10,127264
11216,1997,6,36564
11216,1998,14,73000
11216,1999,8,57720
11216,2000,6,88000
11216,2001,6,95800
11216,2002,6,91800
11216,2003,8,91000
11216,2004,4,61200
11216,2005,6,63600
11216,2006,6,103400
11216,2007,8,132660
11216,2008,8,154600
11216,2009,8,123100
11216,2010,8,128928
11216,2011,10,160414
11216,2012,10,125940
11216,2013,10,139650
11216,2015,10,160366
11216,2016,8,150366
11217,1986,2,2000
11217,1987,20,908000
11217,1988,32,1002000
11217,1989,54,1099680
11217,1990,58,1284000
11217,1991,38,1119310
11217,1992,40,681028
11217,1993,42,614658
11217,1994,46,758866
11217,1995,90,1140182
11217,1996,90,1007518
11217,1997,44,698692
11217,1998,58,996654
11217,1999,50,1000130
11217,2000,94,1708632
11217,2001,124,2049230
11217,2002,104,1791310
11217,2003,102,1612334
11217,2004,86,1329350
11217,2005,100,1433800
11217,2006,98,1424000
11217,2007,126,1804670
11217,2008,106,2029600
11217,2009,80,1735800
11217,2010,114,1869348
11217,2011,128,1965690
11217,2012,134,1751000
11217,2013,134,1845862
11217,2014,18,214200
11217,2015,104,1532850
11217,2016,122,1978500
11218,1989,4,7000
11218,1990,2,3000
11218,1992,2,8000
11218,1996,2,3860
11218,1997,6,22000
11218,1998,4,20460
11218,1999,4,16000
11218,2000,2,15000
11218,2004,4,27000
11218,2005,4,26600
11218,2006,4,20000
11218,2007,4,27696
11218,2008,2,12834
11218,2009,4,23340
11218,2010,2,16000
11218,2011,6,100682
11218,2012,4,20000
11218,2013,6,58000
11218,2014,2,8000
11218,2015,14,112152
11218,2016,6,90000
11219,2000,2,10000
11219,2001,2,16600
11219,2002,2,14940
11219,2003,2,14940
11219,2004,2,12700
11219,2005,2,16000
11219,2009,2,3000
11219,2015,2,10000
11219,2016,2,10000
11220,1987,2,12000
11220,1988,4,22000
11220,1989,6,30000
11220,1990,2,17000
11220,1991,4,22200
11220,1992,2,8832
11220,1993,4,8200
11220,1994,2,6200
11220,1995,4,14200
11220,1996,2,5984
11220,1997,2,10000
11220,1998,2,17000
11220,1999,2,17000
11220,2000,4,30000
11220,2001,4,38000
11220,2002,6,45800
11220,2003,4,37800
11220,2004,10,81146
11220,2005,4,24800
11220,2006,4,24800
11220,2007,4,27750
11220,2008,4,30600
11220,2009,8,80600
11220,2010,8,60486
11220,2011,8,89198
11220,2012,10,50880
11220,2013,4,17680
11220,2015,8,42114
11220,2016,6,71700
11221,1987,4,15000
11221,1988,6,21000
11221,1989,6,20000
11221,2005,2,37000
11221,2010,4,16000
11221,2014,4,4180
11221,2016,2,10000
11222,1987,6,14000
11222,1988,8,25700
11222,1989,4,13560
11222,1990,2,12400
11222,1991,4,29400
11222,1992,12,15054
11222,1993,6,10000
11222,1994,4,18000
11222,1995,14,33000
11222,1996,4,16690
11222,1997,6,3720
11222,1999,6,3600
11222,2001,4,2800
11222,2003,12,62100
11222,2004,2,20000
11222,2005,4,19000
11222,2006,12,80000
11222,2007,4,25500
11222,2009,4,21430
11222,2010,12,42012
11222,2011,10,37186
11222,2012,14,81640
11222,2013,18,196658
11222,2014,10,86650
11222,2015,26,341410
11222,2016,18,235000
11223,1987,2,20000
11223,2006,2,12600
11223,2007,2,13230
11224,1987,4,18000
11224,1988,6,44000
11224,1989,6,35000
11224,1990,6,30450
11224,1991,6,25750
11224,1992,4,15000
11224,1993,4,13800
11224,1994,4,14376
11224,1995,2,12000
11224,1996,2,9844
11224,1997,2,10340
11224,1998,2,12600
11224,1999,2,13340
11224,2000,2,13340
11224,2001,4,28340
11224,2002,2,13600
11224,2003,2,13600
11224,2004,2,11600
11224,2005,2,11400
11224,2006,2,11400
11224,2007,6,48970
11224,2008,4,37550
11224,2009,2,30000
11224,2011,4,58152
11224,2012,2,15000
11225,1987,22,89300
11225,1988,24,117400
11225,1989,24,120800
11225,1990,26,166000
11225,1991,8,87800
11225,1992,14,60640
11225,1993,4,11996
11225,1994,6,26280
11225,1995,2,2000
11225,1996,2,1930
11225,1997,2,2000
11225,1998,4,19260
11225,1999,2,2396
11225,2000,2,2588
11225,2001,2,3000
11225,2002,4,20800
11225,2003,2,2800
11225,2004,2,3500
11225,2005,2,30000
11225,2006,8,59840
11225,2007,6,85500
11225,2008,6,45550
11225,2009,4,83600
11225,2010,8,67448
11225,2011,8,145846
11225,2012,6,31000
11225,2013,10,157000
11225,2014,2,14000
11225,2015,6,56000
11225,2016,10,148000
11226,1987,6,16400
11226,1988,4,8000
11226,1989,4,8000
11226,1990,6,58420
11226,1991,4,5000
11226,1992,2,1000
11226,1996,6,27986
11226,1998,4,25000
11226,1999,6,39000
11226,2000,4,43000
11226,2001,4,48000
11226,2002,4,54000
11226,2003,4,57000
11226,2004,4,55500
11226,2005,4,54800
11226,2006,6,88600
11226,2007,4,88000
11226,2010,2,15796
11226,2011,6,108462
11226,2012,2,1e+05
11226,2013,2,5000
11226,2015,18,354500
11226,2016,4,68966
11228,2007,2,16800
11228,2008,2,18400
11228,2010,2,8000
11228,2011,2,5934
11229,1989,4,8000
11229,1990,4,10000
11229,1991,4,9100
11230,1988,2,10000
11230,1992,4,6000
11230,1993,4,4000
11230,1994,4,6000
11230,1995,4,11000
11230,1996,4,8790
11230,1997,4,6370
11230,1998,2,5000
11230,2000,2,2000
11230,2001,6,44000
11230,2002,6,24200
11230,2003,4,19200
11230,2004,4,17000
11230,2005,4,17600
11230,2006,2,5000
11230,2007,2,5250
11230,2008,2,7200
11230,2010,6,42076
11230,2011,2,8308
11230,2012,2,7520
11230,2013,4,42880
11230,2015,2,8000
11230,2016,2,8000
11231,1987,12,39000
11231,1988,10,55000
11231,1989,6,32000
11231,1990,6,27000
11231,1991,20,58050
11231,1992,10,31640
11231,1993,8,40000
11231,1994,12,56900
11231,1995,6,37000
11231,1996,8,43776
11231,1997,8,34090
11231,1998,4,16550
11231,1999,10,40160
11231,2000,6,41660
11231,2001,14,208400
11231,2002,4,27000
11231,2003,8,72000
11231,2004,10,36100
11231,2005,18,68124
11231,2006,12,55200
11231,2007,18,85850
11231,2008,16,145048
11231,2009,18,166100
11231,2010,18,223050
11231,2011,30,465418
11231,2012,20,243240
11231,2013,26,478800
11231,2015,26,256400
11231,2016,30,569926
11232,1991,2,7700
11232,1993,2,10000
11232,1994,4,14000
11232,1995,2,10000
11232,1996,2,7720
11232,1997,2,10000
11232,1998,2,11000
11232,1999,2,11660
11232,2000,2,25000
11232,2001,4,75000
11232,2002,6,130400
11232,2003,4,194000
11232,2004,4,92800
11232,2005,6,58000
11232,2006,6,64000
11232,2007,10,60200
11232,2008,14,118400
11232,2009,8,85400
11232,2010,10,108822
11232,2011,6,25714
11232,2012,14,143800
11232,2013,10,91000
11232,2014,2,20000
11232,2015,8,129000
11232,2016,12,182500
11233,1991,2,10000
11233,2008,2,10000
11233,2011,2,8308
11233,2013,4,39000
11233,2014,4,104000
11233,2015,2,23000
11233,2016,2,23000
11234,1999,2,4740
11234,2006,6,52000
11234,2007,8,93350
11234,2008,2,12000
11235,2008,6,15710
11235,2009,2,12000
11235,2010,4,14680
11235,2011,6,31078
11235,2012,4,12200
11235,2013,2,8100
11235,2016,4,59800
11236,2013,2,15800
11237,1988,4,21000
11237,1989,6,29946
11237,1990,2,24000
11237,1991,4,24000
11237,1992,2,8800
11237,1993,4,13160
11237,1994,2,6160
11237,1995,4,15000
11237,1996,2,7720
11237,1997,2,7800
11237,1998,2,16000
11237,1999,2,30000
11237,2000,2,30000
11237,2001,2,37400
11237,2002,2,36000
11237,2003,2,36000
11237,2004,2,30600
11237,2005,2,36000
11237,2006,4,44400
11237,2007,6,106620
11237,2008,6,96000
11237,2009,2,45000
11237,2010,4,25000
11237,2012,2,10000
11237,2013,2,10000
11237,2014,2,400
11237,2015,4,66000
11237,2016,2,30000
11238,1987,68,1654210
11238,1988,48,1663750
11238,1989,62,1838930
11238,1990,54,1902250
11238,1991,26,885240
11238,1992,18,615840
11238,1993,12,461000
11238,1994,12,490400
11238,1995,8,678000
11238,1996,14,615082
11238,1997,14,560750
11238,1998,12,702750
11238,1999,22,869464
11238,2000,12,708160
11238,2001,10,672400
11238,2002,12,590200
