Zip Code,Fiscal Year,No. of Awards,Grant Dollars,Grantor
10038,1993,18,"$87,944",New York
10038,1994,24,"$114,888",New York
10038,1995,24,"$194,068",New York
10038,1996,24,"$139,928",New York
10038,1997,28,"$178,948",New York
10038,1998,22,"$184,668",New York
10038,1999,28,"$286,840",New York
10038,1999,2,$60,Utah
10039,1998,2,"$8,400",New York
10040,1987,4,"$15,000",New York
10040,1988,4,"$15,000",New York
10040,1989,8,"$19,400",New York
10040,1990,4,"$14,140",New York
10040,1991,6,"$13,000",New York
10040,1992,6,"$8,040",New York
10040,1993,4,"$6,700",New York
10040,1994,6,"$12,640",New York
10040,1995,4,"$9,000",New York
10048,1990,14,"$117,958",New York
10048,1991,10,"$110,000",New York
10048,1992,12,"$55,000",New York
10048,1993,6,"$43,600",New York
10048,1994,8,"$60,368",New York
10048,1995,8,"$44,000",New York
10048,1996,6,"$36,094",New York
10048,1997,8,"$41,306",New York
10048,1998,12,"$882,000",New York
10048,1999,10,"$328,380",New York
10106,1991,2,"$11,000",New York
10106,1992,2,"$5,000",New York
10107,1991,2,"$2,400",New York
10107,1992,2,"$2,400",New York
10107,1993,2,"$28,086",New York
10107,1994,2,"$32,580",New York
10107,1995,2,"$30,600",New York
10107,1996,2,"$26,576",New York
10107,1997,4,"$29,234",New York
10107,1998,2,"$36,000",New York
10107,1999,6,"$69,160",New York
10115,1987,8,"$35,000",New York
10115,1988,6,"$26,000",New York
10115,1989,14,"$50,000",New York
10115,1990,6,"$38,000",New York
10115,1991,12,"$60,400",New York
10115,1992,4,"$20,360",New York
10115,1993,4,"$15,556",New York
10115,1994,2,"$6,000",New York
10115,1995,2,"$6,000",New York
10115,1996,2,"$5,790",New York
10115,1997,4,"$6,496",New York
10115,1998,2,"$8,000",New York
10115,1999,2,"$8,480",New York
10118,1996,4,"$12,820",New York
10118,1997,6,"$33,480",New York
10118,1998,4,"$30,000",New York
10122,1998,2,"$40,000",New York
10122,1999,2,"$40,000",New York
10123,1987,2,"$16,000",New York
10128,1987,116,"$1,192,600",New York
10128,1987,2,"$5,000",Ohio
10128,1988,116,"$1,287,764",New York
10128,1989,122,"$1,221,500",New York
10128,1990,94,"$1,154,966",New York
10128,1991,70,"$962,278",New York
10128,1992,100,"$813,498",New York
10128,1993,42,"$454,326",New York
10128,1994,60,"$707,088",New York
10128,1995,70,"$959,580",New York
10128,1996,48,"$507,068",New York
10128,1997,56,"$611,032",New York
10128,1998,46,"$808,368",New York
10128,1999,50,"$931,894",New York
10152,1986,2,"$2,608",Illinois
10153,1999,6,"$98,160",New York
10166,1987,2,"$4,000",New York
10168,1999,4,"$18,000",New York
10170,1989,2,"$30,000",New York
10170,1992,4,"$19,000",New York
10170,1993,4,"$13,904",New York
10170,1994,4,"$15,232",New York
10170,1995,6,"$21,000",New York
10170,1996,6,"$19,302",New York
10170,1997,6,"$15,356",New York
10170,1998,4,"$15,600",New York
10170,1999,4,"$20,176",New York
10173,1990,2,"$10,000",New York
10173,1991,2,"$10,000",New York
10175,1988,6,"$18,000",New York
10175,1989,8,"$22,000",New York
10175,1990,8,"$24,000",New York
10175,1991,2,"$14,000",New York
10175,1992,2,"$5,000",New York
10271,1999,2,"$30,000",New York
10280,1987,2,"$8,000",New York
10280,1988,4,"$16,000",New York
10280,1989,4,"$16,000",New York
10280,1990,4,"$25,000",New York
10280,1991,2,"$14,250",New York
10280,1992,4,"$14,000",New York
10280,1993,2,"$11,200",New York
10280,1994,2,"$17,000",New York
10301,1986,6,"$15,000",New York
10301,1987,48,"$281,800",New York
10301,1988,40,"$266,800",New York
10301,1989,60,"$366,900",New York
10301,1990,44,"$317,452",New York
10301,1991,38,"$261,134",New York
10301,1992,30,"$191,176",New York
10301,1993,24,"$184,890",New York
10301,1994,26,"$226,382",New York
10301,1995,2,$400,Mid Atlantic Arts Foundation
10301,1995,36,"$346,000",New York
10301,1996,2,$400,Mid-America Arts Alliance
10301,1996,32,"$251,288",New York
10301,1997,16,"$157,740",New York
10301,1998,4,"$10,500",Mid Atlantic Arts Foundation
10301,1998,22,"$292,840",New York
10301,1999,4,"$1,180",Mid Atlantic Arts Foundation
10301,1999,26,"$365,686",New York
10302,1991,4,"$25,100",New York
10302,1992,2,"$15,280",New York
10303,1989,2,"$18,000",New York
10303,1990,2,"$20,000",New York
10304,1988,6,"$50,800",New York
10304,1989,2,"$30,000",New York
10304,1990,2,"$30,000",New York
10304,1991,4,"$39,000",New York
10304,1992,2,"$21,000",New York
10304,1993,4,"$22,500",New York
10304,1994,2,"$10,000",New York
10304,1995,4,"$20,000",New York
10304,1996,2,"$13,124",New York
10304,1997,4,"$33,780",New York
10304,1998,4,"$162,760",New York
10304,1999,8,"$174,000",New York
10305,1987,14,"$207,800",New York
10305,1988,18,"$269,000",New York
10305,1989,20,"$223,000",New York
10305,1990,10,"$209,274",New York
10305,1991,2,"$74,000",New York
10306,1987,8,"$89,190",New York
10306,1988,8,"$130,000",New York
10306,1989,16,"$134,000",New York
10306,1990,8,"$114,320",New York
10306,1991,8,"$92,000",New York
10306,1992,4,"$34,800",New York
10306,1993,6,"$59,920",New York
10306,1994,6,"$59,548",New York
10306,1995,10,"$86,500",New York
10306,1996,6,"$50,180",New York
10306,1997,6,"$36,700",New York
10306,1998,6,"$64,080",New York
10306,1999,2,"$37,660",New York
10309,1987,2,"$9,000",New York
10309,1988,2,"$9,000",New York
10309,1989,2,"$9,000",New York
10309,1990,2,"$7,000",New York
10309,1991,2,"$4,000",New York
10309,1992,2,"$4,000",New York
10309,1993,2,"$3,000",New York
10309,1994,2,"$4,000",New York
10309,1995,2,"$4,000",New York
10309,1996,2,"$3,860",New York
10309,1997,4,"$4,254",New York
10309,1998,2,"$4,000",New York
10309,1999,2,"$4,240",New York
10310,1987,2,"$6,000",New York
10310,1988,2,"$6,000",New York
10310,1989,2,"$8,000",New York
10314,1987,8,"$36,000",New York
10314,1988,4,"$20,000",New York
10314,1990,2,"$6,800",New York
10314,1995,2,"$10,000",New York
10314,1996,2,"$9,650",New York
10314,1997,2,"$14,000",New York
10314,1998,4,"$50,000",New York
10451,1989,8,"$30,000",New York
10451,1992,4,"$24,030",New York
10451,1993,2,"$18,000",New York
10451,1994,2,"$9,000",Mid Atlantic Arts Foundation
10451,1994,6,"$67,760",New York
10451,1995,8,"$95,240",New York
10451,1996,4,"$11,184",Mid Atlantic Arts Foundation
10451,1996,4,"$13,500",New England Foundation for the Arts
10451,1996,4,"$28,926",New York
10451,1997,4,"$10,500",Mid Atlantic Arts Foundation
10451,1997,2,"$10,000",New York
10452,1990,6,"$80,240",New York
10452,1991,2,"$13,600",New York
10452,1992,6,"$28,960",New York
10452,1993,6,"$26,000",New York
10452,1994,4,"$21,000",New York
10452,1995,8,"$82,000",New York
10452,1996,6,"$60,796",New York
10452,1997,4,"$38,000",New York
10452,1998,2,"$15,000",New York
10452,1999,6,"$90,000",New York
10454,1987,10,"$47,000",New York
10454,1988,12,"$38,000",New York
10454,1989,14,"$123,000",New York
10454,1990,8,"$53,800",New York
10454,1991,8,"$120,800",New York
10454,1992,8,"$70,360",New York
10454,1993,8,"$72,000",New York
10454,1994,2,"$4,000",Mid Atlantic Arts Foundation
10454,1998,2,"$6,000",Mid Atlantic Arts Foundation
10455,1987,18,"$70,600",New York
10455,1988,4,"$40,000",New York
10455,1989,8,"$59,000",New York
10455,1990,4,"$57,100",New York
10455,1991,2,"$33,740",New York
10456,1987,26,"$301,000",New York
10456,1988,24,"$315,400",New York
10456,1989,18,"$284,600",New York
10456,1990,18,"$307,000",New York
10456,1991,12,"$263,800",New York
10456,1992,14,"$223,640",New York
10456,1993,6,"$143,996",New York
10456,1994,12,"$192,098",New York
10456,1995,4,"$231,746",New York
10456,1996,6,"$111,458",New York
10456,1997,4,"$50,900",New York
10456,1999,2,"$40,000",New York
10457,1990,2,"$10,000",New York
10457,1991,2,"$9,000",New York
10458,1987,12,"$74,518",New York
10458,1988,22,"$87,358",New York
10458,1989,10,"$34,000",New York
10458,1990,10,"$42,000",New York
10458,1992,2,"$24,000",New York
10458,1993,4,"$15,000",New York
10458,1994,4,"$25,000",New York
10458,1995,2,"$13,000",New York
10458,1996,2,"$15,440",New York
10460,1987,14,"$80,900",New York
10460,1988,8,"$48,380",New York
10460,1989,16,"$54,980",New York
10460,1990,10,"$66,500",New York
10460,1991,8,"$42,200",New York
10460,1992,8,"$37,680",New York
10460,1993,6,"$25,000",New York
10460,1994,6,"$31,200",New York
10460,1995,4,"$22,200",New York
10460,1996,2,"$5,790",New York
10460,1997,2,"$6,080",New York
10461,1987,22,"$547,000",New York
10461,1988,18,"$537,280",New York
10461,1989,38,"$643,692",New York
10461,1990,28,"$762,800",New York
10461,1991,18,"$657,170",New York
10461,1992,16,"$473,960",New York
10461,1993,12,"$427,426",New York
10461,1994,14,"$644,458",New York
10461,1995,2,$400,Mid Atlantic Arts Foundation
10461,1995,24,"$853,070",New York
10461,1996,2,$400,Mid Atlantic Arts Foundation
10461,1996,16,"$872,664",New York
10461,1997,22,"$1,008,380",New York
10461,1998,14,"$1,189,828",New York
10461,1999,2,"$32,000",Mid Atlantic Arts Foundation
10461,1999,12,"$1,242,280",New York
10462,1987,2,"$2,000",New York
10462,1988,2,"$2,000",New York
10462,1988,2,"$4,000",Vermont
10462,1989,2,"$2,000",New York
10462,1995,2,"$6,200",New York
10462,1996,2,"$6,996",New York
10462,1997,2,"$7,360",New York
10462,1998,2,"$7,876",New York
10463,1987,4,"$7,000",New York
10463,1988,2,"$8,000",New York
10464,1987,4,"$40,200",New York
10464,1988,8,"$52,000",New York
10464,1989,12,"$58,600",New York
10464,1990,8,"$34,500",New York
10464,1991,8,"$54,800",New York
10464,1992,2,"$8,000",New York
10464,1993,6,"$26,000",New York
10464,1994,4,"$19,600",New York
10464,1995,4,"$21,600",New York
10464,1996,2,"$11,580",New York
10464,1997,2,"$12,160",New York
10464,1998,2,"$12,400",New York
10465,1990,2,"$1,000",New York
10465,1999,2,"$10,000",New York
10466,1987,4,"$16,000",New York
10466,1989,2,"$1,000",New York
10467,1987,22,"$138,000",New York
10467,1988,16,"$205,308",New York
10467,1989,30,"$331,700",New York
10467,1990,30,"$346,784",New York
10467,1991,16,"$213,302",New York
10467,1992,10,"$116,400",New York
10467,1993,12,"$112,500",New York
10467,1994,10,"$88,640",New York
10467,1995,12,"$124,640",New York
10467,1996,18,"$154,610",New York
10467,1997,12,"$69,788",New York
10467,1998,10,"$98,280",New York
10467,1999,10,"$93,820",New York
10468,1987,16,"$125,000",New York
10468,1988,12,"$133,580",New York
10468,1989,14,"$132,600",New York
10468,1990,14,"$136,470",New York
10468,1991,16,"$181,320",New York
10468,1992,22,"$162,486",New York
10468,1993,20,"$140,256",New York
10468,1994,4,"$3,900",Mid Atlantic Arts Foundation
10468,1994,10,"$95,000",New York
10468,1995,2,"$3,150",Mid Atlantic Arts Foundation
10468,1995,8,"$67,576",New York
10468,1996,2,$400,Mid Atlantic Arts Foundation
10468,1996,6,"$30,470",New York
10468,1997,6,"$29,000",New York
10468,1998,8,"$47,000",New York
10468,1999,2,$600,Mid Atlantic Arts Foundation
10468,1999,8,"$62,600",New York
10471,1986,2,"$4,000",Ohio
10471,1987,26,"$254,100",New York
10471,1988,28,"$242,100",New York
10471,1989,20,"$194,500",New York
10471,1990,20,"$198,500",New York
10471,1991,16,"$149,460",New York
10471,1992,8,"$80,636",New York
10471,1993,14,"$89,384",New York
10471,1994,8,"$74,400",New York
10471,1995,10,"$115,500",New York
10471,1996,8,"$85,210",New York
10471,1997,4,"$41,340",New York
10471,1998,4,"$28,000",New York
10471,1999,4,"$45,440",New York
10473,1987,8,"$20,350",New York
10473,1991,2,"$24,000",New York
10473,1992,2,"$18,000",New York
10473,1993,2,"$14,000",New York
10475,1987,2,"$8,000",New York
10475,1988,2,"$6,000",New York
10475,1990,2,"$8,000",New York
11004,1988,6,"$20,000",New York
11004,1989,8,"$21,000",New York
11004,1990,4,"$20,000",New York
11004,1991,2,"$16,000",New York
11004,1992,2,"$20,514",New York
11004,1993,4,"$52,300",New York
11101,1986,2,"$22,420",Ohio
11101,1987,16,"$81,000",New York
11101,1988,2,"$23,500",Minnesota
11101,1988,20,"$123,400",New York
11101,1988,2,"$23,000",Ohio
11101,1989,2,"$7,000",Arts Midwest
11101,1989,2,"$25,900",Minnesota
11101,1989,14,"$80,000",New York
11101,1989,2,"$27,930",Ohio
11101,1990,10,"$78,000",New York
11101,1990,4,"$37,050",Ohio
11101,1991,12,"$251,360",New York
11101,1991,4,"$51,530",Ohio
11101,1992,10,"$156,600",New York
11101,1993,6,"$100,720",New York
11101,1994,2,"$10,000",Mid Atlantic Arts Foundation
11101,1994,10,"$122,000",New York
11101,1995,14,"$179,000",New York
11101,1996,2,"$10,000",Mid Atlantic Arts Foundation
11101,1996,16,"$163,158",New York
11101,1997,10,"$111,540",New York
11101,1998,6,"$135,612",New York
11101,1999,4,"$111,348",New York
11102,1987,4,"$41,000",New York
11102,1988,4,"$56,000",New York
11102,1989,6,"$63,000",New York
11102,1990,6,"$59,000",New York
11102,1991,6,"$54,634",New York
11102,1992,6,"$35,040",New York
11102,1993,6,"$27,950",New York
11102,1994,6,"$36,000",New York
11102,1995,6,"$36,000",New York
11102,1996,4,"$29,338",New York
11102,1997,6,"$36,228",New York
11102,1998,4,"$57,000",New York
11102,1999,8,"$75,000",New York
11103,1990,2,"$10,000",North Carolina
11103,1994,4,"$12,904",New York
11103,1995,4,"$12,800",New York
11103,1996,4,"$10,616",New York
11103,1997,6,"$11,716",New York
11103,1998,4,"$20,000",New York
11103,1999,2,"$10,600",New York
11104,1987,4,"$132,000",New York
11104,1988,12,"$233,412",New York
11104,1989,14,"$252,000",New York
11104,1990,14,"$227,600",New York
11104,1991,6,"$200,600",New York
11104,1992,14,"$177,300",New York
11104,1993,8,"$133,000",New York
11104,1994,4,"$115,440",New York
11104,1995,8,"$148,500",New York
11104,1996,6,"$118,792",New York
11104,1997,6,"$121,750",New York
11104,1998,8,"$176,816",New York
11104,1999,6,"$188,400",New York
11105,1987,6,"$29,000",New York
11105,1988,14,"$51,000",New York
11105,1989,12,"$44,000",New York
11105,1990,12,"$52,960",New York
11105,1991,14,"$58,180",New York
11105,1992,10,"$31,350",New York
11105,1993,8,"$25,800",New York
11105,1994,8,"$28,182",New York
11105,1995,8,"$26,968",New York
11105,1996,10,"$28,178",New York
11105,1997,12,"$32,658",New York
11105,1998,10,"$44,480",New York
11105,1999,8,"$41,694",New York
11106,1987,4,"$146,400",New York
11106,1988,16,"$199,000",New York
11106,1989,26,"$249,000",New York
11106,1990,18,"$310,242",New York
11106,1991,16,"$253,000",New York
11106,1992,6,"$168,500",New York
11106,1993,6,"$132,600",New York
11106,1994,2,"$4,000",Georgia
11106,1994,12,"$151,000",New York
11106,1995,16,"$283,500",New York
11106,1996,16,"$261,612",New York
11106,1997,16,"$174,048",New York
11106,1998,10,"$213,620",New York
11106,1999,6,"$187,800",New York
11201,1986,6,"$34,000",New York
11201,1987,52,"$329,000",New York
11201,1988,60,"$510,256",New York
11201,1989,2,"$5,948",Nevada
11201,1989,98,"$579,200",New York
11201,1990,2,"$1,370",Nevada
11201,1990,46,"$302,426",New York
11201,1991,84,"$1,118,954",New York
11201,1991,2,"$4,000",Washington
11201,1992,62,"$590,242",New York
11201,1993,48,"$588,656",New York
11201,1994,2,"$10,000",Mid Atlantic Arts Foundation
11201,1994,42,"$537,650",New York
11201,1995,2,"$2,000",Massachusetts
11201,1995,50,"$584,734",New York
11201,1996,48,"$511,412",New York
11201,1996,4,"$2,900",Utah
11201,1997,48,"$551,532",New York
11201,1997,2,"$9,552",Washington
11201,1998,32,"$503,664",New York
11201,1998,2,"$11,614",Washington
11201,1999,32,"$564,086",New York
11201,1999,2,"$174,212",Washington
11203,1988,2,"$6,000",New York
11203,1989,4,"$8,000",New York
11203,1990,4,"$15,000",New York
11203,1991,2,"$12,000",New York
11203,1992,4,"$11,360",New York
11203,1993,2,"$7,952",New York
11203,1994,2,"$12,000",New York
11203,1999,2,"$9,400",New York
11204,1987,2,"$6,300",New York
11205,1987,4,"$117,000",New York
11205,1988,10,"$140,960",New York
11205,1989,10,"$140,000",New York
11205,1990,16,"$142,000",New York
11205,1991,8,"$127,200",New York
11205,1992,4,"$72,926",New York
11205,1993,6,"$73,488",New York
11205,1994,4,"$69,510",New York
11205,1995,8,"$108,510",New York
11205,1996,4,"$88,974",New York
11205,1996,2,"$2,000",South Carolina
11205,1998,2,"$60,450",New York
11205,1999,4,"$96,772",New York
11206,1989,4,"$25,000",New York
11206,1990,2,"$20,000",New York
11207,1989,2,"$10,000",New York
11207,1991,4,"$18,000",New York
11207,1992,4,"$15,000",New York
11209,1996,2,"$6,756",New York
11209,1997,2,"$6,800",New York
11209,1998,2,"$10,000",New York
11209,1999,2,"$15,000",New York
11210,1987,8,"$144,000",New York
11210,1988,4,"$142,000",New York
11210,1989,12,"$166,200",New York
11210,1990,8,"$185,460",New York
11210,1991,2,"$120,000",New York
11210,1992,2,"$60,000",New York
11210,1993,2,"$40,000",New York
11210,1995,4,"$10,500",Mid Atlantic Arts Foundation
11210,1996,2,"$10,000",Mid Atlantic Arts Foundation
11210,1998,2,"$20,000",New York
11210,1999,2,"$1,100",Connecticut
11210,1999,4,"$50,000",New York
11211,1986,2,"$2,000",New Jersey
11211,1987,6,"$31,000",New York
11211,1987,2,"$4,000",Vermont
11211,1988,16,"$74,000",New York
11211,1989,2,"$10,000",California
11211,1989,22,"$116,700",New York
11211,1989,4,"$7,000",Rhode Island
11211,1990,20,"$108,700",New York
11211,1991,2,"$5,000",Connecticut
11211,1991,12,"$94,226",New York
11211,1991,4,"$25,000",Washington
11211,1992,2,"$5,000",Connecticut
11211,1992,8,"$47,758",New York
11211,1993,8,"$38,850",New York
11211,1994,4,"$20,000",Mid Atlantic Arts Foundation
11211,1994,6,"$42,900",New York
11211,1994,2,"$2,000",Wisconsin
11211,1995,4,"$20,000",Mid Atlantic Arts Foundation
11211,1995,8,"$58,000",New York
11211,1996,2,"$10,000",Mid Atlantic Arts Foundation
11211,1996,12,"$61,858",New York
11211,1997,14,"$93,260",New York
11211,1998,8,"$109,354",New York
11211,1999,14,"$139,320",New York
11211,1999,2,"$2,538",Washington
11213,1987,24,"$250,520",New York
11213,1988,20,"$254,500",New York
11213,1989,36,"$354,500",New York
11213,1990,32,"$378,380",New York
11213,1991,36,"$486,380",New York
11213,1992,24,"$208,388",New York
11213,1993,22,"$186,442",New York
11213,1994,22,"$195,152",New York
11213,1995,26,"$294,660",New York
11213,1996,22,"$217,924",New York
11213,1997,28,"$257,072",New York
11213,1998,16,"$266,530",New York
11213,1999,18,"$275,902",New York
11214,1987,6,"$15,000",New York
11214,1988,4,"$11,000",New York
11214,1989,4,"$11,000",New York
11214,1990,8,"$46,336",New York
11214,1991,10,"$14,814",New York
11214,1992,6,"$10,000",New York
11214,1993,8,"$15,800",New York
11214,1994,8,"$17,836",New York
11214,1995,6,"$22,000",New York
11214,1996,6,"$19,222",New York
11214,1997,8,"$25,106",New York
11214,1998,2,"$7,450",New York
11214,1999,2,"$8,940",New York
11215,1987,2,"$14,000",Michigan
11215,1987,24,"$159,000",New York
11215,1988,36,"$254,000",New York
11215,1989,2,"$4,840",Mid Atlantic Arts Foundation
11215,1989,48,"$270,884",New York
11215,1989,2,"$13,000",Washington
11215,1990,40,"$345,600",New York
11215,1990,2,"$4,630",Wisconsin
11215,1991,18,"$147,900",New York
11215,1991,4,"$4,156",Washington
11215,1992,26,"$115,774",New York
11215,1993,26,"$81,510",New York
11215,1994,2,$200,New England Foundation for the Arts
11215,1994,22,"$111,200",New York
11215,1995,2,"$10,000",Mid Atlantic Arts Foundation
11215,1995,36,"$179,000",New York
11215,1996,2,$400,Mid Atlantic Arts Foundation
11215,1996,28,"$130,280",New York
11215,1997,32,"$150,536",New York
11215,1998,2,"$1,750",Connecticut
11215,1998,32,"$207,434",New York
11215,1999,32,"$340,358",New York
11216,1987,18,"$254,600",New York
11216,1988,14,"$192,000",New York
11216,1989,20,"$229,080",New York
11216,1990,14,"$264,830",New York
11216,1991,8,"$185,600",New York
11216,1992,8,"$154,112",New York
11216,1993,8,"$137,610",New York
11216,1994,6,"$128,960",New York
11216,1995,12,"$155,000",New York
11216,1996,10,"$127,264",New York
11216,1997,6,"$36,564",New York
11216,1998,14,"$73,000",New York
11216,1999,8,"$57,720",New York
11217,1986,2,"$2,000",Minnesota
11217,1987,20,"$908,000",New York
11217,1988,2,"$7,000",Mid Atlantic Arts Foundation
11217,1988,30,"$995,000",New York
11217,1989,2,"$1,080",New England Foundation for the Arts
11217,1989,52,"$1,098,600",New York
11217,1990,58,"$1,284,000",New York
11217,1991,38,"$1,119,310",New York
11217,1992,40,"$681,028",New York
11217,1993,42,"$614,658",New York
11217,1994,8,"$34,916",Mid Atlantic Arts Foundation
11217,1994,38,"$723,950",New York
11217,1995,8,"$36,000",Mid Atlantic Arts Foundation
11217,1995,76,"$1,093,164",New York
11217,1995,4,"$3,456",Utah
11217,1995,2,"$7,562",Washington
11217,1996,18,"$54,950",Mid Atlantic Arts Foundation
11217,1996,70,"$951,168",New York
11217,1996,2,"$1,400",Utah
11217,1997,2,"$6,000",Mid Atlantic Arts Foundation
11217,1997,42,"$692,692",New York
11217,1998,2,"$6,000",Mid Atlantic Arts Foundation
11217,1998,16,"$126,000",New England Foundation for the Arts
11217,1998,40,"$864,654",New York
11217,1999,50,"$1,000,130",New York
11218,1989,4,"$7,000",New York
11218,1990,2,"$3,000",New York
11218,1992,2,"$8,000",New York
11218,1996,2,"$3,860",New York
11218,1997,2,"$10,000",Connecticut
11218,1997,4,"$12,000",New York
11218,1998,4,"$20,460",New York
11218,1999,4,"$16,000",New York
11220,1987,2,"$12,000",New York
11220,1988,4,"$22,000",New York
11220,1989,6,"$30,000",New York
11220,1990,2,"$17,000",New York
11220,1991,4,"$22,200",New York
11220,1992,2,"$8,832",New York
11220,1993,4,"$8,200",New York
11220,1994,2,"$6,200",New York
11220,1995,4,"$14,200",New York
11220,1996,2,"$5,984",New York
11220,1997,2,"$10,000",New York
11220,1998,2,"$17,000",New York
11220,1999,2,"$17,000",New York
11221,1987,4,"$15,000",New York
11221,1988,2,"$5,000",California
11221,1988,4,"$16,000",New York
11221,1989,6,"$20,000",New York
11222,1987,2,"$4,000",Illinois
11222,1987,4,"$10,000",New York
11222,1988,8,"$25,700",New York
11222,1989,2,"$1,560",New England Foundation for the Arts
11222,1989,2,"$12,000",New York
11222,1990,2,"$12,400",New York
11222,1991,2,"$18,000",Michigan
11222,1991,2,"$11,400",New York
11222,1992,2,"$5,704",New York
11222,1992,10,"$9,350",Washington
11222,1993,4,"$8,000",New York
11222,1993,2,"$2,000",Washington
11222,1994,2,"$10,000",Mid Atlantic Arts Foundation
11222,1994,2,"$8,000",New York
11222,1995,2,"$10,000",Mid Atlantic Arts Foundation
11222,1995,2,"$8,000",New York
11222,1995,10,"$15,000",Washington
11222,1996,2,"$10,000",Mid Atlantic Arts Foundation
11222,1996,2,"$6,690",Washington
11222,1997,6,"$3,720",Washington
11222,1999,6,"$3,600",Washington
11223,1987,2,"$20,000",New York
11224,1987,4,"$18,000",New York
11224,1988,6,"$44,000",New York
11224,1989,6,"$35,000",New York
11224,1990,6,"$30,450",New York
11224,1991,6,"$25,750",New York
11224,1992,4,"$15,000",New York
11224,1993,4,"$13,800",New York
11224,1994,4,"$14,376",New York
11224,1995,2,"$12,000",New York
11224,1996,2,"$9,844",New York
11224,1997,2,"$10,340",New York
11224,1998,2,"$12,600",New York
11224,1999,2,"$13,340",New York
11225,1987,22,"$89,300",New York
11225,1988,24,"$117,400",New York
11225,1989,24,"$120,800",New York
11225,1990,26,"$166,000",New York
11225,1991,8,"$87,800",New York
11225,1992,14,"$60,640",New York
11225,1993,4,"$11,996",New York
11225,1994,6,"$26,280",New York
11225,1995,2,"$2,000",New York
11225,1996,2,"$1,930",New York
11225,1997,2,"$2,000",New York
11225,1998,4,"$19,260",New York
11225,1999,2,"$2,396",New York
11226,1987,6,"$16,400",New York
11226,1988,4,"$8,000",New York
11226,1989,4,"$8,000",New York
11226,1990,6,"$58,420",New York
11226,1991,4,"$5,000",New York
11226,1992,2,"$1,000",New York
11226,1996,6,"$27,986",New York
11226,1998,4,"$25,000",New York
11226,1999,6,"$39,000",New York
11229,1989,4,"$8,000",New York
11229,1990,4,"$10,000",New York
11229,1991,4,"$9,100",New York
11230,1988,2,"$10,000",North Carolina
11230,1992,4,"$6,000",New York
11230,1993,4,"$4,000",New York
11230,1994,4,"$6,000",New York
11230,1995,4,"$11,000",New York
11230,1996,2,"$3,000",New England Foundation for the Arts
11230,1996,2,"$5,790",New York
11230,1997,4,"$6,370",New York
11230,1998,2,"$5,000",New York
11231,1987,12,"$39,000",New York
11231,1988,10,"$55,000",New York
11231,1989,6,"$32,000",New York
11231,1990,6,"$27,000",New York
11231,1991,16,"$52,050",New York
11231,1991,4,"$6,000",Washington
11231,1992,10,"$31,640",New York
11231,1993,8,"$40,000",New York
11231,1994,2,"$10,000",Mid Atlantic Arts Foundation
11231,1994,2,"$10,000",New Jersey
11231,1994,8,"$36,900",New York
11231,1995,6,"$37,000",New York
11231,1996,2,"$10,000",Mid Atlantic Arts Foundation
11231,1996,6,"$33,776",New York
11231,1997,8,"$34,090",New York
11231,1998,4,"$16,550",New York
11231,1999,2,$500,Connecticut
11231,1999,8,"$39,660",New York
11232,1991,2,"$7,700",North Carolina
11232,1993,2,"$10,000",New York
11232,1994,4,"$14,000",New York
11232,1995,2,"$10,000",New York
11232,1996,2,"$7,720",New York
11232,1997,2,"$10,000",New York
11232,1998,2,"$11,000",New York
11232,1999,2,"$11,660",New York
11233,1991,2,"$10,000",New York
11234,1999,2,"$4,740",New York
11237,1988,4,"$21,000",New York
11237,1989,6,"$29,946",New York
11237,1990,2,"$24,000",New York
11237,1991,4,"$24,000",New York
11237,1992,2,"$8,800",New York
11237,1993,4,"$13,160",New York
11237,1994,2,"$6,160",New York
11237,1995,4,"$15,000",New York
11237,1996,2,"$7,720",New York
11237,1997,2,"$7,800",New York
11237,1998,2,"$16,000",New York
11237,1999,2,"$30,000",New York
11238,1987,68,"$1,654,210",New York
11238,1988,2,"$7,000",Mid Atlantic Arts Foundation
11238,1988,46,"$1,656,750",New York
11238,1989,62,"$1,838,930",New York
11238,1990,54,"$1,902,250",New York
11238,1991,26,"$885,240",New York
11238,1992,18,"$615,840",New York
11238,1993,12,"$461,000",New York
11238,1994,12,"$490,400",New York
11238,1995,8,"$678,000",New York
11238,1996,12,"$609,882",New York
11238,1996,2,"$5,200",South Carolina
11238,1997,14,"$560,750",New York
11238,1998,12,"$702,750",New York
11238,1999,20,"$861,464",New York
11238,1999,2,"$8,000",North Carolina
11241,1987,6,"$43,000",New York
11241,1988,12,"$61,000",New York
11241,1990,10,"$66,450",New York
11241,1991,10,"$84,576",New York
11241,1992,14,"$85,434",New York
11241,1994,2,"$6,000",Mid Atlantic Arts Foundation
11243,1995,2,"$10,000",New York
11243,1996,2,"$9,650",New York
11243,1997,8,"$119,292",New York
11243,1998,8,"$145,600",New York
11243,1999,6,"$155,680",New York
11354,1987,6,"$27,400",New York
11354,1988,4,"$26,000",New York
11354,1989,8,"$46,000",New York
11354,1990,14,"$78,466",New York
11354,1991,8,"$71,200",New York
11354,1992,8,"$68,284",New York
11354,1993,6,"$24,000",New York
11354,1994,4,"$27,000",New York
11354,1995,2,"$2,000",Mid Atlantic Arts Foundation
11354,1995,6,"$28,600",New York
11354,1996,12,"$44,912",New York
11354,1997,14,"$81,620",New York
11354,1998,10,"$267,280",New York
11354,1999,18,"$279,200",New York
