"zip","industry","year","all","1_4","5_9","10_19","20_49","50_99","100_249","250_499","500_999","1000_more","1000_1499","1500_2499","2500_4999","5000_more"
"10001","Dance companies","2004","4","1","1","1","1","0","0","0","0","0","0","0","0","0"
"10001","Dance companies","2005","4","1","0","2","1","0","0","0","0","0","0","0","0","0"
"10001","Dance companies","2006","4","1","0","1","2","0","0","0","0","0","0","0","0","0"
"10001","Dance companies","2007","5","2","0","2","0","1","0","0","0","0","0","0","0","0"
"10001","Dance companies","2008","5","2","0","2","0","1","0","0","0","0","0","0","0","0"
"10001","Dance companies","2009","4","2","0","2","0","0","0","0","0","0","0","0","0","0"
"10001","Dance companies","2010","2","0","0","2","0","0","0","0","0","0","0","0","0","0"
"10001","Dance companies","2011","7","3","1","2","1","0","0","0","0","0","0","0","0","0"
"10001","Dance companies","2012","5","1","1","2","1","0","0","0","0","0","0","0","0","0"
"10001","Dance companies","2013","6","2","0","1","3","0","0","0","0","0","0","0","0","0"
"10001","Dance companies","2014","5","1","0","2","2","0","0","0","0","0","0","0","0","0"
"10001","Dance companies","2015","5","0","0","3","2","0","0","0","0","0","0","0","0","0"
"10001","Dance companies","2016","4","0","1","3","0","0","0","0","0","0","0","0","0","0"
"10001","Fine arts schools","2004","21","11","8","0","2","0","0","0","0","0","0","0","0","0"
"10001","Fine arts schools","2005","20","10","7","1","2","0","0","0","0","0","0","0","0","0"
"10001","Fine arts schools","2006","21","9","4","5","3","0","0","0","0","0","0","0","0","0"
"10001","Fine arts schools","2007","22","11","5","2","4","0","0","0","0","0","0","0","0","0"
"10001","Fine arts schools","2008","17","8","5","1","2","1","0","0","0","0","0","0","0","0"
"10001","Fine arts schools","2009","20","8","4","3","4","1","0","0","0","0","0","0","0","0"
"10001","Fine arts schools","2010","22","11","3","3","3","2","0","0","0","0","0","0","0","0"
"10001","Fine arts schools","2011","22","11","3","3","3","2","0","0","0","0","0","0","0","0"
"10001","Fine arts schools","2012","21","9","4","2","6","0","0","0","0","0","0","0","0","0"
"10001","Fine arts schools","2013","22","9","3","4","5","1","0","0","0","0","0","0","0","0"
"10001","Fine arts schools","2014","22","8","4","3","4","3","0","0","0","0","0","0","0","0"
"10001","Fine arts schools","2015","22","8","2","4","5","3","0","0","0","0","0","0","0","0"
"10001","Fine arts schools","2016","26","13","2","4","4","3","0","0","0","0","0","0","0","0"
"10001","Independent artists, writers, and performers","2004","67","58","5","1","2","0","1","0","0","0","0","0","0","0"
"10001","Independent artists, writers, and performers","2005","71","58","9","2","0","1","1","0","0","0","0","0","0","0"
"10001","Independent artists, writers, and performers","2006","64","52","7","2","2","1","0","0","0","0","0","0","0","0"
"10001","Independent artists, writers, and performers","2007","80","65","9","3","2","1","0","0","0","0","0","0","0","0"
"10001","Independent artists, writers, and performers","2008","79","63","8","6","0","1","1","0","0","0","0","0","0","0"
"10001","Independent artists, writers, and performers","2009","77","64","4","7","1","0","1","0","0","0","0","0","0","0"
"10001","Independent artists, writers, and performers","2010","75","65","4","4","1","0","1","0","0","0","0","0","0","0"
"10001","Independent artists, writers, and performers","2011","80","70","3","4","2","0","1","0","0","0","0","0","0","0"
"10001","Independent artists, writers, and performers","2012","72","59","5","6","1","0","1","0","0","0","0","0","0","0"
"10001","Independent artists, writers, and performers","2013","77","63","8","3","2","0","1","0","0","0","0","0","0","0"
"10001","Independent artists, writers, and performers","2014","88","77","5","3","1","1","1","0","0","0","0","0","0","0"
"10001","Independent artists, writers, and performers","2015","92","78","7","4","1","1","1","0","0","0","0","0","0","0"
"10001","Independent artists, writers, and performers","2016","97","85","7","2","0","2","1","0","0","0","0","0","0","0"
"10001","Integrated record production/distribution","2004","7","5","2","0","0","0","0","0","0","0","0","0","0","0"
"10001","Integrated record production/distribution","2005","7","5","1","1","0","0","0","0","0","0","0","0","0","0"
"10001","Integrated record production/distribution","2006","9","6","2","0","1","0","0","0","0","0","0","0","0","0"
"10001","Integrated record production/distribution","2007","10","6","2","1","0","0","1","0","0","0","0","0","0","0"
"10001","Integrated record production/distribution","2008","9","7","1","1","0","0","0","0","0","0","0","0","0","0"
"10001","Integrated record production/distribution","2009","5","4","0","1","0","0","0","0","0","0","0","0","0","0"
"10001","Integrated record production/distribution","2010","5","4","1","0","0","0","0","0","0","0","0","0","0","0"
"10001","Integrated record production/distribution","2011","4","3","1","0","0","0","0","0","0","0","0","0","0","0"
"10001","Integrated record production/distribution","2012","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"10001","Integrated record production/distribution","2013","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10001","Integrated record production/distribution","2014","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10001","Integrated record production/distribution","2015","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10001","Motion picture and video distribution","2004","6","4","1","0","1","0","0","0","0","0","0","0","0","0"
"10001","Motion picture and video distribution","2005","6","4","1","0","1","0","0","0","0","0","0","0","0","0"
"10001","Motion picture and video distribution","2006","5","3","0","1","1","0","0","0","0","0","0","0","0","0"
"10001","Motion picture and video distribution","2007","2","1","0","1","0","0","0","0","0","0","0","0","0","0"
"10001","Motion picture and video distribution","2008","4","2","1","0","1","0","0","0","0","0","0","0","0","0"
"10001","Motion picture and video distribution","2009","4","2","1","1","0","0","0","0","0","0","0","0","0","0"
"10001","Motion picture and video distribution","2010","4","2","1","0","1","0","0","0","0","0","0","0","0","0"
"10001","Motion picture and video distribution","2011","5","3","1","0","1","0","0","0","0","0","0","0","0","0"
"10001","Motion picture and video distribution","2012","5","1","2","2","0","0","0","0","0","0","0","0","0","0"
"10001","Motion picture and video distribution","2013","4","0","2","2","0","0","0","0","0","0","0","0","0","0"
"10001","Motion picture and video distribution","2014","5","1","1","3","0","0","0","0","0","0","0","0","0","0"
"10001","Motion picture and video distribution","2015","5","1","1","2","1","0","0","0","0","0","0","0","0","0"
"10001","Motion picture and video distribution","2016","6","2","0","2","1","1","0","0","0","0","0","0","0","0"
"10001","Motion picture and video production","2004","82","61","6","3","9","3","0","0","0","0","0","0","0","0"
"10001","Motion picture and video production","2005","89","66","8","4","9","1","1","0","0","0","0","0","0","0"
"10001","Motion picture and video production","2006","105","77","8","6","11","2","1","0","0","0","0","0","0","0"
"10001","Motion picture and video production","2007","110","78","11","6","9","3","1","2","0","0","0","0","0","0"
"10001","Motion picture and video production","2008","98","67","17","6","6","1","0","1","0","0","0","0","0","0"
"10001","Motion picture and video production","2009","95","67","12","5","9","1","1","0","0","0","0","0","0","0"
"10001","Motion picture and video production","2010","100","75","11","8","5","1","0","0","0","0","0","0","0","0"
"10001","Motion picture and video production","2011","91","64","14","8","4","0","1","0","0","0","0","0","0","0"
"10001","Motion picture and video production","2012","94","61","16","8","5","0","4","0","0","0","0","0","0","0"
"10001","Motion picture and video production","2013","94","63","10","14","6","0","1","0","0","0","0","0","0","0"
"10001","Motion picture and video production","2014","110","69","19","8","9","2","2","1","0","0","0","0","0","0"
"10001","Motion picture and video production","2015","111","64","17","11","10","6","2","0","1","0","0","0","0","0"
"10001","Motion picture and video production","2016","117","74","12","13","9","5","2","1","1","0","0","0","0","0"
"10001","Museums","2004","3","2","1","0","0","0","0","0","0","0","0","0","0","0"
"10001","Museums","2005","3","2","1","0","0","0","0","0","0","0","0","0","0","0"
"10001","Museums","2006","4","2","2","0","0","0","0","0","0","0","0","0","0","0"
"10001","Museums","2007","6","5","1","0","0","0","0","0","0","0","0","0","0","0"
"10001","Museums","2008","10","8","2","0","0","0","0","0","0","0","0","0","0","0"
"10001","Museums","2009","8","8","0","0","0","0","0","0","0","0","0","0","0","0"
"10001","Museums","2010","10","8","2","0","0","0","0","0","0","0","0","0","0","0"
"10001","Museums","2011","10","8","2","0","0","0","0","0","0","0","0","0","0","0"
"10001","Museums","2012","7","6","1","0","0","0","0","0","0","0","0","0","0","0"
"10001","Museums","2013","8","4","4","0","0","0","0","0","0","0","0","0","0","0"
"10001","Museums","2014","12","9","3","0","0","0","0","0","0","0","0","0","0","0"
"10001","Museums","2015","14","10","3","1","0","0","0","0","0","0","0","0","0","0"
"10001","Museums","2016","14","10","3","1","0","0","0","0","0","0","0","0","0","0"
"10001","Music publishers","2004","3","3","0","0","0","0","0","0","0","0","0","0","0","0"
"10001","Music publishers","2005","5","5","0","0","0","0","0","0","0","0","0","0","0","0"
"10001","Music publishers","2006","6","5","1","0","0","0","0","0","0","0","0","0","0","0"
"10001","Music publishers","2007","8","5","3","0","0","0","0","0","0","0","0","0","0","0"
"10001","Music publishers","2008","8","4","2","0","1","0","1","0","0","0","0","0","0","0"
"10001","Music publishers","2009","7","3","0","2","1","0","1","0","0","0","0","0","0","0"
"10001","Music publishers","2010","7","3","1","2","0","0","1","0","0","0","0","0","0","0"
"10001","Music publishers","2011","9","6","0","2","1","0","0","0","0","0","0","0","0","0"
"10001","Music publishers","2012","9","7","0","2","0","0","0","0","0","0","0","0","0","0"
"10001","Music publishers","2013","8","6","0","1","1","0","0","0","0","0","0","0","0","0"
"10001","Music publishers","2014","9","6","0","1","2","0","0","0","0","0","0","0","0","0"
"10001","Music publishers","2015","6","3","1","2","0","0","0","0","0","0","0","0","0","0"
"10001","Music publishers","2016","5","2","1","1","1","0","0","0","0","0","0","0","0","0"
"10001","Musical groups and artists","2004","10","8","1","0","0","1","0","0","0","0","0","0","0","0"
"10001","Musical groups and artists","2005","12","10","2","0","0","0","0","0","0","0","0","0","0","0"
"10001","Musical groups and artists","2006","10","6","4","0","0","0","0","0","0","0","0","0","0","0"
"10001","Musical groups and artists","2007","17","11","4","1","1","0","0","0","0","0","0","0","0","0"
"10001","Musical groups and artists","2008","16","11","3","1","1","0","0","0","0","0","0","0","0","0"
"10001","Musical groups and artists","2009","15","13","2","0","0","0","0","0","0","0","0","0","0","0"
"10001","Musical groups and artists","2010","14","11","1","1","1","0","0","0","0","0","0","0","0","0"
"10001","Musical groups and artists","2011","13","9","2","1","1","0","0","0","0","0","0","0","0","0"
"10001","Musical groups and artists","2012","11","6","3","1","1","0","0","0","0","0","0","0","0","0"
"10001","Musical groups and artists","2013","13","9","1","2","1","0","0","0","0","0","0","0","0","0"
"10001","Musical groups and artists","2014","11","7","2","1","1","0","0","0","0","0","0","0","0","0"
"10001","Musical groups and artists","2015","10","6","1","1","1","1","0","0","0","0","0","0","0","0"
"10001","Musical groups and artists","2016","11","7","2","1","1","0","0","0","0","0","0","0","0","0"
"10001","Record production","2004","4","4","0","0","0","0","0","0","0","0","0","0","0","0"
"10001","Record production","2005","4","4","0","0","0","0","0","0","0","0","0","0","0","0"
"10001","Record production","2006","7","6","0","1","0","0","0","0","0","0","0","0","0","0"
"10001","Record production","2007","3","3","0","0","0","0","0","0","0","0","0","0","0","0"
"10001","Record production","2008","4","4","0","0","0","0","0","0","0","0","0","0","0","0"
"10001","Record production","2009","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"10001","Record production","2010","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"10001","Record production","2011","2","1","1","0","0","0","0","0","0","0","0","0","0","0"
"10001","Record production","2012","2","1","1","0","0","0","0","0","0","0","0","0","0","0"
"10001","Record production","2013","2","1","1","0","0","0","0","0","0","0","0","0","0","0"
"10001","Record production","2014","2","1","1","0","0","0","0","0","0","0","0","0","0","0"
"10001","Record production","2015","2","0","1","1","0","0","0","0","0","0","0","0","0","0"
"10001","Record production","2016","2","0","2","0","0","0","0","0","0","0","0","0","0","0"
"10001","Sound recording studios","2004","17","11","6","0","0","0","0","0","0","0","0","0","0","0"
"10001","Sound recording studios","2005","19","13","5","1","0","0","0","0","0","0","0","0","0","0"
"10001","Sound recording studios","2006","20","15","4","1","0","0","0","0","0","0","0","0","0","0"
"10001","Sound recording studios","2007","22","14","6","2","0","0","0","0","0","0","0","0","0","0"
"10001","Sound recording studios","2008","19","14","4","1","0","0","0","0","0","0","0","0","0","0"
"10001","Sound recording studios","2009","22","17","4","1","0","0","0","0","0","0","0","0","0","0"
"10001","Sound recording studios","2010","20","15","5","0","0","0","0","0","0","0","0","0","0","0"
"10001","Sound recording studios","2011","22","17","3","2","0","0","0","0","0","0","0","0","0","0"
"10001","Sound recording studios","2012","20","16","4","0","0","0","0","0","0","0","0","0","0","0"
"10001","Sound recording studios","2013","20","16","4","0","0","0","0","0","0","0","0","0","0","0"
"10001","Sound recording studios","2014","19","14","4","1","0","0","0","0","0","0","0","0","0","0"
"10001","Sound recording studios","2015","16","12","3","1","0","0","0","0","0","0","0","0","0","0"
"10001","Sound recording studios","2016","16","11","4","1","0","0","0","0","0","0","0","0","0","0"
"10001","Theater companies and dinner theaters","2004","12","5","2","1","2","0","2","0","0","0","0","0","0","0"
"10001","Theater companies and dinner theaters","2005","11","5","0","2","2","0","2","0","0","0","0","0","0","0"
"10001","Theater companies and dinner theaters","2006","12","3","3","1","2","1","1","1","0","0","0","0","0","0"
"10001","Theater companies and dinner theaters","2007","12","5","2","2","1","0","1","1","0","0","0","0","0","0"
"10001","Theater companies and dinner theaters","2008","14","7","1","2","1","1","1","1","0","0","0","0","0","0"
"10001","Theater companies and dinner theaters","2009","16","9","2","0","2","1","2","0","0","0","0","0","0","0"
"10001","Theater companies and dinner theaters","2010","14","7","1","2","1","1","2","0","0","0","0","0","0","0"
"10001","Theater companies and dinner theaters","2011","17","10","1","1","2","2","1","0","0","0","0","0","0","0"
"10001","Theater companies and dinner theaters","2012","16","8","1","2","2","2","1","0","0","0","0","0","0","0"
"10001","Theater companies and dinner theaters","2013","17","7","1","2","3","3","1","0","0","0","0","0","0","0"
"10001","Theater companies and dinner theaters","2014","16","7","1","2","4","1","1","0","0","0","0","0","0","0"
"10001","Theater companies and dinner theaters","2015","16","11","0","2","1","1","1","0","0","0","0","0","0","0"
"10001","Theater companies and dinner theaters","2016","15","9","0","3","0","1","2","0","0","0","0","0","0","0"
"10002","Dance companies","2004","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Dance companies","2005","3","3","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Dance companies","2006","4","4","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Dance companies","2007","3","3","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Dance companies","2008","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Dance companies","2009","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Dance companies","2010","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Dance companies","2011","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Dance companies","2012","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"10002","Dance companies","2013","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"10002","Dance companies","2014","2","1","0","1","0","0","0","0","0","0","0","0","0","0"
"10002","Dance companies","2015","2","1","1","0","0","0","0","0","0","0","0","0","0","0"
"10002","Dance companies","2016","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"10002","Fine arts schools","2004","4","3","1","0","0","0","0","0","0","0","0","0","0","0"
"10002","Fine arts schools","2005","3","3","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Fine arts schools","2006","3","2","1","0","0","0","0","0","0","0","0","0","0","0"
"10002","Fine arts schools","2007","3","3","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Fine arts schools","2008","3","2","1","0","0","0","0","0","0","0","0","0","0","0"
"10002","Fine arts schools","2009","3","2","1","0","0","0","0","0","0","0","0","0","0","0"
"10002","Fine arts schools","2010","4","3","1","0","0","0","0","0","0","0","0","0","0","0"
"10002","Fine arts schools","2011","4","3","1","0","0","0","0","0","0","0","0","0","0","0"
"10002","Fine arts schools","2012","5","4","1","0","0","0","0","0","0","0","0","0","0","0"
"10002","Fine arts schools","2013","5","4","1","0","0","0","0","0","0","0","0","0","0","0"
"10002","Fine arts schools","2014","4","3","1","0","0","0","0","0","0","0","0","0","0","0"
"10002","Fine arts schools","2015","3","2","0","1","0","0","0","0","0","0","0","0","0","0"
"10002","Fine arts schools","2016","3","2","0","1","0","0","0","0","0","0","0","0","0","0"
"10002","Independent artists, writers, and performers","2004","11","11","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Independent artists, writers, and performers","2005","14","14","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Independent artists, writers, and performers","2006","16","16","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Independent artists, writers, and performers","2007","13","13","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Independent artists, writers, and performers","2008","17","16","1","0","0","0","0","0","0","0","0","0","0","0"
"10002","Independent artists, writers, and performers","2009","19","19","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Independent artists, writers, and performers","2010","20","18","1","1","0","0","0","0","0","0","0","0","0","0"
"10002","Independent artists, writers, and performers","2011","24","23","1","0","0","0","0","0","0","0","0","0","0","0"
"10002","Independent artists, writers, and performers","2012","20","18","2","0","0","0","0","0","0","0","0","0","0","0"
"10002","Independent artists, writers, and performers","2013","23","20","3","0","0","0","0","0","0","0","0","0","0","0"
"10002","Independent artists, writers, and performers","2014","27","23","3","1","0","0","0","0","0","0","0","0","0","0"
"10002","Independent artists, writers, and performers","2015","34","29","4","1","0","0","0","0","0","0","0","0","0","0"
"10002","Independent artists, writers, and performers","2016","39","37","2","0","0","0","0","0","0","0","0","0","0","0"
"10002","Integrated record production/distribution","2009","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Motion picture and video production","2004","4","4","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Motion picture and video production","2005","5","3","2","0","0","0","0","0","0","0","0","0","0","0"
"10002","Motion picture and video production","2006","6","5","1","0","0","0","0","0","0","0","0","0","0","0"
"10002","Motion picture and video production","2007","10","10","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Motion picture and video production","2008","8","8","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Motion picture and video production","2009","11","10","1","0","0","0","0","0","0","0","0","0","0","0"
"10002","Motion picture and video production","2010","13","13","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Motion picture and video production","2011","17","14","3","0","0","0","0","0","0","0","0","0","0","0"
"10002","Motion picture and video production","2012","20","14","2","3","0","0","1","0","0","0","0","0","0","0"
"10002","Motion picture and video production","2013","18","12","3","1","0","2","0","0","0","0","0","0","0","0"
"10002","Motion picture and video production","2014","24","20","2","1","0","1","0","0","0","0","0","0","0","0"
"10002","Motion picture and video production","2015","22","18","3","0","1","0","0","0","0","0","0","0","0","0"
"10002","Motion picture and video production","2016","24","18","4","0","1","0","0","1","0","0","0","0","0","0"
"10002","Museums","2004","4","3","0","0","1","0","0","0","0","0","0","0","0","0"
"10002","Museums","2005","4","3","0","0","0","1","0","0","0","0","0","0","0","0"
"10002","Museums","2006","5","4","0","0","0","1","0","0","0","0","0","0","0","0"
"10002","Museums","2007","6","4","1","0","0","1","0","0","0","0","0","0","0","0"
"10002","Museums","2008","6","4","1","0","0","1","0","0","0","0","0","0","0","0"
"10002","Museums","2009","5","3","1","0","0","1","0","0","0","0","0","0","0","0"
"10002","Museums","2010","3","1","1","0","0","1","0","0","0","0","0","0","0","0"
"10002","Museums","2011","4","2","1","0","0","1","0","0","0","0","0","0","0","0"
"10002","Museums","2012","6","2","2","1","0","1","0","0","0","0","0","0","0","0"
"10002","Museums","2013","6","2","3","0","1","0","0","0","0","0","0","0","0","0"
"10002","Museums","2014","7","1","5","0","0","1","0","0","0","0","0","0","0","0"
"10002","Museums","2015","7","2","3","1","0","1","0","0","0","0","0","0","0","0"
"10002","Museums","2016","8","1","4","2","0","1","0","0","0","0","0","0","0","0"
"10002","Music publishers","2004","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Music publishers","2005","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Music publishers","2006","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Music publishers","2007","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Music publishers","2008","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Music publishers","2012","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Music publishers","2015","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Music publishers","2016","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Musical groups and artists","2004","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Musical groups and artists","2005","2","1","1","0","0","0","0","0","0","0","0","0","0","0"
"10002","Musical groups and artists","2006","2","1","1","0","0","0","0","0","0","0","0","0","0","0"
"10002","Musical groups and artists","2007","3","2","1","0","0","0","0","0","0","0","0","0","0","0"
"10002","Musical groups and artists","2008","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10002","Musical groups and artists","2009","2","1","1","0","0","0","0","0","0","0","0","0","0","0"
"10002","Musical groups and artists","2010","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Musical groups and artists","2011","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Musical groups and artists","2012","3","3","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Musical groups and artists","2013","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Musical groups and artists","2014","3","3","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Musical groups and artists","2015","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10002","Musical groups and artists","2016","3","2","1","0","0","0","0","0","0","0","0","0","0","0"
"10002","Record production","2016","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Sound recording studios","2005","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Sound recording studios","2006","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Sound recording studios","2008","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Sound recording studios","2009","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Sound recording studios","2010","3","2","1","0","0","0","0","0","0","0","0","0","0","0"
"10002","Sound recording studios","2011","3","2","1","0","0","0","0","0","0","0","0","0","0","0"
"10002","Sound recording studios","2012","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Sound recording studios","2013","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Sound recording studios","2014","2","1","0","1","0","0","0","0","0","0","0","0","0","0"
"10002","Sound recording studios","2015","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Sound recording studios","2016","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10002","Theater companies and dinner theaters","2004","1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"10002","Theater companies and dinner theaters","2005","3","2","1","0","0","0","0","0","0","0","0","0","0","0"
"10002","Theater companies and dinner theaters","2006","3","2","1","0","0","0","0","0","0","0","0","0","0","0"
"10002","Theater companies and dinner theaters","2007","5","2","1","0","1","0","1","0","0","0","0","0","0","0"
"10002","Theater companies and dinner theaters","2008","5","3","0","1","0","0","1","0","0","0","0","0","0","0"
"10002","Theater companies and dinner theaters","2009","5","4","0","0","0","1","0","0","0","0","0","0","0","0"
"10002","Theater companies and dinner theaters","2010","5","3","1","0","0","0","1","0","0","0","0","0","0","0"
"10002","Theater companies and dinner theaters","2011","5","3","1","0","0","0","1","0","0","0","0","0","0","0"
"10002","Theater companies and dinner theaters","2012","5","1","3","0","0","0","1","0","0","0","0","0","0","0"
"10002","Theater companies and dinner theaters","2013","4","2","1","0","0","0","1","0","0","0","0","0","0","0"
"10002","Theater companies and dinner theaters","2014","5","2","2","0","0","0","1","0","0","0","0","0","0","0"
"10002","Theater companies and dinner theaters","2015","6","1","3","1","0","0","1","0","0","0","0","0","0","0"
"10002","Theater companies and dinner theaters","2016","6","1","2","2","0","0","1","0","0","0","0","0","0","0"
"10003","Dance companies","2004","11","3","3","3","0","1","0","1","0","0","0","0","0","0"
"10003","Dance companies","2005","12","5","4","1","0","1","0","1","0","0","0","0","0","0"
"10003","Dance companies","2006","12","5","4","1","0","1","0","1","0","0","0","0","0","0"
"10003","Dance companies","2007","13","9","0","2","1","0","0","1","0","0","0","0","0","0"
"10003","Dance companies","2008","13","8","3","1","0","0","0","1","0","0","0","0","0","0"
"10003","Dance companies","2009","15","12","1","1","0","0","0","1","0","0","0","0","0","0"
"10003","Dance companies","2010","14","10","1","2","0","0","0","1","0","0","0","0","0","0"
"10003","Dance companies","2011","15","12","1","1","0","0","0","1","0","0","0","0","0","0"
"10003","Dance companies","2012","10","4","1","4","0","0","0","1","0","0","0","0","0","0"
"10003","Dance companies","2013","11","4","3","3","0","0","0","1","0","0","0","0","0","0"
"10003","Dance companies","2014","13","7","1","3","1","0","0","1","0","0","0","0","0","0"
"10003","Dance companies","2015","11","3","1","4","1","1","0","1","0","0","0","0","0","0"
"10003","Dance companies","2016","12","6","2","2","0","1","0","1","0","0","0","0","0","0"
"10003","Fine arts schools","2004","13","2","4","0","3","3","1","0","0","0","0","0","0","0"
"10003","Fine arts schools","2005","15","3","4","0","4","3","1","0","0","0","0","0","0","0"
"10003","Fine arts schools","2006","15","3","2","2","3","4","1","0","0","0","0","0","0","0"
"10003","Fine arts schools","2007","15","4","2","2","4","2","1","0","0","0","0","0","0","0"
"10003","Fine arts schools","2008","16","5","0","3","4","3","1","0","0","0","0","0","0","0"
"10003","Fine arts schools","2009","18","7","0","4","3","2","2","0","0","0","0","0","0","0"
"10003","Fine arts schools","2010","16","5","2","2","5","1","1","0","0","0","0","0","0","0"
"10003","Fine arts schools","2011","17","8","1","4","2","0","2","0","0","0","0","0","0","0"
"10003","Fine arts schools","2012","20","9","2","3","1","3","2","0","0","0","0","0","0","0"
"10003","Fine arts schools","2013","17","6","4","2","0","3","2","0","0","0","0","0","0","0"
"10003","Fine arts schools","2014","13","4","2","1","1","3","2","0","0","0","0","0","0","0"
"10003","Fine arts schools","2015","15","6","3","0","1","3","2","0","0","0","0","0","0","0"
"10003","Fine arts schools","2016","16","7","1","3","0","3","2","0","0","0","0","0","0","0"
"10003","Independent artists, writers, and performers","2004","101","97","3","0","0","1","0","0","0","0","0","0","0","0"
"10003","Independent artists, writers, and performers","2005","126","121","2","1","1","1","0","0","0","0","0","0","0","0"
"10003","Independent artists, writers, and performers","2006","135","123","10","1","0","0","1","0","0","0","0","0","0","0"
"10003","Independent artists, writers, and performers","2007","185","177","5","3","0","0","0","0","0","0","0","0","0","0"
"10003","Independent artists, writers, and performers","2008","203","194","6","2","1","0","0","0","0","0","0","0","0","0"
"10003","Independent artists, writers, and performers","2009","198","190","5","1","2","0","0","0","0","0","0","0","0","0"
"10003","Independent artists, writers, and performers","2010","215","208","5","1","1","0","0","0","0","0","0","0","0","0"
"10003","Independent artists, writers, and performers","2011","219","212","6","1","0","0","0","0","0","0","0","0","0","0"
"10003","Independent artists, writers, and performers","2012","250","242","3","4","1","0","0","0","0","0","0","0","0","0"
"10003","Independent artists, writers, and performers","2013","271","263","3","4","1","0","0","0","0","0","0","0","0","0"
"10003","Independent artists, writers, and performers","2014","294","285","4","4","1","0","0","0","0","0","0","0","0","0"
"10003","Independent artists, writers, and performers","2015","314","305","5","3","1","0","0","0","0","0","0","0","0","0"
"10003","Independent artists, writers, and performers","2016","346","333","9","3","1","0","0","0","0","0","0","0","0","0"
"10003","Integrated record production/distribution","2004","3","2","0","0","0","1","0","0","0","0","0","0","0","0"
"10003","Integrated record production/distribution","2005","3","1","0","1","0","1","0","0","0","0","0","0","0","0"
"10003","Integrated record production/distribution","2006","2","0","1","0","0","1","0","0","0","0","0","0","0","0"
"10003","Integrated record production/distribution","2007","2","1","0","0","0","1","0","0","0","0","0","0","0","0"
"10003","Integrated record production/distribution","2008","3","0","1","0","0","2","0","0","0","0","0","0","0","0"
"10003","Integrated record production/distribution","2009","2","0","1","0","0","1","0","0","0","0","0","0","0","0"
